election_cycle_id,cycle_year,calendar_year,semester,party_1,party_2,joint_voting_days,joint_ballots,aligned_ballots,alignment_rate,avg_vote_divergence,vote_divergence_stddev,rank_by_alignment,rank_by_activity,rank_by_consistency,percentile_alignment,percentile_cohesion,quartile_coalition_strength,prev_semester_alignment,prev_semester_joint_ballots,prev_semester_divergence,next_semester_alignment,next_semester_divergence,stddev_alignment_sector,stddev_alignment_pair,stddev_divergence_pair,ma_3semester_alignment,alignment_change_absolute,alignment_change_pct,activity_change,divergence_change,coalition_strength,coalition_trend,strategic_shift,volatility_classification,consistency_classification,forecast_trend,alignment_deviation_from_ma,trend_position,coalition_tier,momentum_z_score,stability_score,breakup_risk_score,realignment_probability,coalition_density_score,bridge_classification
2010-2013,4,2013,autumn,KD,V,5,139,0,0.00,56.90,10.47,87,1,43,0.7678571428571429,0.9285714285714286,4,0.00,340,59.37,0.00,61.43,42.4760061636714867,28.5891260102486829,24.2074823947713391,2.9333333333333333,0.00,,-201,-2.47,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STABLE,2.93,ON_TREND,ELITE_COALITION,0.00,39.79,75.0,MODERATE_PROBABILITY,0.00,CORE_COALITION_BRIDGE
2018-2021,1,2018,spring,KD,M,5,451,90,19.96,6.57,1.98,41,37,35,0.27972027972027974,0.26573426573426573,2,100.00,70,7.71,38.18,6.96,35.7396264906715041,42.9496792625403991,4.2642678247836210,54.5266666666666667,-80.04,-80.04,381,-1.14,OPPOSITION,RAPIDLY_WEAKENING,COALITION_BREAKUP,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,34.57,BELOW_TREND,MODERATE_COALITION_TIER,-1.86,65.42,90.0,HIGH_PROBABILITY,18.87,MODERATE_BRIDGE
2022-2025,3,2024,autumn,KD,L,5,76,76,100.00,5.02,2.00,1,1,2,0,0.05185185185185185,1,100.00,345,3.24,100.00,4.83,35.3448254056102381,41.7452202342232544,5.7022096929634243,100.0000000000000000,0.00,0.00,-269,1.78,VERY_STRONG_COALITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,WEAK_COALITION_TIER,0.00,97.89,50.0,MODERATE_PROBABILITY,100.00,WEAK_BRIDGE
2010-2013,4,2013,autumn,L,SD,5,139,103,74.10,25.54,12.56,32,1,48,0.2767857142857143,0.3392857142857143,2,35.00,340,32.30,64.86,27.03,42.4760061636714867,39.7692273833257498,11.6236146080105200,52.6333333333333333,39.10,111.71,-201,-6.76,STRONG_COALITION,RAPIDLY_STRENGTHENING,COALITION_FORMATION,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_DECLINE,-21.47,ABOVE_TREND,MODERATE_COALITION_TIER,0.98,78.21,50.0,HIGH_PROBABILITY,74.10,MODERATE_BRIDGE
2018-2021,1,2018,spring,C,S,5,451,223,49.45,33.76,5.33,26,37,93,0.17482517482517482,0.8811188811188811,1,100.00,70,20.32,100.00,2.90,35.7396264906715041,32.5526095706575421,17.4091135028779891,73.8800000000000000,-50.55,-50.55,381,13.44,WEAK_COALITION,RAPIDLY_WEAKENING,COALITION_BREAKUP,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,24.43,BELOW_TREND,WEAK_COALITION_TIER,-1.55,68.05,90.0,HIGH_PROBABILITY,46.75,WEAK_BRIDGE
2014-2017,3,2016,autumn,L,MP,5,78,24,30.77,28.93,16.45,51,65,100,0.3937007874015748,0.6220472440944882,2,100.00,277,26.73,90.83,35.55,31.0509595457950318,35.4718366942119591,16.8043965420271214,55.5200000000000000,-69.23,-69.23,-199,2.20,OPPOSITION,RAPIDLY_WEAKENING,COALITION_BREAKUP,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STRENGTHENING,24.75,BELOW_TREND,MODERATE_COALITION_TIER,-1.95,58.69,90.0,HIGH_PROBABILITY,22.02,MODERATE_BRIDGE
2006-2009,3,2008,autumn,C,KD,5,126,126,100.00,6.26,3.05,1,22,19,0,0.13253012048192772,1,100.00,229,2.53,100.00,2.90,42.6957896880496614,43.0157204927055018,11.3520433922983538,100.0000000000000000,0.00,0.00,-103,3.73,VERY_STRONG_COALITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,WEAK_COALITION_TIER,0.00,97.21,50.0,MODERATE_PROBABILITY,80.25,WEAK_BRIDGE
2018-2021,1,2018,spring,KD,V,5,451,423,93.79,7.13,3.57,19,37,54,0.1258741258741259,0.3076923076923077,1,100.00,70,5.43,0.00,12.89,35.7396264906715041,28.5891260102486829,24.2074823947713391,88.6600000000000000,-6.21,-6.21,381,1.70,VERY_STRONG_COALITION,DECLINING,MINOR_SHIFT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_WEAKENING,-5.13,ABOVE_TREND,WEAK_COALITION_TIER,-0.22,94.31,50.0,MODERATE_PROBABILITY,88.68,WEAK_BRIDGE
2014-2017,1,2014,autumn,MP,SD,3,49,0,0.00,36.71,15.06,88,101,88,0.6850393700787402,0.8031496062992126,4,0.00,350,12.82,0.00,8.27,31.0509595457950318,16.5906213934928375,15.7971631067803507,0.00000000000000000000,0.00,,-301,23.89,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,STRONG_COALITION_TIER,0.00,44.47,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2014-2017,2,2015,autumn,KD,M,4,95,9,9.47,10.44,8.86,77,37,52,0.5984251968503937,0.14173228346456693,3,100.00,343,4.25,100.00,2.49,31.0509595457950318,42.9496792625403991,4.2642678247836210,69.8233333333333333,-90.53,-90.53,-248,6.19,OPPOSITION,RAPIDLY_WEAKENING,COALITION_BREAKUP,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,60.35,BELOW_TREND,STRONG_COALITION_TIER,-2.11,58.00,90.0,HIGH_PROBABILITY,8.25,STRONG_BRIDGE
2022-2025,2,2023,autumn,KD,SD,5,44,44,100.00,6.34,4.73,1,101,18,0,0.0962962962962963,1,0.00,637,3.25,100.00,25.69,35.3448254056102381,40.3255462400145989,13.4062859219927956,55.3200000000000000,100.00,,-593,3.09,VERY_STRONG_COALITION,RAPIDLY_STRENGTHENING,COALITION_FORMATION,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,-44.68,ABOVE_TREND,WEAK_COALITION_TIER,2.48,96.68,50.0,HIGH_PROBABILITY,57.89,WEAK_BRIDGE
2010-2013,2,2011,spring,KD,MP,5,336,25,7.44,42.00,14.24,56,65,114,0.46218487394957986,0.6302521008403361,2,54.72,106,44.33,8.80,39.27,43.5015080848896803,31.6301988646497904,16.4826756025947198,20.7200000000000000,-47.28,-86.40,230,-2.33,OPPOSITION,RAPIDLY_WEAKENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STABLE,13.28,BELOW_TREND,MODERATE_COALITION_TIER,-1.49,46.10,75.0,HIGH_PROBABILITY,7.14,MODERATE_BRIDGE
2006-2009,1,2006,spring,KD,MP,5,356,1,0.28,14.83,9.81,29,1,68,0.3111111111111111,0.34444444444444444,2,0.00,83,51.33,0.00,55.90,40.0848605728405238,31.6301988646497904,16.4826756025947198,0.09333333333333333333,0.28,,273,-36.50,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,-0.19,ON_TREND,MODERATE_COALITION_TIER,0.01,52.72,75.0,MODERATE_PROBABILITY,0.28,MODERATE_BRIDGE
2014-2017,1,2014,spring,M,MP,5,343,0,0.00,52.04,4.08,91,73,47,0.7086614173228346,0.9133858267716536,4,51.02,49,28.52,35.79,32.68,40.4221695593943564,27.8746522477988507,18.5928859456064178,19.0066666666666667,-51.02,-100.00,294,23.52,OPPOSITION,RAPIDLY_WEAKENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,19.01,BELOW_TREND,STRONG_COALITION_TIER,-1.83,43.16,75.0,HIGH_PROBABILITY,0.00,STRONG_BRIDGE
2010-2013,1,2010,spring,KD,L,5,209,209,100.00,2.83,2.42,1,93,14,0,0.01680672268907563,1,100.00,110,8.26,100.00,4.19,43.5015080848896803,41.7452202342232544,5.7022096929634243,100.0000000000000000,0.00,0.00,99,-5.43,VERY_STRONG_COALITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,WEAK_COALITION_TIER,0.00,98.43,50.0,MODERATE_PROBABILITY,59.71,WEAK_BRIDGE
2018-2021,4,2021,autumn,-,L,5,80,15,18.75,17.57,4.51,77,37,35,0.562962962962963,0.6074074074074074,3,9.41,340,8.72,0.00,10.24,39.0017827824269138,30.3655471930394038,20.9147812167838784,9.3866666666666667,9.34,99.26,-260,8.85,OPPOSITION,STRENGTHENING,MINOR_SHIFT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_WEAKENING,-9.36,ABOVE_TREND,STRONG_COALITION_TIER,0.31,60.88,75.0,MODERATE_PROBABILITY,17.05,STRONG_BRIDGE
2002-2005,2,2003,spring,KD,MP,5,336,0,0.00,15.44,5.87,27,22,20,0.37681159420289856,0.3333333333333333,3,0.00,170,28.58,0.00,18.64,25.4699644944184949,31.6301988646497904,16.4826756025947198,1.8533333333333333,0.00,,166,-13.14,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,1.85,ON_TREND,MODERATE_COALITION_TIER,0.00,53.61,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2022-2025,1,2022,spring,L,V,5,637,209,32.81,9.95,6.67,43,1,93,0.3111111111111111,0.3111111111111111,2,0.00,47,34.70,0.00,67.52,34.8557019593299599,30.0147176965987602,23.1955269079579201,10.9366666666666667,32.81,,590,-24.75,OPPOSITION,RAPIDLY_STRENGTHENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_WEAKENING,-21.87,ABOVE_TREND,MODERATE_COALITION_TIER,1.09,68.14,75.0,HIGH_PROBABILITY,32.81,MODERATE_BRIDGE
2022-2025,3,2024,spring,-,M,5,347,50,14.41,41.41,5.35,64,73,66,0.4666666666666667,0.8518518518518519,2,59.21,76,31.02,23.44,41.02,34.8557019593299599,26.7636199907533397,21.6294799789266818,42.4900000000000000,-44.80,-75.66,271,10.39,OPPOSITION,RAPIDLY_WEAKENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_IMPROVEMENT,28.08,BELOW_TREND,MODERATE_COALITION_TIER,-1.67,51.74,75.0,HIGH_PROBABILITY,7.85,MODERATE_BRIDGE
2018-2021,3,2020,spring,KD,L,5,340,0,0.00,10.23,9.04,57,101,132,0.3916083916083916,0.5104895104895105,3,17.05,88,3.99,62.50,13.92,35.7396264906715041,41.7452202342232544,5.7022096929634243,39.0166666666666667,-17.05,-100.00,252,6.24,OPPOSITION,RAPIDLY_WEAKENING,SIGNIFICANT_SHIFT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,39.02,BELOW_TREND,MODERATE_COALITION_TIER,-0.41,54.22,75.0,HIGH_PROBABILITY,0.00,MODERATE_BRIDGE
2002-2005,3,2004,spring,C,L,5,342,0,0.00,8.01,8.20,27,1,27,0.37681159420289856,0.17391304347826086,4,0.00,193,7.08,0.00,8.51,25.4699644944184949,42.6688076950033065,10.3190271017155168,0.00000000000000000000,0.00,,149,0.93,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,MODERATE_COALITION_TIER,0.00,55.14,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2006-2009,3,2008,autumn,KD,M,5,126,126,100.00,9.87,4.57,1,22,29,0,0.2289156626506024,1,100.00,229,6.03,100.00,6.27,42.6957896880496614,42.9496792625403991,4.2642678247836210,100.0000000000000000,0.00,0.00,-103,3.84,VERY_STRONG_COALITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,WEAK_COALITION_TIER,0.00,95.67,50.0,MODERATE_PROBABILITY,80.25,WEAK_BRIDGE
2010-2013,2,2011,autumn,C,M,4,106,106,100.00,7.15,4.13,1,78,18,0,0.10714285714285714,1,100.00,209,7.83,100.00,9.26,42.4760061636714867,41.9754943825025154,12.3915098966687459,100.0000000000000000,0.00,0.00,-103,-0.68,VERY_STRONG_COALITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,WEAK_COALITION_TIER,0.00,96.62,50.0,MODERATE_PROBABILITY,76.26,WEAK_BRIDGE
2014-2017,1,2014,autumn,C,SD,3,49,24,48.98,34.40,18.32,28,101,109,0.2125984251968504,0.7637795275590551,1,64.86,350,30.55,43.44,36.71,31.0509595457950318,30.1988374389920293,12.4561172120368232,60.9666666666666667,-15.88,-24.48,-301,3.85,WEAK_COALITION,RAPIDLY_WEAKENING,SIGNIFICANT_SHIFT,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_DECLINE,11.99,BELOW_TREND,WEAK_COALITION_TIER,-0.53,63.78,75.0,HIGH_PROBABILITY,22.02,WEAK_BRIDGE
2006-2009,3,2008,spring,MP,S,5,263,96,36.50,6.79,3.52,24,29,19,0.25555555555555554,0.2111111111111111,2,0.79,126,12.53,10.83,7.68,40.0848605728405238,41.6432407148935695,10.9167498235014098,12.4300000000000000,35.71,4520.25,137,-5.74,WEAK_COALITION,RAPIDLY_STRENGTHENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_WEAKENING,-24.07,ABOVE_TREND,MODERATE_COALITION_TIER,0.86,71.51,75.0,HIGH_PROBABILITY,26.96,MODERATE_BRIDGE
2010-2013,4,2013,spring,KD,V,5,350,0,0.00,61.43,6.38,69,1,71,0.5714285714285714,0.8403361344537815,4,0.00,139,56.90,0.00,62.80,43.5015080848896803,28.5891260102486829,24.2074823947713391,0.00000000000000000000,0.00,,211,4.53,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,STRONG_COALITION_TIER,0.00,39.66,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2010-2013,2,2011,spring,MP,SD,5,336,0,0.00,33.80,14.74,69,65,116,0.5714285714285714,0.47058823529411764,4,53.77,106,49.48,0.00,34.56,43.5015080848896803,16.5906213934928375,15.7971631067803507,26.8850000000000000,-53.77,-100.00,230,-15.68,OPPOSITION,RAPIDLY_WEAKENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STABLE,26.89,BELOW_TREND,STRONG_COALITION_TIER,-3.24,45.44,75.0,HIGH_PROBABILITY,0.00,STRONG_BRIDGE
2014-2017,2,2015,spring,M,S,5,277,277,100.00,17.72,4.76,1,101,55,0,0.44881889763779526,1,35.79,95,28.70,37.18,27.50,40.4221695593943564,28.2383768194297392,15.3589718325718249,49.8300000000000000,64.21,179.41,182,-10.98,VERY_STRONG_COALITION,RAPIDLY_STRENGTHENING,COALITION_FORMATION,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_WEAKENING,-50.17,ABOVE_TREND,WEAK_COALITION_TIER,2.27,93.26,50.0,HIGH_PROBABILITY,70.66,WEAK_BRIDGE
2022-2025,3,2024,autumn,L,V,5,76,0,0.00,50.72,8.92,88,1,40,0.6444444444444445,0.8222222222222222,4,35.07,345,37.51,0.00,37.88,35.3448254056102381,30.0147176965987602,23.1955269079579201,11.6900000000000000,-35.07,-100.00,-269,13.21,OPPOSITION,RAPIDLY_WEAKENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,11.69,BELOW_TREND,STRONG_COALITION_TIER,-1.17,42.11,75.0,HIGH_PROBABILITY,0.00,STRONG_BRIDGE
2022-2025,4,2025,spring,S,SD,5,388,0,0.00,17.96,5.80,71,37,78,0.5185185185185185,0.5037037037037037,3,23.44,64,21.55,,,34.8557019593299599,18.1132739816227959,14.3534453819747868,7.8133333333333333,-23.44,-100.00,324,-3.59,OPPOSITION,RAPIDLY_WEAKENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,NO_FORECAST,7.81,BELOW_TREND,STRONG_COALITION_TIER,-1.29,52.87,75.0,HIGH_PROBABILITY,0.00,STRONG_BRIDGE
2014-2017,1,2014,spring,L,SD,5,343,149,43.44,34.00,5.29,70,73,67,0.5433070866141733,0.6771653543307087,3,48.98,49,21.17,26.32,18.96,40.4221695593943564,39.7692273833257498,11.6236146080105200,52.4266666666666667,-5.54,-11.31,294,12.83,WEAK_COALITION,DECLINING,MINOR_SHIFT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_WEAKENING,8.99,BELOW_TREND,STRONG_COALITION_TIER,-0.14,65.59,75.0,MODERATE_PROBABILITY,38.01,STRONG_BRIDGE
2022-2025,2,2023,autumn,KD,MP,5,44,3,6.82,60.00,21.32,79,101,101,0.5777777777777777,0.9407407407407408,3,12.72,637,5.11,0.00,45.85,35.3448254056102381,31.6301988646497904,16.4826756025947198,6.5133333333333333,-5.90,-46.38,-593,54.89,OPPOSITION,DECLINING,MINOR_SHIFT,HIGHLY_VOLATILE_PAIR,INCONSISTENT_ALIGNMENT,EXPECTED_DECLINE,-0.31,ON_TREND,STRONG_COALITION_TIER,-0.19,38.33,75.0,MODERATE_PROBABILITY,3.95,STRONG_BRIDGE
2018-2021,4,2021,spring,MP,V,5,477,0,0.00,6.98,1.14,57,1,23,0.3916083916083916,0.3006993006993007,3,10.00,80,19.42,40.43,17.96,35.7396264906715041,39.4425609753850410,8.5232541068768942,6.4700000000000000,-10.00,-100.00,397,-12.44,OPPOSITION,WEAKENING,SIGNIFICANT_SHIFT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,6.47,BELOW_TREND,MODERATE_COALITION_TIER,-0.25,57.56,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2010-2013,4,2013,autumn,SD,V,5,139,0,0.00,34.30,19.88,87,1,70,0.7678571428571429,0.4642857142857143,4,0.00,340,24.17,0.00,26.53,42.4760061636714867,11.0109559782770704,16.8613212906541422,0.00000000000000000000,0.00,,-201,10.13,OPPOSITION,STABLE,STABLE,MODERATELY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,ELITE_COALITION,0.00,43.75,40.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2010-2013,1,2010,spring,KD,V,5,209,0,0.00,77.05,4.89,69,93,50,0.5714285714285714,0.9663865546218487,4,1.82,110,54.47,0.94,55.17,43.5015080848896803,28.5891260102486829,24.2074823947713391,0.60666666666666666667,-1.82,-100.00,99,22.58,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.61,ON_TREND,STRONG_COALITION_TIER,-0.06,35.42,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2010-2013,3,2012,spring,M,V,5,340,0,0.00,62.07,6.62,69,29,78,0.5714285714285714,0.8487394957983193,3,8.80,125,44.40,0.00,57.41,43.5015080848896803,22.9873958437592972,26.6916718716994855,2.9333333333333333,-8.80,-100.00,215,17.67,OPPOSITION,WEAKENING,MINOR_SHIFT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,2.93,ON_TREND,STRONG_COALITION_TIER,-0.38,39.39,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2022-2025,2,2023,autumn,L,S,5,44,8,18.18,43.87,24.92,69,101,109,0.5037037037037037,0.7851851851851852,3,100.00,637,14.11,34.49,36.70,35.3448254056102381,35.6241446586698827,15.4404333306926789,59.9600000000000000,-81.82,-81.82,-593,29.76,OPPOSITION,RAPIDLY_WEAKENING,COALITION_BREAKUP,HIGHLY_VOLATILE_PAIR,INCONSISTENT_ALIGNMENT,EXPECTED_STRENGTHENING,41.78,BELOW_TREND,STRONG_COALITION_TIER,-2.30,46.64,90.0,HIGH_PROBABILITY,10.53,STRONG_BRIDGE
2022-2025,4,2025,spring,-,S,5,388,0,0.00,11.51,3.68,71,37,40,0.5185185185185185,0.35555555555555557,3,23.44,64,16.82,,,34.8557019593299599,26.6347652841005985,25.0985462491062522,7.8133333333333333,-23.44,-100.00,324,-5.31,OPPOSITION,RAPIDLY_WEAKENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,NO_FORECAST,7.81,BELOW_TREND,STRONG_COALITION_TIER,-0.88,55.44,75.0,HIGH_PROBABILITY,0.00,STRONG_BRIDGE
2018-2021,4,2021,spring,L,M,5,477,0,0.00,2.26,0.69,57,1,9,0.3916083916083916,0.08391608391608392,4,53.75,80,12.00,65.96,8.23,35.7396264906715041,42.3953360371198955,6.1227628927940847,17.9166666666666667,-53.75,-100.00,397,-9.74,OPPOSITION,RAPIDLY_WEAKENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,17.92,BELOW_TREND,MODERATE_COALITION_TIER,-1.27,59.12,75.0,HIGH_PROBABILITY,0.00,MODERATE_BRIDGE
2006-2009,1,2006,spring,L,V,5,356,0,0.00,31.32,22.82,39,1,89,0.4222222222222222,0.5111111111111111,4,0.00,83,56.15,0.00,67.88,40.0848605728405238,30.0147176965987602,23.1955269079579201,0.00000000000000000000,0.00,,273,-24.83,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,INCONSISTENT_ALIGNMENT,EXPECTED_STABLE,0.00,ON_TREND,MODERATE_COALITION_TIER,0.00,43.76,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2010-2013,1,2010,spring,-,M,5,209,209,100.00,11.07,3.60,1,93,31,0,0.29411764705882354,1,0.00,349,15.02,0.00,88.70,43.5015080848896803,26.7636199907533397,21.6294799789266818,34.1866666666666667,100.00,,-140,-3.95,VERY_STRONG_COALITION,RAPIDLY_STRENGTHENING,COALITION_FORMATION,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_WEAKENING,-65.81,ABOVE_TREND,WEAK_COALITION_TIER,3.74,95.60,50.0,HIGH_PROBABILITY,59.71,WEAK_BRIDGE
2018-2021,3,2020,autumn,C,KD,5,88,0,0.00,9.09,8.92,95,1,76,0.6962962962962963,0.3333333333333333,4,100.00,411,9.19,0.00,10.66,39.0017827824269138,43.0157204927055018,11.3520433922983538,46.0600000000000000,-100.00,-100.00,-323,-0.10,OPPOSITION,RAPIDLY_WEAKENING,COALITION_BREAKUP,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,46.06,BELOW_TREND,STRONG_COALITION_TIER,-2.32,54.60,90.0,HIGH_PROBABILITY,0.00,STRONG_BRIDGE
2002-2005,4,2005,autumn,C,M,4,167,0,0.00,2.62,2.35,31,43,2,0.3333333333333333,0,2,0.00,342,8.83,0.00,11.77,31.7570277295618059,41.9754943825025154,12.3915098966687459,0.00000000000000000000,0.00,,-175,-6.21,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,MODERATE_COALITION_TIER,0.00,58.51,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2010-2013,3,2012,spring,L,S,5,340,39,11.47,38.37,5.58,51,29,58,0.42016806722689076,0.5462184873949579,2,46.40,125,30.89,7.19,32.23,43.5015080848896803,35.6241446586698827,15.4404333306926789,24.4500000000000000,-34.93,-75.28,215,7.48,OPPOSITION,RAPIDLY_WEAKENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,12.98,BELOW_TREND,MODERATE_COALITION_TIER,-0.98,51.40,75.0,HIGH_PROBABILITY,11.14,MODERATE_BRIDGE
2022-2025,4,2025,spring,-,KD,5,388,134,34.54,37.54,13.50,35,37,135,0.2518518518518518,0.7777777777777778,2,23.44,64,39.84,,,34.8557019593299599,25.4300513473958783,20.6026968062431355,24.1300000000000000,11.10,47.35,324,-2.30,OPPOSITION,STRENGTHENING,SIGNIFICANT_SHIFT,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,NO_FORECAST,-10.41,ABOVE_TREND,MODERATE_COALITION_TIER,0.44,58.50,75.0,HIGH_PROBABILITY,21.04,MODERATE_BRIDGE
2006-2009,1,2006,spring,KD,M,5,356,1,0.28,7.13,4.13,29,1,32,0.3111111111111111,0.2222222222222222,2,75.90,83,8.00,100.00,11.25,40.0848605728405238,42.9496792625403991,4.2642678247836210,27.8366666666666667,-75.62,-99.63,273,-0.87,OPPOSITION,RAPIDLY_WEAKENING,COALITION_BREAKUP,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,27.56,BELOW_TREND,MODERATE_COALITION_TIER,-1.76,56.73,90.0,HIGH_PROBABILITY,0.28,MODERATE_BRIDGE
2010-2013,4,2013,autumn,C,V,5,139,0,0.00,41.46,19.46,87,1,64,0.7678571428571429,0.6785714285714286,4,0.00,340,52.46,0.00,57.08,42.4760061636714867,26.3208909707458163,24.0247865724258024,2.9333333333333333,0.00,,-201,-11.00,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STABLE,2.93,ON_TREND,ELITE_COALITION,0.00,41.72,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2018-2021,1,2018,autumn,M,MP,3,70,70,100.00,14.64,10.21,1,73,87,0,0.4888888888888889,1,43.62,392,35.25,26.16,32.92,39.0017827824269138,27.8746522477988507,18.5928859456064178,69.2800000000000000,56.38,129.25,-322,-20.61,VERY_STRONG_COALITION,RAPIDLY_STRENGTHENING,COALITION_FORMATION,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_WEAKENING,-30.72,ABOVE_TREND,WEAK_COALITION_TIER,2.02,92.55,50.0,HIGH_PROBABILITY,79.55,WEAK_BRIDGE
2010-2013,1,2010,spring,-,MP,5,209,0,0.00,65.44,10.08,69,93,98,0.5714285714285714,0.8907563025210085,4,0.00,349,17.98,0.00,27.75,43.5015080848896803,25.9894648933800560,25.0260866015046656,3.2966666666666667,0.00,,-140,47.46,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STABLE,3.30,ON_TREND,STRONG_COALITION_TIER,0.00,37.34,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
