embedded_id_vote_date,embedded_id_intressent_id,first_name,last_name,gender,born_year,party,number_ballots,avg_born_year,avg_percentage_yes,avg_percentage_no,avg_percentage_absent,avg_percentage_abstain,avg_percentage_male,total_votes,yes_votes,no_votes,abstain_votes,absent_votes,party_total_votes,party_yes_votes,party_no_votes,party_abstain_votes,party_absent_votes,party_avg_born_year,party_avg_percentage_male,party_percentage_yes,party_percentage_no,party_percentage_abstain,party_percentage_absent,party_won_total,politician_yes_votes,politician_no_votes,politician_abstain_votes,politician_absent_votes,politician_percentage_yes,politician_percentage_no,politician_percentage_abstain,politician_percentage_absent,won_percentage,won_total,rebel_percentage,rebel_total,party_won_percentage,approved_total,approved_percentage,percentage_yes,percentage_no,percentage_abstain,percentage_absent,avg_percentage_approved
2014-01-01,0652497579621,Johanna,Haraldsson,KVINNA,1980,S,25,1969,63.12,18.20,11.85,6.84,55.52,8725,5508,1422,655,1140,2825,1788,401,299,337,1968,49.56,63.29,14.19,10.58,11.93,19,17,4,3,1,68.00,16.00,12.00,4.00,68.00,17,0.00,0,76.00,23,92.00,63.13,16.30,7.51,13.07,85.00
2017-01-01,0401968752713,Stina,Bergström,KVINNA,1958,MP,492,1969,62.37,17.84,14.28,5.52,53.76,171708,107780,30435,9846,23647,12256,9926,634,8,1688,1968,46.20,80.99,5.17,0.07,13.77,461,378,27,1,86,76.83,5.49,0.20,17.48,76.42,376,0.00,0,93.70,490,99.59,62.77,17.72,5.73,13.77,99.30
2009-01-01,0760437424714,Magdalena,Andersson,KVINNA,1954,M,338,1959,50.31,29.80,18.13,1.77,52.83,117962,60520,33889,2632,20921,32786,27997,0,7,4782,1959,57.91,85.39,0.00,0.02,14.59,338,279,0,0,59,82.54,0.00,0.00,17.46,82.54,279,0.00,0,100.00,338,100.00,51.30,28.73,2.23,17.74,100.00
2011-01-01,0488357052317,Mats,Pertoft,MAN,1954,MP,102,1963,61.83,21.22,11.26,5.70,55.19,35598,21435,7649,2354,4160,2550,1029,898,385,238,1964,52.00,40.35,35.22,15.10,9.33,50,42,36,15,9,41.18,35.29,14.71,8.82,41.18,42,0.00,0,49.02,102,100.00,60.21,21.49,6.61,11.69,100.00
2002-01-01,0883123676901,Kjell-Erik,Karlsson,MAN,1946,V,88,1954,64.34,16.93,10.95,7.78,54.57,30712,19671,5381,2298,3362,2640,1666,415,61,498,1953,50.00,63.11,15.72,2.31,18.86,68,63,17,3,5,71.59,19.32,3.41,5.68,69.32,61,0.00,0,77.27,86,97.73,64.05,17.52,7.48,10.95,98.38
2010-01-01,08644719105,Anna,Lilliehöök,KVINNA,1947,M,214,1959,51.76,29.81,17.42,1.01,53.05,74686,37601,23036,1089,12960,20551,17615,3,6,2927,1960,56.88,85.71,0.01,0.03,14.24,214,144,0,0,70,67.29,0.00,0.00,32.71,67.29,144,0.00,0,100.00,214,100.00,50.35,30.84,1.46,17.35,100.00
2002-01-01,0879055385113,Jeppe,Johnsson,MAN,1951,M,88,1954,64.34,16.93,10.95,7.78,54.57,30712,19671,5381,2298,3362,4840,1815,1728,693,604,1954,61.65,37.50,35.70,14.32,12.48,47,38,36,14,0,43.18,40.91,15.91,0.00,45.45,40,0.00,0,53.41,86,97.73,64.05,17.52,7.48,10.95,98.38
2015-01-01,0905312407726,Cassandra,Sundin,KVINNA,1991,SD,358,1969,66.10,16.43,13.18,4.29,55.05,124942,82215,20954,5436,16337,17461,7004,6494,1351,2612,1974,75.62,40.11,37.19,7.74,14.96,173,144,127,27,60,40.22,35.47,7.54,16.76,40.22,144,0.28,1,48.32,357,99.72,65.80,16.77,4.35,13.08,99.84
2015-01-01,0665485817222,Daniel,Bäckström,MAN,1975,C,358,1969,66.10,16.43,13.18,4.29,55.05,124942,82215,20954,5436,16337,7876,4450,1656,593,1177,1966,62.05,56.50,21.03,7.53,14.94,245,227,80,32,19,63.41,22.35,8.94,5.31,63.69,228,0.00,0,68.44,357,99.72,65.80,16.77,4.35,13.08,99.84
2017-01-01,0397073482210,Camilla,Mårtensen,KVINNA,1970,L,168,1969,61.63,18.68,13.20,6.50,53.85,58632,37341,10652,3381,7258,3192,1709,615,297,571,1969,52.63,53.54,19.27,9.30,17.89,110,88,32,16,32,52.38,19.05,9.52,19.05,52.38,88,0.00,0,65.48,168,100.00,63.69,18.17,5.77,12.38,100.00
2018-01-01,0641953830512,Magnus,Persson,MAN,1970,SD,513,1971,64.10,16.51,13.66,5.73,54.02,179037,112486,29518,11346,25687,23080,9444,7077,2511,4048,1975,75.47,40.92,30.66,10.88,17.54,267,249,181,72,11,48.54,35.28,14.04,2.14,49.90,256,0.00,0,52.05,506,98.64,62.83,16.49,6.34,14.35,98.67
2008-01-01,0526693079901,Gunnar,Andrén,MAN,1946,L,377,1958,53.85,25.82,17.78,2.55,53.23,131573,70118,34802,3797,22856,10556,8222,4,4,2326,1960,45.46,77.89,0.04,0.04,22.03,377,364,0,1,12,96.55,0.00,0.27,3.18,96.55,364,0.00,0,100.00,377,100.00,53.29,26.45,2.89,17.37,100.00
2009-01-01,0798417016112,Kristina,Zakrisson,KVINNA,1956,S,334,1959,50.26,29.81,18.19,1.74,52.83,116566,59766,33478,2571,20751,43420,9327,25581,853,7659,1959,52.31,21.48,58.92,1.96,17.64,97,62,178,4,90,18.56,53.29,1.20,26.95,18.56,62,0.00,0,29.04,334,100.00,51.27,28.72,2.21,17.80,100.00
2002-01-01,0114065053815,Rolf,Olsson,MAN,1949,V,79,1954,63.16,17.50,10.76,8.58,54.69,27571,17610,4831,2126,3004,2370,1461,415,55,439,1953,50.00,61.65,17.51,2.32,18.52,59,60,17,2,0,75.95,21.52,2.53,0.00,73.42,58,0.00,0,74.68,77,97.47,63.87,17.52,7.71,10.90,97.84
2010-01-01,0800956862429,Gulan,Avci,KVINNA,1977,L,207,1959,51.74,29.88,17.39,0.99,53.04,72243,36253,22434,1038,12518,5796,4603,1,2,1190,1960,42.86,79.42,0.02,0.03,20.53,207,141,0,0,66,68.12,0.00,0.00,31.88,68.12,141,0.00,0,100.00,207,100.00,50.18,31.05,1.44,17.33,100.00
2014-01-01,0843345349823,Anders,Hansson,MAN,1976,M,382,1964,62.37,18.59,13.26,5.78,56.43,133318,84345,24742,7121,17110,40299,35711,371,280,3937,1965,56.81,88.62,0.92,0.69,9.77,375,360,4,3,15,94.24,1.05,0.79,3.93,94.24,360,0.00,0,98.17,380,99.48,63.27,18.56,5.34,12.83,96.92
2012-01-01,0285352171912,Henrik,Ripa,MAN,1968,M,452,1963,65.03,19.00,11.84,4.12,56.51,157748,101968,29536,7922,18322,48364,43329,595,23,4417,1965,58.54,89.59,1.23,0.05,9.13,444,390,6,0,56,86.28,1.33,0.00,12.39,85.84,388,0.00,0,98.23,448,99.12,64.64,18.72,5.02,11.61,99.22
