embedded_id_vote_date,embedded_id_party,number_ballots,avg_born_year,avg_total_votes,avg_yes_votes,avg_no_votes,avg_abstain_votes,avg_absent_votes,percentage_approved,avg_percentage_yes,avg_percentage_no,avg_percentage_absent,avg_percentage_abstain,avg_percentage_male,total_votes,yes_votes,no_votes,abstain_votes,absent_votes,party_total_votes,party_yes_votes,party_no_votes,party_abstain_votes,party_absent_votes,party_avg_born_year,party_avg_percentage_male,party_percentage_yes,party_percentage_no,party_percentage_abstain,party_percentage_absent,percentage_yes,percentage_no,percentage_abstain,percentage_absent,party_won_total,party_won_percentage,approved_total,approved_percentage
2024-04-24,V,31,1975,349,206.71,62.32,36.90,43.06,100.00,59.23,17.86,12.34,10.57,52.44,10819,6408,1932,1144,1335,744,285,273,93,93,1977,29.17,38.31,36.69,12.50,12.50,59.23,17.86,10.57,12.34,16,51.61,31,100.00
2010-03-02,V,1,1959,349,151.00,144.00,1.00,53.00,100.00,43.27,41.26,15.19,0.29,53.01,349,151,144,1,53,22,0,19,0,3,1958,36.36,0.00,86.36,0.00,13.64,43.27,41.26,0.29,15.19,0,0.00,1,100.00
2010-06-14,MP,2,1959,349,302.50,10.50,0.00,36.00,100.00,86.68,3.01,10.32,0.00,53.01,698,605,21,0,72,38,32,0,0,6,1964,57.89,84.21,0.00,0.00,15.79,86.68,3.01,0.00,10.32,2,100.00,2,100.00
2017-02-22,SD,9,1969,349,175.44,62.11,53.67,57.78,100.00,50.27,17.80,16.55,15.38,54.15,3141,1579,559,483,520,423,73,185,74,91,1975,78.72,17.26,43.74,17.49,21.51,50.27,17.80,15.38,16.56,2,22.22,9,100.00
2004-03-09,KD,23,1954,349,198.61,63.61,11.91,74.87,100.00,56.91,18.23,21.45,3.41,54.73,8027,4568,1463,274,1722,759,310,237,51,161,1951,69.70,40.84,31.23,6.72,21.21,56.91,18.23,3.41,21.45,12,52.17,23,100.00
2017-04-06,S,24,1969,349,210.67,47.25,19.58,71.50,100.00,60.36,13.54,20.49,5.61,53.58,8376,5056,1134,470,1716,2712,2181,0,1,530,1969,46.90,80.42,0.00,0.04,19.54,60.36,13.54,5.61,20.49,24,100.00,24,100.00
2022-03-24,V,9,1973,349,210.67,47.44,30.33,60.56,100.00,60.36,13.59,17.35,8.69,53.58,3141,1896,427,273,545,243,120,20,40,63,1974,29.63,49.38,8.23,16.46,25.93,60.36,13.59,8.69,17.35,6,66.67,9,100.00
2014-06-18,SD,4,1963,349,243.00,70.25,8.75,27.00,100.00,69.63,20.13,7.74,2.51,56.45,1396,972,281,35,108,80,40,20,20,0,1968,80.00,50.00,25.00,25.00,0.00,69.63,20.13,2.51,7.74,2,50.00,4,100.00
2008-05-07,MP,10,1958,349,176.20,111.60,6.60,54.60,100.00,50.49,31.98,15.65,1.89,53.30,3490,1762,1116,66,546,190,13,101,29,47,1964,57.89,6.84,53.16,15.26,24.74,50.49,31.98,1.89,15.64,1,10.00,10,100.00
2007-05-23,KD,3,1958,349,173.67,122.33,11.00,42.00,100.00,49.76,35.05,12.03,3.15,51.58,1047,521,367,33,126,72,63,0,0,9,1952,54.17,87.50,0.00,0.00,12.50,49.76,35.05,3.15,12.03,3,100.00,3,100.00
2014-06-24,V,17,1963,349,204.35,89.71,26.53,28.41,100.00,58.55,25.70,8.14,7.60,56.45,5933,3474,1525,451,483,323,54,162,90,17,1961,47.37,16.72,50.15,27.86,5.26,58.55,25.70,7.60,8.14,3,17.65,17,100.00
2017-03-29,S,15,1969,349,216.53,50.87,24.53,57.07,100.00,62.04,14.57,16.35,7.03,53.30,5235,3248,763,368,856,1695,1407,0,2,286,1969,46.02,83.01,0.00,0.12,16.87,62.04,14.57,7.03,16.35,15,100.00,15,100.00
2025-03-13,-,8,1975,349,184.88,48.00,64.13,52.00,100.00,52.97,13.75,14.90,18.37,56.16,2792,1479,384,513,416,16,9,4,3,0,1964,50.00,56.25,25.00,18.75,0.00,52.97,13.75,18.37,14.90,4,50.00,8,100.00
2013-05-28,V,4,1963,349,189.25,56.50,51.25,52.00,100.00,54.23,16.19,14.90,14.69,56.45,1396,757,226,205,208,76,16,17,31,12,1960,42.11,21.05,22.37,40.79,15.79,54.23,16.19,14.68,14.90,1,25.00,4,100.00
2003-04-29,V,14,1954,349,202.29,58.29,36.07,52.36,92.86,57.96,16.70,15.00,10.34,55.30,4886,2832,816,505,733,420,316,0,31,73,1953,50.00,75.24,0.00,7.38,17.38,57.96,16.70,10.34,15.00,12,85.71,13,92.86
2021-03-24,V,23,1973,349,38.48,12.17,5.22,293.13,100.00,11.03,3.49,83.99,1.49,52.72,8027,885,280,120,6742,621,59,24,8,530,1974,29.63,9.50,3.86,1.29,85.35,11.03,3.49,1.49,83.99,15,65.22,23,100.00
2011-11-16,S,2,1963,349,219.50,53.00,19.00,57.50,100.00,62.90,15.19,16.48,5.45,54.73,698,439,106,38,115,224,90,90,0,44,1962,51.79,40.18,40.18,0.00,19.64,62.89,15.19,5.44,16.48,1,50.00,2,100.00
2009-01-01,MP,3,1959,349,228.00,64.00,15.00,42.00,100.00,65.33,18.34,12.03,4.30,52.25,1047,684,192,45,126,57,0,33,16,8,1964,57.89,0.00,57.89,28.07,14.04,65.33,18.34,4.30,12.03,0,0.00,3,100.00
2019-05-15,SD,32,1973,349,254.56,52.94,9.41,32.09,100.00,72.94,15.17,9.20,2.70,53.01,11168,8146,1694,301,1027,1984,1159,610,183,32,1976,70.97,58.42,30.75,9.22,1.61,72.94,15.17,2.70,9.20,19,59.38,32,100.00
2010-05-20,KD,2,1959,349,136.50,131.00,0.00,81.50,100.00,39.12,37.54,23.36,0.00,53.01,698,273,262,0,163,48,36,0,0,12,1955,54.17,75.00,0.00,0.00,25.00,39.11,37.54,0.00,23.35,2,100.00,2,100.00
2021-06-15,L,21,1973,349,41.33,9.05,5.33,293.29,100.00,11.84,2.59,84.03,1.53,53.01,7329,868,190,112,6159,399,42,7,9,341,1971,52.63,10.53,1.75,2.26,85.46,11.84,2.59,1.53,84.04,15,71.43,21,100.00
2021-04-07,MP,20,1973,349,37.70,11.75,5.50,294.05,100.00,10.80,3.37,84.25,1.58,53.01,6980,754,235,110,5881,320,57,3,0,260,1978,25.00,17.81,0.94,0.00,81.25,10.80,3.37,1.58,84.26,19,95.00,20,100.00
2012-11-06,S,2,1963,349,277.50,17.50,0.00,54.00,100.00,79.52,5.01,15.48,0.00,56.45,698,555,35,0,108,224,186,0,0,38,1962,50.89,83.04,0.00,0.00,16.96,79.51,5.01,0.00,15.47,2,100.00,2,100.00
2008-03-17,MP,10,1958,349,177.90,92.60,17.40,61.10,100.00,50.98,26.53,17.51,4.99,53.07,3490,1779,926,174,611,190,59,96,7,28,1964,57.89,31.05,50.53,3.68,14.74,50.97,26.53,4.99,17.51,4,40.00,10,100.00
2008-04-28,C,4,1958,349,176.75,106.00,7.50,58.75,100.00,50.65,30.37,16.84,2.15,53.30,1396,707,424,30,235,116,90,0,0,26,1956,58.62,77.59,0.00,0.00,22.41,50.64,30.37,2.15,16.83,4,100.00,4,100.00
2019-03-06,SD,17,1973,349,218.24,61.18,29.24,40.35,100.00,62.53,17.53,11.56,8.38,53.30,5933,3710,1040,497,686,1054,429,360,231,34,1976,70.97,40.70,34.16,21.92,3.23,62.53,17.53,8.38,11.56,8,47.06,17,100.00
2010-03-18,C,2,1959,349,147.00,138.50,0.00,63.50,100.00,42.12,39.69,18.20,0.00,53.01,698,294,277,0,127,58,41,0,0,17,1957,58.62,70.69,0.00,0.00,29.31,42.12,39.68,0.00,18.19,2,100.00,2,100.00
2017-03-01,V,27,1969,349,232.37,62.67,17.59,36.37,100.00,66.58,17.96,10.42,5.04,53.87,9423,6274,1692,475,982,567,255,84,119,109,1970,42.86,44.97,14.81,20.99,19.22,66.58,17.96,5.04,10.42,16,59.26,27,100.00
2004-09-30,V,3,1954,349,193.00,92.33,12.67,51.00,100.00,55.30,26.46,14.61,3.63,53.58,1047,579,277,38,153,90,46,23,0,21,1953,50.00,51.11,25.56,0.00,23.33,55.30,26.46,3.63,14.61,2,66.67,3,100.00
2002-10-24,C,3,1954,349,216.67,84.00,11.00,37.33,100.00,62.08,24.07,10.70,3.15,54.44,1047,650,252,33,112,66,36,18,0,12,1955,50.00,54.55,27.27,0.00,18.18,62.08,24.07,3.15,10.70,2,66.67,3,100.00
2013-05-16,S,2,1963,349,183.50,60.00,78.50,27.00,100.00,52.58,17.20,7.74,22.49,56.16,698,367,120,157,54,224,1,103,100,20,1962,51.79,0.45,45.98,44.64,8.93,52.58,17.19,22.49,7.74,0,0.00,2,100.00
2018-04-11,S,12,1970,349,222.17,45.42,20.17,61.25,100.00,63.66,13.01,17.55,5.78,54.44,4188,2666,545,242,735,1356,1137,0,2,217,1969,47.79,83.85,0.00,0.15,16.00,63.66,13.01,5.78,17.55,12,100.00,12,100.00
2007-04-02,S,6,1958,349,172.33,112.00,5.83,58.83,100.00,49.38,32.09,16.86,1.67,51.58,2094,1034,672,35,353,780,109,535,0,136,1958,50.77,13.97,68.59,0.00,17.44,49.38,32.09,1.67,16.86,1,16.67,6,100.00
2016-04-07,M,14,1969,349,240.07,32.43,17.21,59.29,100.00,68.79,9.29,16.99,4.93,54.44,4886,3361,454,241,830,1176,793,143,71,169,1968,48.81,67.43,12.16,6.04,14.37,68.79,9.29,4.93,16.99,12,85.71,14,100.00
2011-12-12,SD,3,1963,349,226.33,60.67,40.67,21.33,100.00,64.86,17.38,6.11,11.65,55.59,1047,679,182,122,64,57,38,19,0,0,1969,84.21,66.67,33.33,0.00,0.00,64.85,17.38,11.65,6.11,2,66.67,3,100.00
2008-06-18,MP,1,1958,349,143.00,138.00,1.00,67.00,100.00,40.97,39.54,19.20,0.29,53.30,349,143,138,1,67,19,0,13,0,6,1964,57.89,0.00,68.42,0.00,31.58,40.97,39.54,0.29,19.20,0,0.00,1,100.00
2023-03-29,V,21,1975,349,224.62,51.29,26.10,47.00,100.00,64.36,14.70,13.47,7.48,53.01,7329,4717,1077,548,987,504,335,84,21,64,1977,25.00,66.47,16.67,4.17,12.70,64.36,14.70,7.48,13.47,16,76.19,21,100.00
2004-03-30,MP,20,1954,349,201.00,59.70,23.00,65.30,100.00,57.59,17.10,18.71,6.59,54.91,6980,4020,1194,460,1306,340,139,64,64,73,1956,45.00,40.88,18.82,18.82,21.47,57.59,17.11,6.59,18.71,12,60.00,20,100.00
2007-05-14,MP,2,1958,349,239.50,69.00,1.50,39.00,100.00,68.63,19.77,11.18,0.43,51.58,698,479,138,3,78,38,32,0,0,6,1964,52.63,84.21,0.00,0.00,15.79,68.62,19.77,0.43,11.17,2,100.00,2,100.00
2014-03-26,L,29,1963,349,213.14,74.00,28.59,33.28,100.00,61.07,21.20,9.54,8.19,56.45,10121,6181,2146,829,965,696,588,21,0,87,1960,58.33,84.48,3.02,0.00,12.50,61.07,21.20,8.19,9.53,28,96.55,29,100.00
2011-11-16,KD,2,1963,349,219.50,53.00,19.00,57.50,100.00,62.90,15.19,16.48,5.45,54.73,698,439,106,38,115,38,34,0,0,4,1961,57.89,89.47,0.00,0.00,10.53,62.89,15.19,5.44,16.48,2,100.00,2,100.00
2016-12-14,KD,2,1969,349,188.00,43.50,88.00,29.50,100.00,53.87,12.47,8.46,25.22,54.44,698,376,87,176,59,32,0,0,30,2,1968,68.75,0.00,0.00,93.75,6.25,53.87,12.46,25.21,8.45,0,0.00,2,100.00
2013-12-17,C,19,1963,349,276.05,43.47,8.32,21.16,100.00,79.10,12.46,6.06,2.38,55.87,6631,5245,826,158,402,437,417,0,0,20,1963,60.87,95.42,0.00,0.00,4.58,79.10,12.46,2.38,6.06,19,100.00,19,100.00
2005-10-11,MP,6,1954,349,180.50,47.83,43.00,77.67,100.00,51.72,13.71,22.25,12.32,54.44,2094,1083,287,258,466,102,62,15,0,25,1957,47.06,60.78,14.71,0.00,24.51,51.72,13.71,12.32,22.25,5,83.33,6,100.00
2004-02-03,V,1,1954,349,186.00,92.00,4.00,67.00,100.00,53.30,26.36,19.20,1.15,55.01,349,186,92,4,67,30,20,0,2,8,1953,50.00,66.67,0.00,6.67,26.67,53.30,26.36,1.15,19.20,1,100.00,1,100.00
2010-03-09,C,6,1959,349,144.17,126.50,8.50,69.83,100.00,41.31,36.25,20.01,2.44,53.01,2094,865,759,51,419,174,136,0,0,38,1957,58.62,78.16,0.00,0.00,21.84,41.31,36.25,2.44,20.01,6,100.00,6,100.00
2025-06-04,V,9,1975,349,208.89,55.00,38.00,47.11,100.00,59.85,15.76,13.50,10.89,55.01,3141,1880,495,342,424,216,100,61,19,36,1977,29.17,46.30,28.24,8.80,16.67,59.85,15.76,10.89,13.50,5,55.56,9,100.00
2017-06-01,L,1,1969,349,190.00,74.00,41.00,44.00,100.00,54.44,21.20,12.61,11.75,54.15,349,190,74,41,44,19,17,0,0,2,1969,52.63,89.47,0.00,0.00,10.53,54.44,21.20,11.75,12.61,1,100.00,1,100.00
2009-03-11,C,1,1959,349,142.00,137.00,0.00,70.00,100.00,40.69,39.26,20.06,0.00,51.86,349,142,137,0,70,29,22,0,0,7,1957,58.62,75.86,0.00,0.00,24.14,40.69,39.26,0.00,20.06,1,100.00,1,100.00
2021-01-20,SD,4,1973,349,36.25,17.75,2.00,293.00,100.00,10.39,5.09,83.95,0.57,51.29,1396,145,71,8,1172,248,10,30,0,208,1975,70.97,4.03,12.10,0.00,83.87,10.39,5.09,0.57,83.95,1,25.00,4,100.00
2006-03-21,KD,9,1954,349,186.11,70.00,17.78,75.11,100.00,53.33,20.05,21.52,5.10,54.44,3141,1675,630,160,676,297,122,72,23,80,1951,69.70,41.08,24.24,7.74,26.94,53.33,20.06,5.09,21.52,5,55.56,9,100.00
2013-05-17,SD,17,1963,349,247.29,47.65,12.65,41.41,100.00,70.86,13.65,11.86,3.62,56.21,5933,4204,810,215,704,340,133,153,40,14,1967,90.00,39.12,45.00,11.76,4.12,70.86,13.65,3.62,11.87,7,41.18,17,100.00
2012-02-20,L,1,1963,349,286.00,19.00,0.00,44.00,100.00,81.95,5.44,12.61,0.00,55.59,349,286,19,0,44,24,21,0,0,3,1959,54.17,87.50,0.00,0.00,12.50,81.95,5.44,0.00,12.61,1,100.00,1,100.00
2002-11-28,V,12,1954,349,212.67,74.67,24.00,37.67,91.67,60.94,21.39,10.79,6.88,54.73,4188,2552,896,288,452,360,262,25,0,73,1953,50.00,72.78,6.94,0.00,20.28,60.94,21.39,6.88,10.79,10,83.33,11,91.67
2011-03-31,SD,22,1963,349,192.68,83.50,30.59,42.23,100.00,55.21,23.93,12.10,8.77,54.44,7678,4239,1837,673,929,440,300,140,0,0,1968,90.00,68.18,31.82,0.00,0.00,55.21,23.93,8.77,12.10,15,68.18,22,100.00
2017-02-16,MP,1,1969,349,277.00,17.00,0.00,55.00,100.00,79.37,4.87,15.76,0.00,54.15,349,277,17,0,55,25,20,0,0,5,1968,44.00,80.00,0.00,0.00,20.00,79.37,4.87,0.00,15.76,1,100.00,1,100.00
2008-10-14,V,1,1958,349,236.00,32.00,1.00,80.00,100.00,67.62,9.17,22.92,0.29,53.87,349,236,32,1,80,22,0,17,0,5,1958,36.36,0.00,77.27,0.00,22.73,67.62,9.17,0.29,22.92,0,0.00,1,100.00
2009-11-27,C,1,1959,349,141.00,136.00,0.00,72.00,100.00,40.40,38.97,20.63,0.00,53.58,349,141,136,0,72,29,21,0,0,8,1957,58.62,72.41,0.00,0.00,27.59,40.40,38.97,0.00,20.63,1,100.00,1,100.00
2014-12-03,KD,1,1969,349,152.00,183.00,0.00,14.00,0.00,43.55,52.44,4.01,0.00,55.59,349,152,183,0,14,16,0,15,0,1,1968,62.50,0.00,93.75,0.00,6.25,43.55,52.44,0.00,4.01,1,100.00,0,0.00
2013-02-14,KD,26,1963,349,231.73,58.31,18.50,40.46,100.00,66.40,16.71,11.59,5.30,56.61,9074,6025,1516,481,1052,494,439,0,0,55,1961,57.89,88.87,0.00,0.00,11.13,66.40,16.71,5.30,11.59,26,100.00,26,100.00
2023-03-16,M,2,1975,349,191.00,81.00,17.00,60.00,100.00,54.73,23.21,17.19,4.87,53.01,698,382,162,34,120,136,112,0,0,24,1975,51.47,82.35,0.00,0.00,17.65,54.73,23.21,4.87,17.19,2,100.00,2,100.00
2012-05-14,S,13,1963,349,231.38,61.85,14.31,41.46,100.00,66.30,17.72,11.88,4.10,57.02,4537,3008,804,186,539,1456,783,490,0,183,1962,51.79,53.78,33.65,0.00,12.57,66.30,17.72,4.10,11.88,8,61.54,13,100.00
2025-03-13,KD,8,1975,349,184.88,48.00,64.13,52.00,100.00,52.97,13.75,14.90,18.37,56.16,2792,1479,384,513,416,152,120,0,0,32,1970,73.68,78.95,0.00,0.00,21.05,52.97,13.75,18.37,14.90,8,100.00,8,100.00
2015-11-25,V,4,1969,349,237.00,55.50,12.00,44.50,100.00,67.91,15.90,12.75,3.44,55.01,1396,948,222,48,178,84,80,0,0,4,1969,47.62,95.24,0.00,0.00,4.76,67.91,15.90,3.44,12.75,4,100.00,4,100.00
2019-04-25,-,10,1973,349,231.90,67.80,8.00,41.30,100.00,66.45,19.43,11.83,2.29,53.01,3490,2319,678,80,413,10,0,0,0,10,1970,0.00,0.00,0.00,0.00,100.00,66.45,19.43,2.29,11.83,0,0.00,10,100.00
2009-04-27,C,4,1959,349,204.75,53.75,30.50,60.00,100.00,58.67,15.40,17.19,8.74,52.44,1396,819,215,122,240,116,78,0,0,38,1957,58.62,67.24,0.00,0.00,32.76,58.67,15.40,8.74,17.19,4,100.00,4,100.00
2012-05-11,M,6,1963,349,227.67,86.17,0.00,35.17,83.33,65.24,24.69,10.08,0.00,57.02,2094,1366,517,0,211,642,600,0,0,42,1965,58.88,93.46,0.00,0.00,6.54,65.23,24.69,0.00,10.08,5,83.33,5,83.33
2016-03-02,M,24,1969,349,247.25,47.79,15.63,38.33,100.00,70.85,13.69,10.98,4.48,55.30,8376,5934,1147,375,920,2016,1332,371,73,240,1968,48.81,66.07,18.40,3.62,11.90,70.85,13.69,4.48,10.98,19,79.17,24,100.00
2024-01-31,M,6,1975,349,208.33,88.67,6.00,46.00,100.00,59.70,25.41,13.18,1.72,52.44,2094,1250,532,36,276,408,360,0,0,48,1976,50.00,88.24,0.00,0.00,11.76,59.69,25.41,1.72,13.18,6,100.00,6,100.00
2021-06-17,C,12,1973,349,38.25,14.83,2.92,293.00,83.33,10.96,4.25,83.95,0.84,53.01,4188,459,178,35,3516,372,40,20,0,312,1973,61.29,10.75,5.38,0.00,83.87,10.96,4.25,0.84,83.95,10,83.33,10,83.33
2007-05-11,M,7,1958,349,209.29,76.14,4.86,58.71,100.00,59.97,21.82,16.82,1.39,51.58,2443,1465,533,34,411,679,582,0,0,97,1959,56.70,85.71,0.00,0.00,14.29,59.97,21.82,1.39,16.82,7,100.00,7,100.00
2012-05-31,V,1,1963,349,287.00,19.00,0.00,43.00,100.00,82.23,5.44,12.32,0.00,57.02,349,287,19,0,43,19,18,0,0,1,1960,42.11,94.74,0.00,0.00,5.26,82.23,5.44,0.00,12.32,1,100.00,1,100.00
2022-03-02,SD,31,1973,349,218.65,61.52,12.74,56.10,96.77,62.65,17.63,16.08,3.65,53.58,10819,6778,1907,395,1739,1922,935,605,165,217,1975,75.81,48.65,31.48,8.58,11.29,62.65,17.63,3.65,16.07,18,58.06,30,96.77
2017-05-03,KD,23,1969,349,231.13,59.57,14.65,43.65,100.00,66.23,17.07,12.51,4.20,53.87,8027,5316,1370,337,1004,368,197,83,42,46,1967,68.75,53.53,22.55,11.41,12.50,66.23,17.07,4.20,12.51,14,60.87,23,100.00
2004-11-30,KD,22,1954,349,227.68,60.45,20.77,40.09,95.45,65.24,17.32,11.49,5.95,53.30,7678,5009,1330,457,882,726,295,225,87,119,1951,69.70,40.63,30.99,11.98,16.39,65.24,17.32,5.95,11.49,12,54.55,21,95.45
2017-01-25,MP,7,1969,349,224.57,37.29,26.14,61.00,100.00,64.35,10.68,17.48,7.49,53.58,2443,1572,261,183,427,175,154,0,0,21,1968,44.00,88.00,0.00,0.00,12.00,64.35,10.68,7.49,17.48,7,100.00,7,100.00
2015-11-04,MP,3,1969,349,252.67,41.00,6.33,49.00,100.00,72.40,11.75,14.04,1.81,55.01,1047,758,123,19,147,75,72,0,0,3,1969,48.00,96.00,0.00,0.00,4.00,72.40,11.75,1.81,14.04,3,100.00,3,100.00
2006-02-07,M,9,1954,349,204.44,85.56,1.78,57.22,100.00,58.58,24.52,16.40,0.51,54.12,3141,1840,770,16,515,495,128,268,3,96,1954,58.18,25.86,54.14,0.61,19.39,58.58,24.51,0.51,16.40,3,33.33,9,100.00
2012-03-28,C,6,1963,349,183.67,89.67,22.50,53.17,100.00,52.63,25.69,15.23,6.45,57.02,2094,1102,538,135,319,138,104,0,0,34,1964,65.22,75.36,0.00,0.00,24.64,52.63,25.69,6.45,15.23,6,100.00,6,100.00
2023-12-20,-,4,1975,349,205.50,88.25,2.75,52.50,100.00,58.88,25.29,15.05,0.79,53.30,1396,822,353,11,210,4,0,0,0,4,1968,0.00,0.00,0.00,0.00,100.00,58.88,25.29,0.79,15.04,0,0.00,4,100.00
2023-10-25,C,3,1975,349,178.33,120.00,0.00,50.67,100.00,51.10,34.38,14.52,0.00,53.01,1047,535,360,0,152,72,63,0,0,9,1972,50.00,87.50,0.00,0.00,12.50,51.10,34.38,0.00,14.52,3,100.00,3,100.00
2008-03-04,S,6,1958,349,185.00,69.50,27.67,66.83,100.00,53.01,19.92,19.15,7.93,52.72,2094,1110,417,166,401,780,200,326,104,150,1958,51.54,25.64,41.79,13.33,19.23,53.01,19.91,7.93,19.15,3,50.00,6,100.00
2024-04-25,V,6,1975,349,171.00,54.17,66.83,57.00,100.00,49.00,15.52,16.33,19.15,52.44,2094,1026,325,401,342,144,21,64,41,18,1977,29.17,14.58,44.44,28.47,12.50,49.00,15.52,19.15,16.33,1,16.67,6,100.00
2020-06-10,V,28,1973,349,37.86,12.04,5.11,294.00,100.00,10.85,3.45,84.24,1.46,51.86,9772,1060,337,143,8232,756,88,12,12,644,1975,33.33,11.64,1.59,1.59,85.19,10.85,3.45,1.46,84.24,22,78.57,28,100.00
2003-04-15,L,6,1954,349,262.33,45.83,0.17,40.67,100.00,75.17,13.13,11.65,0.05,55.30,2094,1574,275,1,244,288,163,81,1,43,1956,52.08,56.60,28.13,0.35,14.93,75.17,13.13,0.05,11.65,4,66.67,6,100.00
2009-04-30,L,2,1959,349,142.00,133.50,0.00,73.50,100.00,40.69,38.26,21.06,0.00,52.44,698,284,267,0,147,56,44,0,0,12,1960,39.29,78.57,0.00,0.00,21.43,40.69,38.25,0.00,21.06,2,100.00,2,100.00
2012-02-16,MP,2,1963,349,206.50,61.50,46.50,34.50,100.00,59.17,17.62,9.89,13.33,55.30,698,413,123,93,69,50,0,22,21,7,1964,52.00,0.00,44.00,42.00,14.00,59.17,17.62,13.32,9.89,0,0.00,2,100.00
2023-04-12,C,16,1975,349,201.38,67.25,33.25,47.13,100.00,57.70,19.27,13.51,9.53,52.15,5584,3222,1076,532,754,384,43,126,166,49,1972,50.00,11.20,32.81,43.23,12.76,57.70,19.27,9.53,13.50,3,18.75,16,100.00
2013-04-09,L,6,1963,349,222.33,82.33,0.00,44.33,83.33,63.71,23.59,12.70,0.00,56.40,2094,1334,494,0,266,144,126,0,0,18,1960,54.17,87.50,0.00,0.00,12.50,63.71,23.59,0.00,12.70,5,83.33,5,83.33
2013-02-27,M,3,1963,349,167.00,86.00,58.00,38.00,100.00,47.85,24.64,10.89,16.62,56.45,1047,501,258,174,114,321,284,0,1,36,1965,57.94,88.47,0.00,0.31,11.21,47.85,24.64,16.62,10.89,3,100.00,3,100.00
2010-02-10,-,3,1959,349,154.67,102.00,19.67,72.67,100.00,44.32,29.23,20.82,5.64,53.20,1047,464,306,59,218,3,2,0,1,0,1944,100.00,66.67,0.00,33.33,0.00,44.32,29.23,5.64,20.82,2,66.67,3,100.00
2005-04-26,-,7,1954,349,196.86,79.43,9.71,63.00,100.00,56.41,22.76,18.05,2.78,54.73,2443,1378,556,68,441,7,0,0,0,7,1948,0.00,0.00,0.00,0.00,100.00,56.41,22.76,2.78,18.05,0,0.00,7,100.00
2012-04-03,M,4,1963,349,215.75,70.00,8.00,55.25,100.00,61.82,20.06,15.83,2.29,56.95,1396,863,280,32,221,428,384,0,0,44,1964,59.58,89.72,0.00,0.00,10.28,61.82,20.06,2.29,15.83,4,100.00,4,100.00
2011-03-17,KD,25,1963,349,202.16,93.12,13.04,40.68,100.00,57.93,26.68,11.66,3.74,54.44,8725,5054,2328,326,1017,475,423,0,1,51,1961,57.89,89.05,0.00,0.21,10.74,57.93,26.68,3.74,11.66,25,100.00,25,100.00
2006-11-29,C,3,1958,349,189.00,73.33,28.00,58.67,100.00,54.15,21.01,16.81,8.03,52.72,1047,567,220,84,176,87,66,0,0,21,1957,62.07,75.86,0.00,0.00,24.14,54.15,21.01,8.02,16.81,3,100.00,3,100.00
2015-12-09,MP,20,1969,349,205.95,59.85,21.40,61.80,100.00,59.01,17.15,17.71,6.13,55.01,6980,4119,1197,428,1236,500,385,0,2,113,1969,48.00,77.00,0.00,0.40,22.60,59.01,17.15,6.13,17.71,20,100.00,20,100.00
2009-01-30,KD,2,1959,349,197.50,59.00,14.50,78.00,100.00,56.59,16.91,22.35,4.16,52.72,698,395,118,29,156,48,38,0,0,10,1954,50.00,79.17,0.00,0.00,20.83,56.59,16.91,4.15,22.35,2,100.00,2,100.00
2011-12-01,MP,6,1963,349,202.83,72.83,38.17,35.17,100.00,58.12,20.87,10.08,10.94,55.59,2094,1217,437,229,211,150,101,0,35,14,1964,52.00,67.33,0.00,23.33,9.33,58.12,20.87,10.94,10.08,6,100.00,6,100.00
2007-10-25,KD,1,1958,349,141.00,130.00,0.00,78.00,100.00,40.40,37.25,22.35,0.00,52.72,349,141,130,0,78,24,17,0,0,7,1952,54.17,70.83,0.00,0.00,29.17,40.40,37.25,0.00,22.35,1,100.00,1,100.00
2020-06-17,L,10,1973,349,38.50,10.60,5.70,294.20,90.00,11.03,3.04,84.30,1.63,51.86,3490,385,106,57,2942,190,26,0,4,160,1971,52.63,13.68,0.00,2.11,84.21,11.03,3.04,1.63,84.30,8,80.00,9,90.00
2011-11-01,-,1,1963,349,269.00,38.00,0.00,42.00,100.00,77.08,10.89,12.03,0.00,55.01,349,269,38,0,42,1,1,0,0,0,1988,100.00,100.00,0.00,0.00,0.00,77.08,10.89,0.00,12.03,1,100.00,1,100.00
2023-11-29,KD,7,1975,349,203.57,50.43,47.00,48.00,100.00,58.33,14.45,13.75,13.47,53.30,2443,1425,353,329,336,133,112,0,0,21,1970,73.68,84.21,0.00,0.00,15.79,58.33,14.45,13.47,13.75,7,100.00,7,100.00
2021-03-24,C,23,1973,349,38.48,12.17,5.22,293.13,100.00,11.03,3.49,83.99,1.49,52.72,8027,885,280,120,6742,713,81,20,14,598,1972,58.06,11.36,2.81,1.96,83.87,11.03,3.49,1.49,83.99,17,73.91,23,100.00
2011-12-02,KD,1,1963,349,295.00,19.00,0.00,35.00,100.00,84.53,5.44,10.03,0.00,55.59,349,295,19,0,35,19,15,0,0,4,1961,57.89,78.95,0.00,0.00,21.05,84.53,5.44,0.00,10.03,1,100.00,1,100.00
2016-03-17,-,14,1969,349,230.43,49.21,8.14,61.21,100.00,66.03,14.10,17.54,2.33,55.01,4886,3226,689,114,857,14,0,0,0,14,1964,0.00,0.00,0.00,0.00,100.00,66.03,14.10,2.33,17.54,0,0.00,14,100.00
2015-02-19,KD,6,1969,349,200.50,48.00,47.00,53.50,100.00,57.45,13.75,15.33,13.47,55.01,2094,1203,288,282,321,96,42,14,28,12,1968,62.50,43.75,14.58,29.17,12.50,57.45,13.75,13.47,15.33,3,50.00,6,100.00
