embedded_id_vote_date,embedded_id_party,number_ballots,avg_born_year,avg_total_votes,avg_yes_votes,avg_no_votes,avg_abstain_votes,avg_absent_votes,percentage_approved,avg_percentage_yes,avg_percentage_no,avg_percentage_absent,avg_percentage_abstain,avg_percentage_male,total_votes,yes_votes,no_votes,abstain_votes,absent_votes,party_total_votes,party_yes_votes,party_no_votes,party_abstain_votes,party_absent_votes,party_avg_born_year,party_avg_percentage_male,party_percentage_yes,party_percentage_no,party_percentage_abstain,party_percentage_absent,percentage_yes,percentage_no,percentage_abstain,percentage_absent,party_won_total,party_won_percentage,approved_total,approved_percentage
2025-03-13,L,8,1975,349,184.88,48.00,64.13,52.00,100.00,52.97,13.75,14.90,18.37,56.16,2792,1479,384,513,416,128,104,0,0,24,1973,43.75,81.25,0.00,0.00,18.75,52.97,13.75,18.37,14.90,8,100.00,8,100.00
2021-11-24,L,5,1973,349,213.20,88.20,46.40,1.20,100.00,61.09,25.27,0.35,13.29,52.44,1745,1066,441,232,6,100,45,20,34,1,1971,55.00,45.00,20.00,34.00,1.00,61.09,25.27,13.30,0.34,3,60.00,5,100.00
2014-03-19,SD,5,1963,349,183.40,99.20,17.20,49.20,100.00,52.55,28.42,14.10,4.93,56.73,1745,917,496,86,246,100,51,17,17,15,1968,80.00,51.00,17.00,17.00,15.00,52.55,28.42,4.93,14.10,3,60.00,5,100.00
2012-05-15,SD,2,1963,349,229.00,77.00,0.00,43.00,100.00,65.62,22.07,12.32,0.00,57.02,698,458,154,0,86,38,19,19,0,0,1969,84.21,50.00,50.00,0.00,0.00,65.62,22.06,0.00,12.32,1,50.00,2,100.00
2020-06-03,L,9,1973,349,37.56,15.56,1.89,294.00,100.00,10.76,4.46,84.24,0.54,51.86,3141,338,140,17,2646,171,27,0,0,144,1971,52.63,15.79,0.00,0.00,84.21,10.76,4.46,0.54,84.24,9,100.00,9,100.00
2011-11-28,KD,8,1963,349,187.38,64.88,31.00,65.75,100.00,53.69,18.59,18.84,8.88,55.01,2792,1499,519,248,526,152,112,0,0,40,1961,57.89,73.68,0.00,0.00,26.32,53.69,18.59,8.88,18.84,8,100.00,8,100.00
2009-03-05,S,1,1959,349,159.00,152.00,0.00,38.00,100.00,45.56,43.55,10.89,0.00,51.86,349,159,152,0,38,130,1,117,0,12,1959,51.54,0.77,90.00,0.00,9.23,45.56,43.55,0.00,10.89,0,0.00,1,100.00
2007-03-30,M,7,1958,349,243.57,53.29,0.43,51.71,100.00,69.79,15.27,14.82,0.12,51.66,2443,1705,373,3,362,679,608,0,0,71,1959,57.29,89.54,0.00,0.00,10.46,69.79,15.27,0.12,14.82,7,100.00,7,100.00
2009-04-03,KD,5,1959,349,156.00,95.80,23.00,74.20,100.00,44.70,27.45,21.26,6.59,51.92,1745,780,479,115,371,120,92,0,0,28,1954,50.00,76.67,0.00,0.00,23.33,44.70,27.45,6.59,21.26,5,100.00,5,100.00
2008-11-25,M,1,1958,349,151.00,142.00,0.00,56.00,100.00,43.27,40.69,16.05,0.00,53.01,349,151,142,0,56,97,85,0,0,12,1959,57.73,87.63,0.00,0.00,12.37,43.27,40.69,0.00,16.05,1,100.00,1,100.00
2012-12-11,L,7,1963,349,190.86,80.00,68.14,10.00,100.00,54.69,22.92,2.87,19.52,57.02,2443,1336,560,477,70,168,161,0,0,7,1960,62.50,95.83,0.00,0.00,4.17,54.69,22.92,19.53,2.87,7,100.00,7,100.00
2017-11-08,V,7,1969,349,221.57,74.71,4.57,48.14,100.00,63.49,21.41,13.79,1.31,53.87,2443,1551,523,32,337,147,53,34,32,28,1972,38.10,36.05,23.13,21.77,19.05,63.49,21.41,1.31,13.79,4,57.14,7,100.00
2020-11-11,C,5,1973,349,36.00,14.80,4.20,294.00,100.00,10.32,4.24,84.24,1.20,50.72,1745,180,74,21,1470,155,25,0,0,130,1972,58.06,16.13,0.00,0.00,83.87,10.32,4.24,1.20,84.24,5,100.00,5,100.00
2012-04-19,-,3,1963,349,233.00,58.00,0.00,58.00,100.00,66.76,16.62,16.62,0.00,57.02,1047,699,174,0,174,3,0,0,0,3,1988,100.00,0.00,0.00,0.00,100.00,66.76,16.62,0.00,16.62,0,0.00,3,100.00
2006-02-23,L,9,1954,349,182.67,78.67,15.56,72.11,88.89,52.34,22.54,20.66,4.46,54.44,3141,1644,708,140,649,432,149,155,39,89,1956,50.00,34.49,35.88,9.03,20.60,52.34,22.54,4.46,20.66,6,66.67,8,88.89
2010-03-02,L,1,1959,349,151.00,144.00,1.00,53.00,100.00,43.27,41.26,15.19,0.29,53.01,349,151,144,1,53,28,23,0,0,5,1960,42.86,82.14,0.00,0.00,17.86,43.27,41.26,0.29,15.19,1,100.00,1,100.00
2012-03-28,L,6,1963,349,183.67,89.67,22.50,53.17,100.00,52.63,25.69,15.23,6.45,57.02,2094,1102,538,135,319,144,115,0,0,29,1960,54.17,79.86,0.00,0.00,20.14,52.63,25.69,6.45,15.23,6,100.00,6,100.00
2016-02-25,V,1,1969,349,133.00,114.00,38.00,64.00,100.00,38.11,32.66,18.34,10.89,55.30,349,133,114,38,64,21,17,0,0,4,1970,42.86,80.95,0.00,0.00,19.05,38.11,32.66,10.89,18.34,1,100.00,1,100.00
2019-05-02,S,10,1973,349,183.10,48.90,81.80,35.20,100.00,52.46,14.01,10.09,23.44,53.01,3490,1831,489,818,352,1000,910,0,0,90,1972,52.00,91.00,0.00,0.00,9.00,52.46,14.01,23.44,10.09,10,100.00,10,100.00
2008-04-28,M,4,1958,349,176.75,106.00,7.50,58.75,100.00,50.65,30.37,16.84,2.15,53.30,1396,707,424,30,235,388,335,0,0,53,1959,57.73,86.34,0.00,0.00,13.66,50.64,30.37,2.15,16.83,4,100.00,4,100.00
2021-05-19,M,21,1973,349,35.67,18.14,1.19,294.00,76.19,10.22,5.20,84.24,0.34,53.01,7329,749,381,25,6174,1470,132,88,11,1239,1973,45.71,8.98,5.99,0.75,84.29,10.22,5.20,0.34,84.24,7,33.33,16,76.19
2009-04-30,S,2,1959,349,142.00,133.50,0.00,73.50,100.00,40.69,38.26,21.06,0.00,52.44,698,284,267,0,147,260,0,207,0,53,1959,51.54,0.00,79.62,0.00,20.38,40.69,38.25,0.00,21.06,0,0.00,2,100.00
2009-11-13,MP,2,1958,349,188.00,65.50,8.50,87.00,100.00,53.87,18.77,24.93,2.44,54.15,698,376,131,17,174,38,14,14,0,10,1964,57.89,36.84,36.84,0.00,26.32,53.87,18.77,2.44,24.93,1,50.00,2,100.00
2009-05-12,S,4,1959,349,178.00,108.25,0.00,62.75,100.00,51.01,31.02,17.98,0.00,52.44,1396,712,433,0,251,520,96,325,0,99,1959,51.54,18.46,62.50,0.00,19.04,51.00,31.02,0.00,17.98,1,25.00,4,100.00
2004-10-19,L,2,1954,349,208.00,66.50,24.50,50.00,100.00,59.60,19.06,14.33,7.02,53.30,698,416,133,49,100,96,40,40,2,14,1956,52.08,41.67,41.67,2.08,14.58,59.60,19.05,7.02,14.33,1,50.00,2,100.00
2022-06-08,L,21,1973,349,223.14,52.62,22.10,51.14,90.48,63.94,15.08,14.65,6.33,52.72,7329,4686,1105,464,1074,420,240,45,30,105,1971,55.00,57.14,10.71,7.14,25.00,63.94,15.08,6.33,14.65,14,66.67,19,90.48
2010-02-01,S,3,1959,349,148.67,143.00,0.00,57.33,100.00,42.60,40.97,16.43,0.00,53.30,1047,446,429,0,172,390,1,327,0,62,1958,53.08,0.26,83.85,0.00,15.90,42.60,40.97,0.00,16.43,0,0.00,3,100.00
2013-05-20,M,5,1963,349,274.60,35.20,0.00,39.20,100.00,78.68,10.08,11.23,0.00,56.16,1745,1373,176,0,196,535,490,0,0,45,1965,57.01,91.59,0.00,0.00,8.41,78.68,10.09,0.00,11.23,5,100.00,5,100.00
2013-12-12,SD,13,1963,349,208.69,61.69,29.38,49.23,100.00,59.80,17.68,14.11,8.42,55.87,4537,2713,802,382,640,260,85,119,17,39,1968,80.00,32.69,45.77,6.54,15.00,59.80,17.68,8.42,14.11,5,38.46,13,100.00
2008-12-15,KD,1,1958,349,142.00,105.00,35.00,67.00,100.00,40.69,30.09,19.20,10.03,53.30,349,142,105,35,67,24,17,0,0,7,1952,54.17,70.83,0.00,0.00,29.17,40.69,30.09,10.03,19.20,1,100.00,1,100.00
2015-06-03,L,16,1969,349,239.63,60.56,8.25,40.56,100.00,68.66,17.35,11.62,2.36,54.73,5584,3834,969,132,649,304,169,85,17,33,1969,63.16,55.59,27.96,5.59,10.86,68.66,17.35,2.36,11.62,10,62.50,16,100.00
2025-06-10,V,17,1975,349,202.12,62.29,29.71,54.88,100.00,57.91,17.85,15.72,8.51,55.01,5933,3436,1059,505,933,408,143,126,83,56,1977,29.17,35.05,30.88,20.34,13.73,57.91,17.85,8.51,15.73,7,41.18,17,100.00
2006-12-06,M,9,1958,349,177.00,104.44,7.11,60.44,100.00,50.72,29.93,17.32,2.04,52.72,3141,1593,940,64,544,873,764,1,0,108,1959,57.73,87.51,0.11,0.00,12.37,50.72,29.93,2.04,17.32,9,100.00,9,100.00
2013-03-27,L,11,1963,349,229.36,84.09,5.27,30.27,100.00,65.72,24.09,8.67,1.51,56.21,3839,2523,925,58,333,264,242,0,0,22,1960,54.17,91.67,0.00,0.00,8.33,65.72,24.09,1.51,8.67,11,100.00,11,100.00
2013-10-02,KD,1,1963,349,300.00,0.00,0.00,49.00,100.00,85.96,0.00,14.04,0.00,55.59,349,300,0,0,49,19,17,0,0,2,1961,63.16,89.47,0.00,0.00,10.53,85.96,0.00,0.00,14.04,1,100.00,1,100.00
2016-03-09,MP,12,1969,349,226.08,69.33,16.50,37.08,100.00,64.78,19.87,10.62,4.73,55.01,4188,2713,832,198,445,300,252,0,0,48,1968,48.00,84.00,0.00,0.00,16.00,64.78,19.87,4.73,10.63,12,100.00,12,100.00
2011-12-08,V,11,1963,349,252.64,60.82,12.45,23.09,100.00,72.39,17.43,6.62,3.57,55.59,3839,2779,669,137,254,209,72,90,36,11,1960,42.11,34.45,43.06,17.22,5.26,72.39,17.43,3.57,6.62,4,36.36,11,100.00
2024-04-04,M,6,1975,349,179.33,65.83,48.83,55.00,100.00,51.39,18.86,15.76,13.99,52.44,2094,1076,395,293,330,408,342,0,0,66,1976,50.00,83.82,0.00,0.00,16.18,51.38,18.86,13.99,15.76,6,100.00,6,100.00
2019-06-13,S,2,1973,349,215.00,82.50,21.00,30.50,100.00,61.61,23.64,8.74,6.02,52.72,698,430,165,42,61,200,186,0,0,14,1972,52.00,93.00,0.00,0.00,7.00,61.60,23.64,6.02,8.74,2,100.00,2,100.00
2008-02-12,KD,2,1958,349,267.50,26.00,1.50,54.00,100.00,76.65,7.45,15.48,0.43,52.44,698,535,52,3,108,48,40,0,0,8,1952,54.17,83.33,0.00,0.00,16.67,76.65,7.45,0.43,15.47,2,100.00,2,100.00
2024-02-28,M,21,1975,349,193.29,74.24,27.43,54.05,100.00,55.38,21.27,15.48,7.86,52.72,7329,4059,1559,576,1135,1428,1239,0,0,189,1976,50.00,86.76,0.00,0.00,13.24,55.38,21.27,7.86,15.49,21,100.00,21,100.00
2021-03-03,-,11,1973,349,38.18,10.09,7.45,293.27,100.00,10.94,2.89,84.03,2.14,52.72,3839,420,111,82,3226,22,10,0,1,11,1970,0.00,45.45,0.00,4.55,50.00,10.94,2.89,2.14,84.03,10,90.91,11,100.00
2012-02-22,V,3,1963,349,280.67,19.00,11.67,37.67,100.00,80.42,5.44,10.79,3.34,55.40,1047,842,57,35,113,57,18,0,34,5,1962,36.84,31.58,0.00,59.65,8.77,80.42,5.44,3.34,10.79,1,33.33,3,100.00
2007-11-26,C,3,1958,349,193.67,80.67,25.00,49.67,100.00,55.49,23.11,14.23,7.16,52.72,1047,581,242,75,149,87,72,0,0,15,1957,62.07,82.76,0.00,0.00,17.24,55.49,23.11,7.16,14.23,3,100.00,3,100.00
2009-11-03,V,1,1958,349,134.00,128.00,0.00,87.00,100.00,38.40,36.68,24.93,0.00,54.15,349,134,128,0,87,22,0,17,0,5,1958,36.36,0.00,77.27,0.00,22.73,38.40,36.68,0.00,24.93,0,0.00,1,100.00
2013-11-28,L,3,1963,349,165.67,131.33,0.33,51.67,100.00,47.47,37.63,14.80,0.10,55.59,1047,497,394,1,155,72,45,0,0,27,1960,58.33,62.50,0.00,0.00,37.50,47.47,37.63,0.10,14.80,3,100.00,3,100.00
2009-01-30,V,2,1959,349,197.50,59.00,14.50,78.00,100.00,56.59,16.91,22.35,4.16,52.72,698,395,118,29,156,44,0,16,16,12,1958,36.36,0.00,36.36,36.36,27.27,56.59,16.91,4.15,22.35,0,0.00,2,100.00
2013-11-27,KD,5,1963,349,271.80,37.40,3.20,36.60,100.00,77.88,10.71,10.49,0.92,55.59,1745,1359,187,16,183,95,80,0,0,15,1961,63.16,84.21,0.00,0.00,15.79,77.88,10.72,0.92,10.49,5,100.00,5,100.00
2018-06-07,S,13,1970,349,228.46,59.31,12.77,48.46,100.00,65.46,16.99,13.88,3.66,54.44,4537,2970,771,166,630,1469,1054,193,0,222,1969,49.56,71.75,13.14,0.00,15.11,65.46,16.99,3.66,13.89,11,84.62,13,100.00
2005-10-13,L,1,1954,349,202.00,66.00,0.00,81.00,100.00,57.88,18.91,23.21,0.00,54.73,349,202,66,0,81,48,35,0,0,13,1955,54.17,72.92,0.00,0.00,27.08,57.88,18.91,0.00,23.21,1,100.00,1,100.00
2003-03-25,L,19,1954,349,207.74,77.53,7.16,56.58,94.74,59.52,22.21,16.21,2.05,54.53,6631,3947,1473,136,1075,912,257,438,1,216,1956,52.08,28.18,48.03,0.11,23.68,59.52,22.21,2.05,16.21,8,42.11,18,94.74
2022-04-07,KD,1,1973,349,251.00,39.00,1.00,58.00,100.00,71.92,11.17,16.62,0.29,53.01,349,251,39,1,58,22,18,0,0,4,1970,72.73,81.82,0.00,0.00,18.18,71.92,11.17,0.29,16.62,1,100.00,1,100.00
2022-06-16,C,11,1973,349,195.27,77.00,13.91,62.82,90.91,55.95,22.06,18.00,3.99,52.44,3839,2148,847,153,691,341,182,104,0,55,1972,58.06,53.37,30.50,0.00,16.13,55.95,22.06,3.99,18.00,8,72.73,10,90.91
2007-11-27,KD,4,1958,349,183.75,104.75,9.75,50.75,100.00,52.65,30.02,14.54,2.79,52.72,1396,735,419,39,203,96,76,0,0,20,1953,50.00,79.17,0.00,0.00,20.83,52.65,30.01,2.79,14.54,4,100.00,4,100.00
2022-04-21,SD,10,1973,349,212.90,39.30,48.70,48.10,100.00,61.00,11.26,13.78,13.95,53.01,3490,2129,393,487,481,610,213,158,159,80,1976,75.41,34.92,25.90,26.07,13.11,61.00,11.26,13.95,13.78,4,40.00,10,100.00
2011-09-22,KD,1,1963,349,295.00,18.00,0.00,36.00,100.00,84.53,5.16,10.32,0.00,54.44,349,295,18,0,36,19,15,0,0,4,1961,57.89,78.95,0.00,0.00,21.05,84.53,5.16,0.00,10.32,1,100.00,1,100.00
2019-02-14,C,7,1973,349,195.71,49.86,38.57,64.86,100.00,56.08,14.29,18.58,11.05,53.58,2443,1370,349,270,454,217,103,52,26,36,1973,58.06,47.47,23.96,11.98,16.59,56.08,14.29,11.05,18.58,4,57.14,7,100.00
2024-06-18,MP,27,1975,349,206.81,53.33,42.59,46.26,100.00,59.26,15.28,13.25,12.20,53.30,9423,5584,1440,1150,1249,486,106,150,148,82,1978,33.33,21.81,30.86,30.45,16.87,59.26,15.28,12.20,13.25,9,33.33,27,100.00
2023-06-20,L,14,1975,349,199.57,80.21,23.14,46.07,100.00,57.18,22.98,13.20,6.63,52.72,4886,2794,1123,324,645,224,196,0,0,28,1976,37.50,87.50,0.00,0.00,12.50,57.18,22.98,6.63,13.20,14,100.00,14,100.00
