hjid,header,number_value,parties,proposal_issue_number,proposal_type,against_proposal_list_agains_0
2453288,Jordbrukspolitiska frågor,30,"""MP""",14,reservation,2453258
2439192,"",2,"""V""",2,reservation,2439190
2491981,Bashastighet i tätorter,3,"""MP"",""V""",4,reservation,2491978
2398909,"",45,"""M""",16,reservation,2398864
2692384,"",4,"""V""",1,reservation,2692380
2669820,Kommunalekonomisk utjämning,9,"""kd""",9,reservation,2669811
2661418,Ränta vid återkrav inom arbetslöshetsförsäkringen m.m.,1,"""s"",""v"",""mp""",1,reservation,2661417
2413468,"",4,"""SD""",6,reservation,2413464
2704127,Delbetalning av fortkörningsböter,13,"""S""",21,reservation,2704114
2385867,Könsroller m.m.,31,"""kd""",16,reservation,2385836
2644872,"",5,"""M""",5,reservation,2644867
2324843,"",14,"""S"",""C"",""V"",""MP""",10,reservation,2324829
1113573,Landsbygdsutveckling m.m.,2,"""S"",""MP"",""V""",3,reservation,1113571
2418650,"",10,"""SD""",7,reservation,2418640
2671358,Utredningsenhet avseende brottsmisstänkta poliser,33,"""fp""",30,reservation,2671325
2561150,"",28,"""SD""",13,reservation,2561122
3358566,"",5,"""C""",6,reservation,3358561
2356511,"",12,"""MP""",20,reservation,2356499
2644097,"",16,"""C""",10,reservation,2644081
1111657,Kulturtidskrifter - ny definition,8,"""S"",""MP"",""V""",6,reservation,1111649
2642190,"",10,"""C""",9,reservation,2642180
2580588,Centralisering av gruvärenden till förstärkta mark- och miljödomstolar,19,"""V""",32,reservation,2580569
2300802,Handläggningstider för miljöprövningar,1,"""S""",3,reservation,2300801
2561737,"",4,"""SD""",2,reservation,2561733
2675693,Kravet på kvalificerad majoritet,10,"""m"",""c"",""fp"",""kd""",11,reservation,2675683
2700438,Turkiet och Köpenhamnskriterierna,1,"""v""",2,reservation,2700437
1112935,Användning av säkerhetsskannrar vid EU:s flygplatser,1,"""MP"",""V""",1,reservation,1112934
2456317,"",42,"""MP""",22,reservation,2456275
2371190,Ägarlägenheter,2,"""m"",""c"",""fp"",""kd""",3,reservation,2371188
2435780,Kommunal medfinansiering av statlig sjöfartsinfrastruktur,1,"""S"",""MP"",""V""",1,reservation,2435779
1024867,"",11,"""C""",6,reservation,1024856
2505318,"",2,"""V""",2,reservation,2505316
2345150,"",8,"""SD""",8,reservation,2345142
2470104,Avslag på propositionen,1,"""S"",""MP"",""V""",1,reservation,2470103
2349447,"",14,"""S""",6,reservation,2349433
2510336,"Regionalt utvecklingsansvar i Västmanlands, Västernorrlands och Norrbottens län",1,"""M"",""FP"",""C"",""KD""",2,reservation,2510335
2304868,"",12,"""M""",8,reservation,2304856
2530799,"Folkbokföring på fastighet, lägenhet och i kommun",3,"""SD""",2,reservation,2530796
2596056,"",3,"""SD""",3,reservation,2596053
2382117,Internationella djurskyddsfrågor,12,"""mp""",21,reservation,2382105
2469770,"",47,"""M"",""SD""",67,reservation,2469723
2485560,Alternativa drivmedel m.m. ,1,"""m"",""fp"",""kd""",1,reservation,2485559
2424895,"",8,"""L""",7,reservation,2424887
2499034,Folkhälsopolitiska förutsättningar,3,"""kd""",2,reservation,2499031
2415372,Det kommunala flyktingmottagandet,4,"""c""",6,reservation,2415368
2437065,"",39,"""M"",""C"",""L"",""KD""",60,reservation,2437026
2301134,Nationell strategi för besöks- och evenemangsnäringen,6,"""S"",""V""",3,reservation,2301128
2475334,"",23,"""MP""",11,reservation,2475311
2447518,"",14,"""C""",13,reservation,2447504
2658140,Nya stipendier till verksamma konstnärer,20,"""s""",15,reservation,2658120
2344803,"",21,"""C""",16,reservation,2344782
2365318,"",34,"""SD""",12,reservation,2365284
2623931,"",6,"""SD""",3,reservation,2623925
2517924,"",16,"""V""",14,reservation,2517908
1056826,"",14,"""S""",15,reservation,1056812
3358022,"",3,"""C""",1,reservation,3358019
2680453,"",8,"""V""",8,reservation,2680445
2524297,Informationsinsatser,4,"""v"",""mp""",2,reservation,2524293
2294595,Anhöriginvandring,16,"""V""",9,reservation,2294579
2676170,"",14,"""M"",""C"",""L"",""KD""",7,reservation,2676156
1112036,"SRHR, kvinnors rättigheter",4,"""SD""",7,reservation,1112032
2649735,"",13,"""SD"",""L""",15,reservation,2649722
2564914,Senegal,10,"""v"",""mp""",12,reservation,2564904
3357817,Sociala företag m.m.,30,"""s""",31,reservation,3357787
1031270,"",19,"""S""",11,reservation,1031251
2703737,"",37,"""MP""",21,reservation,2703700
3366333,"",6,"""S""",3,reservation,3366327
2575294,"",20,"""S""",18,reservation,2575267
3364493,"",4,"""KD""",4,reservation,3364489
2561367,Revision ,6,"""m""",9,reservation,2561361
2572068,Kvalitetssäkring av lokala kurser,37,"""m""",35,reservation,2572031
2461392,"",28,"""L""",20,reservation,2461364
2378983,Verksamhetsområdet elevhälsa ,4,"""m""",4,reservation,2378979
2305018,"",5,"""S"",""C"",""MP""",5,reservation,2305013
2323121,Rehabilitering ,4,"""m"",""c"",""fp"",""kd""",3,reservation,2323117
2454919,"",3,"""V""",3,reservation,2454916
2706159,Fusk och missbruk,6,"""c"",""fp"",""kd""",4,reservation,2706153
2518114,Lagförslagen i övrigt,1,"""SD""",2,reservation,2518113
2560627,"",5,"""M""",5,reservation,2560622
3363876,Andrahandshyresgästens rätt till ett förstahandsavtal,6,"""V""",6,reservation,3363870
2301621,"",28,"""V""",14,reservation,2301593
2484892,"",18,"""L""",6,reservation,2484874
2318334,"",80,"""MP""",29,reservation,2318254
2612628,Riksdagens revisorers förslag om statens stöd till kommuner med ekonomiska problem ,1,"""m"",""c"",""fp"",""kd""",1,reservation,2612627
2504823,"",4,"""C""",3,reservation,2504819
2654958,"",24,"""MP""",10,reservation,2654934
2293992,"",22,"""M"",""C"",""L"",""KD""",12,reservation,2293970
2464708,Rätten att begränsa sitt arbetssökande,7,"""SD"",""V""",4,reservation,2464701
2663350,Jämställdhetsperspektiv inom hälso- och sjukvård,37,"""m"",""c"",""kd""",21,reservation,2663313
2623933,"",8,"""SD""",4,reservation,2623925
2297755,"",13,"""SD""",17,reservation,2297742
2418661,"",21,"""S""",15,reservation,2418640
2410517,"",1,"""M""",2,reservation,2410516
2450805,Mål för folkhälsan och förebyggande arbete,1,"""S""",1,reservation,2450804
2318022,"",61,"""SD""",30,reservation,2317934
2579439,Överförande av verkställighet av fängelsestraff,16,"""m"",""c"",""fp"",""kd""",11,reservation,2579423
2324462,Principer för socialförsäkringarna,2,"""v""",1,reservation,2324460
2388340,"",12,"""C""",6,reservation,2388328
2415088,Avgiftsskyldighet för andra föreningar än idrottsförening,74,"""kd""",71,reservation,2415014
3379529,"",10,"""S""",5,reservation,3379519
3364886,Stranderosion i Stockholms skärgård,5,"""m"",""c"",""fp"",""kd"",""mp""",6,reservation,3364881
2541159,"",7,"""SD"",""KD""",3,reservation,2541152
2437281,Modell för finansiering av fiskevården,40,"""fp""",21,reservation,2437241
2304864,"",8,"""M""",6,reservation,2304856
2676740,"",3,"""S"",""V""",4,reservation,2676737
3359467,"",1,"""SD""",1,reservation,3359466
1110515,Villkorlig frigivning,5,"""V""",6,reservation,1110510
2317959,"",12,"""SD""",6,reservation,2317934
2427887,Kontrollsystem i andra länder,2,"""S""",4,reservation,2427885
2623805,"",16,"""V"",""MP""",10,reservation,2623789
2388744,"",10,"""V""",8,reservation,2388734
2704214,Övriga integrationspolitiska frågor,6,"""s""",8,reservation,2704208
2300637,Utsläpp av svaveloxider,3,"""S""",2,reservation,2300634
2463724,"Övriga frågor om skulder, skuldavskrivning och avräkningar",3,"""mp""",3,reservation,2463721
2488496,"",3,"""M"",""KD""",3,reservation,2488493
2293894,"",22,"""V""",11,reservation,2293872
2417603,Uppfödning av slaktkycklingar m.m.,6,"""v"",""mp""",8,reservation,2417597
2652713,Sekretess för uppgifter i vapenregistret,3,"""m""",5,reservation,2652710
2696251,"",20,"""V""",8,reservation,2696231
2701212,Vuxna studerande ,68,"""m""",49,reservation,2701144
2569481,Bekämpande av diskriminering i bankverksamhet,2,"""mp""",5,reservation,2569479
2524325,Jämställdhet inom den offentliga sektorn,32,"""mp""",31,reservation,2524293
3361717,"",7,"""V""",2,reservation,3361710
2352654,"Ett område med frihet, säkerhet och rättvisa i allmänhetens tjänst",1,"""s""",1,reservation,2352653
2685180,"",15,"""S"",""V""",10,reservation,2685165
3362352,Revisionspliktens omfattning,12,"""m"",""c"",""fp"",""kd""",12,reservation,3362340
2403984,"",8,"""SD""",4,reservation,2403976
2574909,"",1,"""M"",""SD"",""KD""",1,reservation,2574908
2492544,Hjälplöst tillstånd,3,"""c""",2,reservation,2492541
2472302,Antimobbningsplan,13,"""fp""",12,reservation,2472289
2685196,"",3,"""V""",6,reservation,2685193
2392984,Boende och resande ,10,"""v""",14,reservation,2392974
1113929,Kalkning,11,"""S""",11,reservation,1113918
3361114,Styrningen av högskolan,1,"""m"",""fp""",1,reservation,3361113
2680482,Exportfrämjande,9,"""v""",11,reservation,2680473
2371574,Konkurrens ,7,"""m""",10,reservation,2371567
2677359,"",15,"""M""",9,reservation,2677344
2317337,"",11,"""V""",19,reservation,2317326
2393422,"",1,"""SD""",1,reservation,2393421
2620608,Detaljhandelsmonopolet,6,"""m""",5,reservation,2620602
2432541,Översyn av vissa villkor för allmännyttiga bostadsföretag,15,"""v""",9,reservation,2432526
2449101,"",8,"""SD""",3,reservation,2449093
2378734,Alkoholbeskattning,2,"""fp""",1,reservation,2378732
2302754,"",15,"""C""",7,reservation,2302739
2649031,Jordbrukets konkurrensvillkor ,28,"""fp""",17,reservation,2649003
2531936,"",2,"""V"",""MP""",1,reservation,2531934
2338240,Samlad diskrimineringslag,14,"""m""",15,reservation,2338226
3360873,"",5,"""KD""",7,reservation,3360868
2459475,Deka-BDE,30,"""S"",""MP"",""V""",34,reservation,2459445
2591855,"",4,"""MP""",1,reservation,2591851
2297575,"Mindre företag, närproducerat",7,"""V""",3,reservation,2297568
2686046,Krisberedskapsmyndighetens uppgifter m.m. ,3,"""fp""",6,reservation,2686043
1031449,"",3,"""C""",1,reservation,1031446
2379292,Avslag på propositionen,1,"""v""",1,reservation,2379291
2500101,"",7,"""L""",8,reservation,2500094
2293592,"",46,"""C""",17,reservation,2293546
2295784,Försvarsindustrins inriktning ,9,"""v""",19,reservation,2295775
3361243,"",14,"""SD"",""KD""",9,reservation,3361229
2449109,"",16,"""KD""",11,reservation,2449093
2479937,"",28,"""L""",30,reservation,2479909
2566107,ESK-rättigheter,4,"""v"",""mp""",3,reservation,2566103
2705650,Resursram för rekryteringsbidraget ,8,"""kd""",6,reservation,2705642
2330920,Förhandsgranskning av vuxenfilm,26,"""m"",""fp""",39,reservation,2330894
2301876,"",10,"""S""",8,reservation,2301863
2666648,Byggregler,5,"""mp""",2,reservation,2666643
2649013,Den gemensamma jordbrukspolitiken och den nationella nivån ,10,"""mp""",8,reservation,2649003
2682900,"",41,"""SD""",30,reservation,2682859
3365153,"",110,"""SD""",95,reservation,3365043
1111704,Andra särskilda infrastrukturåtgärder m.m.,6,"""MP""",12,reservation,1111698
2441117,"",2,"""C""",2,reservation,2441115
1057109,"",33,"""C""",25,reservation,1057076
2299201,Alternativa drivmedel,15,"""kd""",5,reservation,2299186
2291226,"",9,"""M"",""SD"",""KD""",9,reservation,2291217
2498621,"",3,"""L""",3,reservation,2498618
2704135,Effekterna av det straffrättsliga samarbetet inom EU,21,"""V""",30,reservation,2704114
2670545,"",3,"""V""",3,reservation,2670542
2432460,Genetisk förstärkning av vargstammen,7,"""MP""",5,reservation,2432453
2365300,"",16,"""L""",4,reservation,2365284
2686237,Skydd för föräldralediga,11,"""m"",""c"",""fp"",""kd"",""mp""",15,reservation,2686226
2433994,"",4,"""SD""",4,reservation,2433990
2614887,Skatt på animaliska livsmedel,18,"""MP""",19,reservation,2614868
2523835,Företagares socialförsäkringsskydd,4,"""s"",""v""",2,reservation,2523831
1042762,"",8,"""S""",4,reservation,1042754
2446902,Ändring i terrängkörningsförordningen,2,"""S"",""SD""",2,reservation,2446900
2642438,Stöd till bostadsproduktionen,4,"""v""",3,reservation,2642434
2605544,Domstolsverkets ställning,16,"""m"",""c"",""fp"",""kd""",22,reservation,2605528
2364346,"",8,"""MP""",7,reservation,2364338
2644428,"Dödsstraff, tortyr och utomrättsliga avrättningar",5,"""m"",""c"",""fp"",""kd""",2,reservation,2644423
1057483,"",13,"""MP""",5,reservation,1057470
2705506,"",16,"""L""",5,reservation,2705490
1113424,Övrigt om barnbidrag,31,"""SD""",27,reservation,1113393
2424891,"",4,"""L""",2,reservation,2424887
2536803,Sekretess vid samverkan,14,"""fp""",12,reservation,2536789
2532115,"",24,"""SD""",46,reservation,2532091
2672230,"",12,"""C""",11,reservation,2672218
2381365,"",13,"""SD""",8,reservation,2381352
2315314,"",9,"""V""",4,reservation,2315305
2553297,Utveckling av förvaltningens tjänster och effektivitet,1,"""s"",""v""",2,reservation,2553296
2670971,Målsägandebegreppet m.m.,4,"""c"",""fp"",""kd""",5,reservation,2670967
2618769,Skärpt straff vid återfall i brott,5,"""v""",5,reservation,2618764
2409592,Avkriminalisera eget bruk av narkotika,21,"""v""",40,reservation,2409571
2364539,"",5,"""SD""",6,reservation,2364534
2627818,Fördelning av föräldrapenning,30,"""SD""",29,reservation,2627788
3371159,"",3,"""V""",2,reservation,3371156
1042261,"",9,"""C""",4,reservation,1042252
3362385,Fastställande av föräldraskap,2,"""fp""",2,reservation,3362383
2345437,"",4,"""V""",7,reservation,2345433
2462284,"Barns rätt till vård, skola m.m.",80,"""mp""",50,reservation,2462204
2376741,"",47,"""V""",52,reservation,2376694
3358860,Studie- och yrkesvägledning,8,"""S"",""V""",8,reservation,3358852
2366084,"",28,"""C""",12,reservation,2366056
2633548,Utrikesdepartementets jämställdhetskompetens,3,"""v""",9,reservation,2633545
2575430,"",78,"""SD""",53,reservation,2575352
2454774,Ändring av riksdagens beslut om höjd nedre skiktgräns för statlig inkomstskatt,1,"""M"",""FP"",""C"",""KD""",1,reservation,2454773
2475103,"",11,"""M""",20,reservation,2475092
3362639,"",20,"""SD""",12,reservation,3362619
2373625,Hanteringen av utsläppsrätter,1,"""s"",""v"",""mp""",1,reservation,2373624
2593703,Verkställighetsplanering för dömda under 40 år,2,"""MP""",2,reservation,2593701
2294643,Förstärkt skydd för tolkar,8,"""S"",""V""",6,reservation,2294635
2345978,"",6,"""SD""",5,reservation,2345972
2671330,Digitala bildregister,5,"""m"",""c"",""fp"",""kd""",5,reservation,2671325
2527280,Utgångspunkter för tobakspolitiken,1,"""s""",1,reservation,2527279
2581395,"",22,"""V""",14,reservation,2581373
2333081,Utredning om maktrelationer ,1,"""v"",""mp""",3,reservation,2333080
2402072,"",37,"""SD""",18,reservation,2402035
2562688,Uthyrning av bostad,18,"""m"",""fp"",""kd""",16,reservation,2562670
2484791,"",12,"""M""",7,reservation,2484779
2453265,Västsahara,7,"""MP"",""SD"",""V""",3,reservation,2453258
2598992,Kompetensutveckling,32,"""m""",23,reservation,2598960
2325485,Detaljstyrning av forskningsanslag ,45,"""m""",62,reservation,2325440
2544537,"",51,"""M""",14,reservation,2544486
2550547,Arbetsmiljön och sjukfrånvaron i staten,6,"""fp""",3,reservation,2550541
2591156,"",5,"""V""",5,reservation,2591151
2579885,Industriforskningsinstitut,18,"""fp""",28,reservation,2579867
2441946,Integrationsfrågor,6,"""v""",4,reservation,2441940
2496898,"",14,"""V""",17,reservation,2496884
2700786,"",8,"""C""",6,reservation,2700778
2294864,"",23,"""L""",9,reservation,2294841
2705726,Det kommunala ansvaret för herrelösa fastigheter,4,"""kd""",4,reservation,2705722
3359550,Riksrevisionens granskning av statliga myndigheters tjänste-export,1,"""SD""",1,reservation,3359549
2704040,Utlänningslagen och den omarbetade Dublinförordningen,2,"""SD""",1,reservation,2704038
2384099,"",2,"""S""",6,reservation,2384097
2703606,Beräkning av anställningstid,2,"""s"",""v""",2,reservation,2703604
2468493,Utredning om samhällets ansvar för brottsoffer,2,"""v""",2,reservation,2468491
2474973,"",1,"""M"",""KD""",2,reservation,2474972
2291865,"",10,"""MP""",6,reservation,2291855
2300566,Fastställande och hävande av moderskap,7,"""m""",7,reservation,2300559
2682516,"",16,"""M""",13,reservation,2682500
1045332,"",3,"""V""",3,reservation,1045329
2405881,"",12,"""V""",7,reservation,2405869
2390649,"",15,"""SD"",""-""",19,reservation,2390634
2521226,"",55,"""C"",""L""",48,reservation,2521171
2509650,"",4,"""S"",""V"",""MP""",3,reservation,2509646
2572091,Inträdesprov till gymnasiet,60,"""m""",51,reservation,2572031
2449835,Mål för bostadsbyggandet,6,"""kd""",5,reservation,2449829
1111347,Föreskrifter om ensamarbete,9,"""S"",""MP"",""V""",10,reservation,1111338
2553516,"",11,"""C"",""L""",6,reservation,2553505
2558048,"",3,"""V""",1,reservation,2558045
2673497,Handel med utsläppsrätter m.m.,55,"""mp""",38,reservation,2673442
2649405,Djurskyddstillsynens organisation ,9,"""m"",""c""",24,reservation,2649396
2437673,Handel med hästar,16,"""fp"",""kd""",13,reservation,2437657
2374588,"",21,"""SD""",8,reservation,2374567
2296554,Motionsförslag som behandlas i förenklad ordning,56,"""kd""",72,reservation,2296498
2318031,"",70,"""S"",""MP"",""V""",37,reservation,2317934
1045231,"",6,"""MP""",3,reservation,1045225
3365074,"",31,"""M"",""V"",""KD""",18,reservation,3365043
2701164,Sanktionsmöjligheter mot kommunerna ,20,"""m"",""c"",""fp""",12,reservation,2701144
2467130,"",6,"""M"",""KD""",4,reservation,2467124
2510345,Riksdagsförvaltningens utgivning av tidningen Riksdag & Departement,1,"""MP"",""V""",1,reservation,2510344
2368820,"",12,"""C""",7,reservation,2368808
2314103,Alternativa förslag till bidragssystem,3,"""v""",2,reservation,2314100
2537454,"",3,"""V""",7,reservation,2537451
2405402,"",10,"""S""",6,reservation,2405392
2499055,Servering i teater- och konserthusfoajéer,24,"""m""",25,reservation,2499031
2370555,Skolskjuts vid växelvis boende,18,"""mp""",18,reservation,2370537
2633737,"",3,"""M"",""C"",""FP"",""KD""",2,reservation,2633734
2398248,"",28,"""S"",""V"",""MP""",16,reservation,2398220
2673915,Det statliga flygplatssystemet,40,"""v""",31,reservation,2673875
2671006,Behandlingen av barn i domstol,19,"""kd""",17,reservation,2670987
2599280,Speciella Funktionshinder,1,"""fp""",10,reservation,2599279
2444421,"",23,"""C""",10,reservation,2444398
3361936,Prioritering av mäns våld mot kvinnor samt hatbrott,2,"""mp""",5,reservation,3361934
2293880,"",8,"""SD"",""KD""",4,reservation,2293872
1112202,Internationellt arbete,14,"""S"",""MP"",""V""",18,reservation,1112188
2340053,"",20,"""L""",12,reservation,2340033
