hjid,header,number_value,parties,proposal_issue_number,proposal_type,against_proposal_list_agains_0
3392540,"",18,"""V"",""MP""",14,reservation,3392522
2556809,"",3,"""C""",1,reservation,2556806
2535190,"",8,"""S"",""MP""",9,reservation,2535182
2398567,"",1,"""S""",1,reservation,2398566
2506780,"",11,"""V""",13,reservation,2506769
2325680,"",7,"""KD""",3,reservation,2325673
2549418,Kostnad för utlokalisering av statliga verk,2,"""m"",""fp"",""kd""",10,reservation,2549416
2330490,"",6,"""M"",""C"",""L"",""KD""",4,reservation,2330484
2642379,Tillsyn,33,"""m"",""kd""",26,reservation,2642346
2366576,Ansvar för amatörkulturen,2,"""s""",2,reservation,2366574
2426932,"",12,"""SD""",8,reservation,2426920
2297179,Godkännande av fördraget,3,"""V""",1,reservation,2297176
2510769,"",6,"""V""",4,reservation,2510763
2492710,"",34,"""KD""",14,reservation,2492676
2675694,Kravet på kvalificerad majoritet,11,"""v""",11,reservation,2675683
2295819,Relationerna till närområdet ,1,"""m""",3,reservation,2295818
1111197,Fristående lärarutbildningar,21,"""m""",21,reservation,1111176
3358399,Svenskt undantag från EMU,7,"""SD""",6,reservation,3358392
2670679,Brott av unga - allmänna utgångspunkter,3,"""m"",""c"",""fp"",""kd""",3,reservation,2670676
2420633,Europol och Eurojust,1,"""m""",1,reservation,2420632
2678998,"",2,"""MP""",2,reservation,2678996
2459339,"",12,"""M""",10,reservation,2459327
2306635,Kommuners och landstings ansvar för stöd till folkbildningen,1,"""s"",""v""",2,reservation,2306634
2579498,"",12,"""C""",8,reservation,2579486
2449737,"",20,"""M""",10,reservation,2449717
2318052,"",91,"""C""",49,reservation,2317934
3365491,Normer för energiförbrukning,48,"""kd""",39,reservation,3365443
2560744,"",21,"""SD""",17,reservation,2560723
2342909,"",25,"""M""",18,reservation,2342884
2307583,"",58,"""M"",""SD"",""KD""",61,reservation,2307525
2438585,"",7,"""M""",3,reservation,2438578
2659290,"",10,"""L""",9,reservation,2659280
2586658,"",4,"""C""",4,reservation,2586654
2330247,Tomma bostäder m.m.,16,"""m""",14,reservation,2330231
1110122,"",20,"""S"",""V"",""C"",""MP""",11,reservation,1110102
2655303,Studie- och yrkesvägledare,83,"""mp""",101,reservation,2655219
2433965,"",14,"""V""",8,reservation,2433951
2622240,"",5,"""SD""",5,reservation,2622235
2642797,"",21,"""MP""",9,reservation,2642776
2679354,Skogsvårdsorganisationen,23,"""mp""",22,reservation,2679331
2500482,"",7,"""SD""",3,reservation,2500475
2437037,"",11,"""L""",12,reservation,2437026
2449718,"",1,"""M""",1,reservation,2449717
2427893,Utredning och stöd till ekologiskt jordbruk,8,"""MP"",""V""",10,reservation,2427885
1113638,Anslag m.m. 2011 inom utgiftsområde 1,2,"""SD""",1,reservation,1113636
3357506,Bolagsledningarnas löner och ersättningar,11,"""kd""",6,reservation,3357495
2315936,"",7,"""V""",6,reservation,2315929
2300460,Civil-militär samverkan ,11,"""m""",13,reservation,2300449
2675855,"",9,"""C""",2,reservation,2675846
1057078,"",2,"""V"",""MP""",1,reservation,1057076
2565784,Allmännyttiga ideella föreningar,8,"""m"",""c"",""fp"",""kd""",10,reservation,2565776
2456167,"",39,"""SD""",21,reservation,2456127
1114401,Särskilda spaningsmetoder m.m.,28,"""m"",""fp""",34,reservation,1114373
2375362,"",5,"""SD""",4,reservation,2375357
2635209,"",9,"""C""",9,reservation,2635200
3371168,"",12,"""C""",9,reservation,3371156
2527602,Lag om ändring i högskolelagen (1992:1434),1,"""v"",""mp""",1,reservation,2527601
2439441,"",8,"""SD""",8,reservation,2439433
2670994,S.k. obligatorisk häktning,7,"""m""",5,reservation,2670987
2467140,"",16,"""SD""",8,reservation,2467124
2398906,"",42,"""KD""",14,reservation,2398864
2535658,Säkerheten vid kärnkraftverk,3,"""S"",""MP"",""V""",6,reservation,2535655
2410550,Förföljelse på grund av kön eller sexuell läggning,4,"""mp""",1,reservation,2410546
2531942,"",8,"""MP""",12,reservation,2531934
2629366,Fastigheter i utlandet ,7,"""m"",""kd""",4,reservation,2629359
3360004,"",8,"""SD""",8,reservation,3359996
2354724,"",25,"""C"",""MP""",15,reservation,2354699
2449033,Tillståndsperiodens längd,2,"""s"",""v"",""mp""",6,reservation,2449031
2347431,"",1,"""S"",""V""",1,reservation,2347430
2591690,"",16,"""SD""",11,reservation,2591674
2311462,Myndigheters verksamhet och resurser,3,"""s""",5,reservation,2311459
1057106,"",30,"""MP""",24,reservation,1057076
2690518,"",31,"""M""",10,reservation,2690487
2539910,Ambitionsnivån på de internationella insatserna samt anslagsstruktur,1,"""m""",1,reservation,2539909
2318044,"",83,"""KD""",43,reservation,2317934
2295066,"",6,"""MP""",3,reservation,2295054
2467684,"",3,"""S""",3,reservation,2467681
2517631,Jordbrukets och trädgårdsnäringens miljö- och energibeskattning,7,"""fp""",2,reservation,2517624
2309241,"",1,"""V""",2,reservation,2309240
2704358,"",2,"""SD""",1,reservation,2704356
2554552,"",7,"""M""",4,reservation,2554545
2304838,"",13,"""KD""",5,reservation,2304825
2305064,"",51,"""M"",""SD"",""KD""",35,reservation,2305013
2426828,"",19,"""M""",9,reservation,2426809
3357823,Arbetsmiljöstatistik för studenter,36,"""mp""",34,reservation,3357787
2430192,"",10,"""SD""",5,reservation,2430182
2317546,Domstolstrots,9,"""m""",4,reservation,2317537
2617994,Initiativ till formellt skydd,9,"""mp""",6,reservation,2617985
2670522,"",17,"""S""",12,reservation,2670505
2545426,"",5,"""S"",""C"",""V"",""MP""",5,reservation,2545421
2549710,Trygghetssystem för konstnärer ,9,"""kd""",8,reservation,2549701
3359043,Grundläggande riktlinjer för familjepolitiken,39,"""s""",39,reservation,3359004
2552172,"",22,"""V""",16,reservation,2552150
2474708,Unga lagöverträdare,34,"""m"",""kd""",23,reservation,2474674
2650514,Vattenförsörjning m.m.,24,"""kd"",""mp""",23,reservation,2650490
2325337,Gåvor och bidrag till ideella ändamål,12,"""fp""",10,reservation,2325325
2364647,"",7,"""M""",4,reservation,2364640
2312420,"",18,"""C""",25,reservation,2312402
2496039,Grundläggande behörighet på grund av slutbetyg,3,"""v"",""mp""",3,reservation,2496036
2575544,"",13,"""V""",7,reservation,2575531
1113095,"Äldre homo-, bi- och transsexuella personer",19,"""S"",""V""",18,reservation,1113076
2426821,"",12,"""KD""",5,reservation,2426809
2676103,"",12,"""SD""",6,reservation,2676091
2328478,"",5,"""S"",""V"",""MP""",3,reservation,2328473
2417212,Lag om ändring i fiskelagen,2,"""mp""",1,reservation,2417210
2693689,Samordning med EU:s transportinfrastruktur m.m.,33,"""v"",""mp""",46,reservation,2693656
2325172,"",11,"""V""",7,reservation,2325161
2456297,"",22,"""SD""",12,reservation,2456275
2296166,Fordonsskatt,5,"""mp""",4,reservation,2296161
2293344,"",27,"""SD""",14,reservation,2293317
2318057,"",96,"""KD""",52,reservation,2317934
2689208,"",1,"""S""",1,reservation,2689207
2400440,"",26,"""SD""",15,reservation,2400414
2513963,"",5,"""V"",""MP""",6,reservation,2513958
2518382,"",5,"""V""",3,reservation,2518377
2701530,Samordning av klimatforskningen,34,"""S"",""MP"",""V""",30,reservation,2701496
2541262,"",2,"""SD""",1,reservation,2541260
2405413,"",21,"""V"",""MP""",11,reservation,2405392
2432228,"",11,"""S""",11,reservation,2432217
2478780,"",24,"""C""",12,reservation,2478756
3357769,HBT-frågor och äldreomsorgen,3,"""s"",""v"",""mp""",3,reservation,3357766
2686334,"",21,"""S""",8,reservation,2686313
2485832,"Bär, svamp och kottar",13,"""s"",""v""",18,reservation,2485819
2544768,Krav på blodgivare,13,"""v"",""mp""",19,reservation,2544755
2390353,"",9,"""SD""",3,reservation,2390344
2521642,Klassificering av byggnader för äldreboende vid fastighetstaxeringen,14,"""s"",""v""",17,reservation,2521628
2305133,Särskolan som egen skolform,1,"""m"",""c"",""fp"",""kd""",1,reservation,2305132
2658137,Nästa steg efter Framtidens kultur,17,"""s"",""v""",13,reservation,2658120
2553730,Legitimation för yrkeslärare,4,"""S"",""SD"",""V""",5,reservation,2553726
2504909,Speglingsuppdraget,6,"""SD""",6,reservation,2504903
2557144,"Breddad rekrytering, tillträde och studentfrågor",14,"""MP""",9,reservation,2557130
2297701,"",19,"""M""",13,reservation,2297682
2537393,Samarbete med de baltiska länderna och Polen,28,"""fp"",""kd""",32,reservation,2537365
3358139,"",10,"""SD""",5,reservation,3358129
2357863,Vårpropositionens innehåll (avsnitt 9.3),18,"""m"",""c"",""fp"",""kd""",16,reservation,2357844
2690501,"",14,"""SD""",4,reservation,2690487
2436384,Flygplatskapaciteten i Storstockholmsområdet ,26,"""c"",""v"",""mp""",52,reservation,2436358
2701198,Skolans ansvar för elevers hälsa och motion ,54,"""fp""",39,reservation,2701144
2338580,Bemötandefrågor,2,"""m"",""c"",""fp"",""kd""",2,reservation,2338578
2500684,"",3,"""S""",3,reservation,2500681
2442918,"",3,"""KD""",1,reservation,2442915
2540157,"",3,"""SD""",3,reservation,2540154
2436710,Avgiftsskyldighet för andra föreningar än idrottsföreningar,91,"""kd""",68,reservation,2436619
2307003,"",3,"""M"",""KD""",3,reservation,2307000
2431887,Avskaffande av småföretagsstöd ,2,"""c""",5,reservation,2431885
2440651,"",21,"""S""",15,reservation,2440630
1113748,Antisemitism och islamofobi,3,"""S""",19,reservation,1113745
2498123,"",14,"""SD""",18,reservation,2498109
2671146,"",24,"""KD""",10,reservation,2671122
2600111,"",3,"""C""",6,reservation,2600108
2462607,"",8,"""C""",4,reservation,2462599
2482329,Reklam riktad till barn,20,"""c"",""kd""",19,reservation,2482307
2598496,EU:s gemensamma utrikes- och säkerhetspolitik samt bilaterala och regionala förbindelser,4,"""mp""",4,reservation,2598492
1004740,"",7,"""S"",""C""",3,reservation,1004733
2442764,Kompetenskrav för utryckningsförare,17,"""S"",""MP""",19,reservation,2442747
2364795,Insatser för studieovana grupper och ungdomar,2,"""S"",""MP""",2,reservation,2364793
2299104,Dokumentation vid kommunala arbetsmarknadsinsatser,19,"""SD""",16,reservation,2299085
2480884,Kassettersättning,11,"""kd""",10,reservation,2480873
2522989,"",49,"""SD""",14,reservation,2522940
2598995,Rättsskydd för dementa,35,"""v"",""mp""",25,reservation,2598960
2302143,Möjlighet att behålla uppdrag vid flyttning,13,"""mp""",16,reservation,2302130
3362829,Nationella förvaltningsåtgärder,28,"""v""",24,reservation,3362801
2429605,"",7,"""KD""",5,reservation,2429598
2294750,"",12,"""V""",9,reservation,2294738
2445051,Allmänna principer för försäkringen,3,"""V""",1,reservation,2445048
2600866,"",3,"""KD""",2,reservation,2600863
2317047,4 kap. 26 § barnavårdslagen,39,"""m"",""c"",""fp"",""kd""",33,reservation,2317008
2618390,Solenergi,22,"""mp""",13,reservation,2618368
2400080,"",16,"""M""",10,reservation,2400064
2365075,"",7,"""V""",8,reservation,2365068
2312197,"",18,"""V""",8,reservation,2312179
2341260,"",1,"""S"",""C"",""V"",""MP""",1,reservation,2341259
1112498,Upphandling av hyrbilsavtal,3,"""MP"",""V""",3,reservation,1112495
2533678,"",13,"""SD""",8,reservation,2533665
2528388,"",6,"""M"",""C"",""L"",""KD""",2,reservation,2528382
2350155,Förbudet mot uppförande av kärnkraftsreaktorer,8,"""m"",""fp""",4,reservation,2350147
2442440,EU:s miljöregler,2,"""c"",""fp"",""kd"",""mp""",1,reservation,2442438
2437028,"",2,"""S"",""MP"",""V""",3,reservation,2437026
2454565,Anställningsskydd vid upphandlingar,17,"""V""",14,reservation,2454548
2438474,Särskilt om den romska minoriteten,9,"""v""",12,reservation,2438465
2291445,"",32,"""S"",""V"",""MP""",16,reservation,2291413
2558049,"",4,"""KD""",1,reservation,2558045
2628927,"",8,"""V""",7,reservation,2628910
2301723,"",21,"""M""",9,reservation,2301702
2548289,"",6,"""S"",""V""",7,reservation,2548283
2296047,Permanent stöd till Akvarellmuseet ,31,"""mp""",41,reservation,2296016
2668862,Regional exportrådgivning,4,"""S"",""V""",3,reservation,2668858
2618616,"",11,"""KD""",15,reservation,2618605
2679812,"",13,"""S"",""V"",""MP""",6,reservation,2679799
3365099,"",56,"""L""",40,reservation,3365043
2415015,Allmänna principer för socialförsäkringarna,1,"""fp""",1,reservation,2415014
2662744,Studenter och de sociala trygghetssystemen,3,"""s""",3,reservation,2662741
2657043,Besöksvisum,35,"""fp"",""kd"",""v"",""mp""",26,reservation,2657008
2403234,"",6,"""C""",3,reservation,2403228
2564674,"Periodiseringsfonder i mindre företag, m.m.",5,"""c""",4,reservation,2564669
2607821,En enda högsta domstolsinstans,13,"""fp""",16,reservation,2607808
3357481,Uppföljning av höjda domstolsavgifter och tilläggsavgifter,1,"""S"",""MP"",""V""",2,reservation,3357480
2615150,"",8,"""S"",""V"",""MP""",8,reservation,2615142
2468810,"",11,"""M""",8,reservation,2468799
2587231,"",17,"""SD""",21,reservation,2587214
2517050,"",39,"""SD""",21,reservation,2517011
3358061,"",42,"""C""",17,reservation,3358019
2312187,"",8,"""SD""",4,reservation,2312179
2629699,"",1,"""SD""",1,reservation,2629698
1111182,Läraryrkets status m.m.,6,"""m"",""c"",""fp"",""kd""",6,reservation,1111176
2372122,Mätning och debitering av el,10,"""fp"",""kd""",7,reservation,2372112
2659317,"",37,"""SD""",43,reservation,2659280
2561477,"",10,"""KD""",2,reservation,2561467
2429721,"",56,"""KD""",32,reservation,2429665
2472423,Vissa forskningsområden,16,"""m"",""c"",""fp"",""kd""",16,reservation,2472407
2517911,"",3,"""M"",""SD"",""KD""",3,reservation,2517908
2696193,"",15,"""C""",7,reservation,2696178
2671154,"",31,"""KD""",13,reservation,2671122
2445060,Regelverket i vissa särskilda situationer,12,"""MP""",9,reservation,2445048
2480878,Patentintrångsförsäkring,5,"""m"",""fp""",6,reservation,2480873
2387750,"",4,"""KD""",1,reservation,2387746
2342767,"",6,"""MP""",6,reservation,2342761
2293485,"",10,"""SD""",11,reservation,2293475
2683096,"",55,"""MP""",33,reservation,2683041
2376726,"",32,"""V""",40,reservation,2376694
2607818,Större befogenhet för Eurojust,10,"""c"",""fp""",12,reservation,2607808
2640950,Hivtestning,3,"""m"",""c"",""kd""",2,reservation,2640947
1112668,Framtida förstärkningar av vissa utbildningar och lärosäten,5,"""V""",5,reservation,1112663
2447070,"",2,"""SD""",1,reservation,2447065
2496675,"",30,"""S""",15,reservation,2496645
2499351,"",2,"""V""",2,reservation,2499349
2437213,Kvinnor och flickor med utländsk bakgrund,12,"""v""",7,reservation,2437201
2422227,"",30,"""SD""",21,reservation,2422197
3357499,Företag med samhällsintressen och vissa speciella företag,4,"""m"",""c"",""fp""",3,reservation,3357495
3137726,Globalt tryggad livsmedelsförsörjning,14,"""MP"",""V""",9,reservation,3137712
2325328,Förmånstagare till pensionsförsäkring,3,"""m"",""c"",""kd""",3,reservation,2325325
2586142,Definition av bankrörelse,1,"""fp""",1,reservation,2586141
2457237,Studier och a-kassa,9,"""kd""",7,reservation,2457228
2300564,Talerätt i mål om hävande av faderskap,5,"""m"",""c"",""fp"",""kd""",5,reservation,2300559
2643984,Undantag från lotterilagens kreditförbud,4,"""kd""",3,reservation,2643980
2569457,Krav på sociala hänsyn och kollektivavtal vid upphandling samt ratificering av ILO:s konvention 94,5,"""s"",""v"",""mp""",4,reservation,2569452
2705745,Kompensationsprincipen - avstående av egendom till staten för naturvårdsändamål m.m.,10,"""c"",""kd""",5,reservation,2705735
2318318,"",64,"""S""",24,reservation,2318254
2701535,Välfärdsnära forskning,39,"""MP""",35,reservation,2701496
2500271,"",14,"""MP""",8,reservation,2500257
3136746,"",6,"""KD""",6,reservation,3136740
2519673,"",9,"""V""",9,reservation,2519664
1111767,"En ny krigsmateriellagstiftning, politik för global utveckling (PGU), ett demokratikriterium",11,"""SD""",6,reservation,1111756
2498677,Undantag från kvotplikten för elintensiva företag,12,"""fp""",8,reservation,2498665
2336112,Metallskrothandeln,1,"""SD""",2,reservation,2336110
2306858,Integrationspolitikens mål ,4,"""fp""",1,reservation,2306854
2703558,"",27,"""C""",12,reservation,2703531
2328894,Buller,29,"""mp""",23,reservation,2328865
2623502,Avslag på propositionen,1,"""c""",1,reservation,2623501
2439468,"",7,"""M"",""C"",""L"",""KD""",9,reservation,2439461
2540302,Energibeskattning,3,"""mp""",1,reservation,2540299
2347364,Lokaliseringsfrågor m.m.,1,"""v""",1,reservation,2347363
2293491,"",16,"""KD""",19,reservation,2293475
2370106,"",8,"""SD""",7,reservation,2370098
1045227,"",2,"""V""",2,reservation,1045225
1056928,"",3,"""MP""",3,reservation,1056925
2549031,Innehav av egendom,1,"""s"",""v"",""mp""",1,reservation,2549030
3358933,Konsumentvägledning,4,"""fp"",""v""",4,reservation,3358929
2704698,"",8,"""V""",10,reservation,2704690
2692757,Genusfrågor,27,"""v""",35,reservation,2692730
2467564,Trafikbuller,21,"""MP""",12,reservation,2467543
2457238,Familjehem,10,"""kd""",8,reservation,2457228
2296851,"",2,"""L""",1,reservation,2296849
3365611,Möjligheterna att bo och verka på landsbygden,35,"""m"",""c"",""fp"",""kd""",35,reservation,3365576
3364548,Sexuella övergrepp mot barn,6,"""v""",11,reservation,3364542
2518697,FN:s frivilligdag,8,"""kd""",8,reservation,2518689
2310201,"",15,"""S""",11,reservation,2310186
2523087,Prisinformation och konkurrens,3,"""m"",""fp""",5,reservation,2523084
2384239,"",53,"""V""",28,reservation,2384186
2426834,"",25,"""V""",12,reservation,2426809
2294988,"",15,"""L""",9,reservation,2294973
2401810,"",2,"""V""",4,reservation,2401808
2385851,Delmål om obetalt hem- och omsorgsarbete,15,"""kd""",7,reservation,2385836
2354823,"",8,"""M"",""C"",""L"",""KD""",6,reservation,2354815
2516123,"",12,"""V""",9,reservation,2516111
2676910,"",12,"""L""",4,reservation,2676898
2297541,"Lag med kompletterande bestämmelser till EU:s förordning om OTC-derivat, centrala motparter och transaktionsregister  m.m.",1,"""V""",1,reservation,2297540
2704983,"",2,"""V""",1,reservation,2704981
2655423,Läsfrämjande insatser,1,"""S"",""V""",1,reservation,2655422
2291789,"",9,"""M""",7,reservation,2291780
2291414,"",1,"""M"",""C""",2,reservation,2291413
2541291,"",24,"""V""",14,reservation,2541260
2393714,"",2,"""C"",""V"",""FP""",2,reservation,2393712
2494159,"",1,"""SD""",1,reservation,2494158
2410527,"",11,"""KD""",4,reservation,2410516
2315252,"",11,"""S""",9,reservation,2315241
3363577,"",15,"""MP""",7,reservation,3363562
2558072,"",14,"""C""",6,reservation,2558058
2548849,Upplysning m.m. om produkter som är framtagna utan djurförsök,12,"""mp""",12,reservation,2548837
2409490,"",2,"""KD""",1,reservation,2409488
2442968,"",53,"""M""",24,reservation,2442915
2296212,"",3,"""M"",""C"",""L"",""KD""",4,reservation,2296209
1004864,"",25,"""C""",17,reservation,1004839
3362260,IT-strategi,25,"""fp""",19,reservation,3362235
2371157,Förmedling av andrahandslägenheter,5,"""v""",3,reservation,2371152
2419571,"",18,"""M""",11,reservation,2419553
2325475,Åtgärder mot lärarbrist ,35,"""fp"",""kd""",50,reservation,2325440
3363883,Ombildning till bostadsrätt,13,"""S"",""MP""",15,reservation,3363870
2476167,Annan folkhälsoforskning,24,"""mp""",36,reservation,2476143
2499053,Tvångsvård av gravida kvinnor med missbruksproblem,22,"""m"",""c"",""fp"",""kd""",20,reservation,2499031
2637446,"",6,"""V""",7,reservation,2637440
2294564,"",10,"""C""",4,reservation,2294554
2361917,Avslag på propositionen,1,"""v"",""mp""",1,reservation,2361916
1042513,"",23,"""V""",10,reservation,1042490
2295938,Skydd av gamla ortnamn,6,"""m"",""c"",""fp"",""kd""",9,reservation,2295932
2576957,Skattesatser,1,"""v""",1,reservation,2576956
2415300,"",2,"""C""",1,reservation,2415298
2580336,"",4,"""M"",""SD""",4,reservation,2580332
2575589,"",14,"""M"",""KD""",14,reservation,2575575
2642826,"",50,"""MP""",24,reservation,2642776
3359819,"",17,"""V""",7,reservation,3359802
3363338,"",1,"""S"",""MP"",""V""",1,reservation,3363337
2297498,"",6,"""M""",5,reservation,2297492
2487088,"",40,"""V"",""L"",""MP""",38,reservation,2487048
2649578,En långsiktig nationell fiskepolitik ,13,"""fp"",""mp""",22,reservation,2649565
2340955,"",14,"""M"",""C"",""L"",""KD""",26,reservation,2340941
3392384,"",1,"""S""",1,reservation,3392383
2642443,Kreditgarantier för byggande i glesbygd,9,"""s""",6,reservation,2642434
3363234,Biträde av polismyndighet,21,"""fp""",21,reservation,3363213
2325705,"",32,"""M""",12,reservation,2325673
2501034,"",30,"""SD""",16,reservation,2501004
2443257,"",9,"""SD""",11,reservation,2443248
2307571,"",46,"""KD"",""L""",48,reservation,2307525
2479558,"",18,"""KD""",6,reservation,2479540
2619375,"",4,"""MP""",2,reservation,2619371
2348173,"",14,"""SD""",6,reservation,2348159
2449719,"",2,"""SD""",1,reservation,2449717
2618383,Naturgas,15,"""m"",""fp"",""kd""",10,reservation,2618368
2324811,"",2,"""S""",3,reservation,2324809
2659139,"",4,"""MP""",1,reservation,2659135
2648066,Besittningsskydd och förlängning vid jakträttsupplåtelser ,11,"""m""",16,reservation,2648055
2451044,Utökad samrådsskyldighet mellan skogsbruket och rennäringen,6,"""mp""",6,reservation,2451038
2561549,"",54,"""SD""",25,reservation,2561495
2549544,Gallring av åtalsunderlåtelse för personer mellan 18 och 21 år,1,"""s"",""v"",""mp""",2,reservation,2549543
2549376,Tidsbegränsning av lagen om åtgärder för att förhindra vissa särskilt allvarliga brott,5,"""s""",6,reservation,2549371
2441298,"",50,"""MP""",29,reservation,2441183
2398608,"",42,"""C"",""MP""",19,reservation,2398566
2516563,Sms-lån,15,"""S""",12,reservation,2516548
2328675,Avläsningsfrekvens och elräkningar,13,"""mp""",9,reservation,2328662
2486722,Urval till högskoleutbildning,17,"""fp""",8,reservation,2486705
2366365,Tillgänglig socialtjänst m.m.,3,"""MP"",""V""",2,reservation,2366362
2345103,"",7,"""M""",3,reservation,2345096
2358515,Ekonomiska förutsättningar för kommunal verksamhet,3,"""c""",4,reservation,2358512
2439154,"",4,"""M"",""C"",""L"",""KD""",3,reservation,2439150
2667062,"",8,"""C""",4,reservation,2667054
2293140,"",18,"""SD""",8,reservation,2293122
2446728,"",23,"""V""",23,reservation,2446705
2523146,"",17,"""M""",9,reservation,2523129
2696198,"",20,"""SD""",9,reservation,2696178
2345063,"",25,"""KD""",28,reservation,2345038
2556447,Studie- och yrkesvägledning,56,"""S""",43,reservation,2556391
2369892,Utbildning om sexuella övergrepp,16,"""kd""",17,reservation,2369876
1042290,"",9,"""C""",3,reservation,1042281
2327267,Patientdatalagen och it i vården,16,"""MP""",16,reservation,2327251
2299538,Diskriminering på grund av funktionshinder,21,"""kd""",22,reservation,2299517
2440962,"",12,"""SD""",9,reservation,2440950
2692494,"",1,"""M""",1,reservation,2692493
3137209,EU:s gemensamma utrikes- och säkerhetspolitik,4,"""MP""",3,reservation,3137205
2410089,"",1,"""SD""",3,reservation,2410088
2296932,Tillsyn m.m.,17,"""MP""",16,reservation,2296915
2366502,Val av utförare m.m.,2,"""V""",2,reservation,2366500
2417703,"",14,"""M""",17,reservation,2417689
2298805,Kommissionens årliga politiska strategi för år 2010,3,"""mp""",1,reservation,2298802
3365772,"",4,"""S""",3,reservation,3365768
2662006,"",1,"""M""",1,reservation,2662005
2596564,Lämplighetskravet,8,"""v"",""mp""",7,reservation,2596556
3364999,"",74,"""SD""",40,reservation,3364925
2501156,"",11,"""V""",6,reservation,2501145
2406310,"",1,"""SD""",2,reservation,2406309
2370600,Möjlighet till studieuppehåll före åttonde eller nionde skolåret,63,"""kd""",61,reservation,2370537
2349849,Alkoholpolitikens inriktning ,2,"""m""",1,reservation,2349847
2454721,Straffskalan för grov kvinnofridskränkning,7,"""m"",""fp""",7,reservation,2454714
2311598,ILO:s konvention nr 94,13,"""m"",""c"",""fp"",""kd""",15,reservation,2311585
2301373,"",20,"""V""",11,reservation,2301353
2449197,Gendarmeriorganisation,16,"""SD""",26,reservation,2449181
2296211,"",2,"""M""",2,reservation,2296209
2292820,Identitetskrav m.m.,8,"""S""",4,reservation,2292812
2693945,Skadeståndsnivåer,2,"""SD""",2,reservation,2693943
2347601,Vinstberäkning vid avyttring av äldre småhus,8,"""m"",""c"",""fp"",""kd""",9,reservation,2347593
2665751,It och miljön,8,"""MP"",""V""",8,reservation,2665743
2504967,Avgiftsfrihet vid folkbiblioteken,10,"""S""",10,reservation,2504957
2298456,Skatte- och avgiftskontroll,3,"""V""",1,reservation,2298453
2313682,Pojkars och flickors resultat i skolan,5,"""mp""",6,reservation,2313677
2387610,"",14,"""KD""",5,reservation,2387596
2575433,"",81,"""SD""",56,reservation,2575352
2539438,FN:s barnkonvention,1,"""c"",""kd"",""mp""",1,reservation,2539437
2436866,"",11,"""M"",""KD""",10,reservation,2436855
2486650,"",16,"""KD""",7,reservation,2486634
2535770,Statlig garanti för skadestånd till brottsoffer,2,"""SD""",3,reservation,2535768
2297700,"",18,"""L""",12,reservation,2297682
2503561,"",2,"""SD""",1,reservation,2503559
1057268,"",36,"""C""",24,reservation,1057232
2479024,"",8,"""SD""",7,reservation,2479016
2498473,Insatser på internationell nivå,4,"""m"",""c"",""fp""",4,reservation,2498469
2541196,"",44,"""V""",31,reservation,2541152
2529340,"",8,"""V""",7,reservation,2529332
2494124,Rätten för elever till särskilt stöd,4,"""kd""",4,reservation,2494120
2679819,"",20,"""V"",""C""",8,reservation,2679799
2333349,Dacregler,6,"""MP"",""V""",5,reservation,2333343
2591660,Länsvisa utjämningssystem,6,"""c""",5,reservation,2591654
2293324,"",7,"""M""",2,reservation,2293317
2307538,"",13,"""SD""",13,reservation,2307525
1111203,Karriärmöjligheter för lärare,27,"""kd""",27,reservation,1111176
2338620,"",17,"""KD""",6,reservation,2338603
2579491,"",5,"""S"",""MP""",5,reservation,2579486
2384205,"",19,"""S"",""MP"",""V""",9,reservation,2384186
3359013,Kvinnors ohälsa,9,"""s""",10,reservation,3359004
2594593,"",14,"""S"",""MP"",""V""",15,reservation,2594579
2626991,"",2,"""SD""",1,reservation,2626989
2506577,"",15,"""V""",8,reservation,2506562
2624112,"",27,"""MP""",21,reservation,2624064
2503584,"",25,"""SD""",16,reservation,2503559
1081159,"",2,"""V"",""MP""",1,reservation,1081157
2355570,"",21,"""S""",18,reservation,2355549
2401484,"",4,"""S"",""V""",2,reservation,2401480
1042413,"",23,"""S""",19,reservation,1042390
1114670,Täkter,6,"""MP"",""V""",7,reservation,1114664
2518062,"",30,"""SD""",14,reservation,2518031
2668366,Innovationer och nyföretagande,1,"""m"",""c"",""fp"",""kd""",1,reservation,2668365
2557201,Representation ,18,"""m""",21,reservation,2557183
3360217,"",7,"""SD""",4,reservation,3360210
2541387,Hälso- och sjukvårdens organisation m.m.,2,"""v""",1,reservation,2541385
2670171,Övriga frågor,18,"""V""",11,reservation,2670153
2347972,"",2,"""C""",1,reservation,2347970
2696776,Betyg i grundskolan,58,"""SD""",43,reservation,2696718
2370558,Professionens roll i skolan,21,"""m"",""c"",""fp"",""kd""",20,reservation,2370537
3360915,Planering av bostadsområden,2,"""S"",""V""",2,reservation,3360913
2291455,"",42,"""KD""",19,reservation,2291413
2671124,"",2,"""SD""",1,reservation,2671122
2664476,"",16,"""SD""",11,reservation,2664460
2359838,Arkivansvarig personal vid statliga myndigheter ,4,"""fp""",6,reservation,2359834
2596202,"",1,"""M"",""KD""",2,reservation,2596201
2387757,"",11,"""SD""",3,reservation,2387746
2433342,Vattenfall AB och brunkolsbrytning i Tyskland ,9,"""c"",""fp"",""kd"",""mp""",6,reservation,2433333
2298912,USA:s användning av DU-vapen,32,"""v"",""mp""",38,reservation,2298880
1042814,"",12,"""C""",5,reservation,1042802
2300588,Personkretsen,1,"""c"",""fp"",""kd"",""v"",""mp""",1,reservation,2300587
