hjid,activity_name,code,created_date,order_number,process,status,document_activities_document_0
283113,Granskad,Granskad,2015-10-05,0,behandling,inträffat,283111
2159911,Bordläggning,B,2004-10-14,1,hanvisning,inträffat,2159909
1417812,Numrering,NUM,2013-10-07,7,hantering,inträffat,1417810
377912,Hänvisad,HÄN,2021-01-20,0,behandling,inträffat,377908
962252,Hänvisad,HÄN,2019-10-11,0,behandling,inträffat,962249
1145437,Hänvisad,HÄN,2023-10-17,0,behandling,inträffat,1145434
444693,Registrering,REG,2001-10-05,2,hantering,inträffat,444688
1315561,Bordläggning,B,2022-03-02,0,"",inträffat,1315556
1551799,Inlämnad,INL,2016-10-04,0,behandling,inträffat,1551798
233836,Granskad,Granskad,2017-10-02,0,behandling,inträffat,233834
333238,Inlämnad,INL,2024-10-04,0,behandling,inträffat,333237
1604338,Granskad,Granskad,2014-11-06,0,behandling,inträffat,1604336
327478,Inlämning,INL,2004-10-05,13,hantering,inträffat,327477
481859,Bordläggning,B,2025-10-21,0,"",inträffat,481854
1772565,Numrering,NUM,2006-11-02,7,hantering,inträffat,1772563
896438,Granskad,Granskad,2017-10-05,0,behandling,inträffat,896436
1428933,Behandling,BEH,2001-05-09,3,avgorande,inträffat,1428928
950057,Motionstid slutar,MOT,2018-10-01,0,behandling,inträffat,950053
1660719,Hänvisad,HÄN,2021-10-14,0,behandling,inträffat,1660716
1707635,Numrering,NUM,2013-10-07,7,hantering,inträffat,1707633
710028,Granskad,Granskad,2023-10-05,0,behandling,inträffat,710026
912578,Inlämning,INL,2001-10-05,13,hantering,inträffat,912575
3348715,Beredning,UBE,2017-05-04,0,"",inträffat,3348709
668392,Registrering,REG,2001-10-05,2,hantering,inträffat,668387
3122653,Inlämning,INL,2012-10-05,13,hantering,inträffat,3122652
815410,Hänvisad,HÄN,2023-10-17,0,behandling,inträffat,815407
390332,Bordläggning 2,B2,2006-04-05,2,avgorande,inträffat,390325
1186401,Inlämnad,INL,2014-11-10,0,behandling,inträffat,1186400
1367075,Inlämnad,INL,2019-09-25,0,behandling,inträffat,1367074
754080,Numrering,NUM,2010-10-28,7,hantering,inträffat,754078
1524245,Inlämnad,INL,2021-10-01,0,behandling,inträffat,1524244
1315743,Bordlagd,B,2015-01-22,0,behandling,inträffat,1315741
1521925,Inlämning,INL,2008-03-25,13,hantering,inträffat,1521924
1003133,Justering,JUS,2001-02-08,40,beredning,inträffat,1003131
1054960,Under beredning,UBE,2003-04-29,30,beredning,inträffat,1054956
426717,Granskning,GKD,2000-10-11,3,hantering,inträffat,426714
1955934,Hänvisad,HÄN,2016-10-14,0,behandling,inträffat,1955931
1311222,Hänvisning,HÄN,2003-10-15,2,hanvisning,inträffat,1311219
1927507,Granskad,Granskad,2024-09-24,0,behandling,inträffat,1927505
359232,Bordläggning,B,2000-11-06,1,hanvisning,inträffat,359230
884065,Inlämning,INL,2000-10-05,13,hantering,inträffat,884064
1464099,Bordläggning,B,2005-10-13,1,hanvisning,inträffat,1464097
884243,Beredning,UBE,2024-04-11,0,"",inträffat,884242
401680,Inlämning,INL,2000-10-05,13,hantering,inträffat,401679
1267981,Hänvisning,HÄN,2001-11-13,2,hanvisning,inträffat,1267969
661515,Inlämning,INL,2008-10-03,13,hantering,inträffat,661514
1409598,Beredning,UBE,2025-05-15,0,"",inträffat,1409597
1352441,Granskning,GKD,2001-10-05,3,hantering,inträffat,1352440
748036,Numrering,NUM,2013-10-08,7,hantering,inträffat,748034
562910,Granskad,Granskad,2016-10-03,0,behandling,inträffat,562908
1567082,Granskad,Granskad,2014-11-07,0,behandling,inträffat,1567080
1941320,Inlämnad,INL,2022-03-16,0,behandling,inträffat,1941319
1744051,Bordläggning,B,2005-03-22,2,hanvisning,inträffat,1744048
2085855,Granskning,GKD,2001-10-05,3,hantering,inträffat,2085854
2034198,Hänvisad,HÄN,2018-12-05,0,behandling,inträffat,2034195
374535,Inlämning,INL,2002-10-23,13,hantering,inträffat,374534
717680,Hänvisad,HÄN,2018-12-05,0,behandling,inträffat,717677
707172,Hänvisning,HÄN,2001-12-14,2,hanvisning,inträffat,707167
798904,Granskad,Granskad,2021-10-01,0,behandling,inträffat,798902
56231,Bordläggning 1,B1,2010-11-22,1,avgorande,inträffat,56226
815011,Inlämnad,INL,2021-09-21,0,behandling,inträffat,815010
2099436,Bordläggning 1,B1,2009-05-14,1,avgorande,inträffat,2099431
1732897,Numrering,NUM,2001-10-05,7,hantering,inträffat,1732893
1068447,Bordläggning 1,B1,2002-05-27,1,avgorande,inträffat,1068443
1607217,Trycklov till Gotab och webb,TROWE,2006-05-31,70,beredning,inträffat,1607215
954583,Inlämnad,INL,2018-08-28,0,behandling,inträffat,954582
759037,Granskning,GKD,2000-10-11,3,hantering,inträffat,759034
89060,Hänvisad,HÄN,2017-10-11,0,behandling,inträffat,89056
1644461,Inlämning,INL,2004-10-05,13,hantering,inträffat,1644460
1397062,Utskottsförslag,UFÖR,2001-10-05,4,hantering,inträffat,1397056
550633,Granskad,Granskad,2017-10-02,0,behandling,inträffat,550631
1931319,Hänvisning,HÄN,2007-10-16,2,hanvisning,inträffat,1931315
1213531,Granskad,Granskad,2025-10-03,0,behandling,inträffat,1213529
2086931,Registrering,REG,2001-10-05,2,hantering,inträffat,2086926
934170,Beslut,BES,2024-11-20,0,"",inträffat,934163
2234931,Granskad,Granskad,2020-10-05,0,behandling,inträffat,2234929
3315830,Bordläggning,B,2000-10-11,1,hanvisning,inträffat,3315828
1082198,Bordlagd,B,2026-04-23,0,behandling,inträffat,1082197
1819872,Bordläggning,B,2002-10-30,1,hanvisning,inträffat,1819870
1353077,Registrering,REG,2001-10-05,2,hantering,inträffat,1353072
1527971,Granskad,Granskad,2021-10-01,0,behandling,inträffat,1527969
2136739,Hänvisning,HÄN,2001-04-20,2,hanvisning,inträffat,2136735
594332,Inlämnad,INL,2017-10-04,0,behandling,inträffat,594330
1714686,Numrering,NUM,2006-11-02,7,hantering,inträffat,1714684
1355145,Numrering,NUM,2012-10-09,7,hantering,inträffat,1355143
2092927,Granskad,Granskad,2018-11-29,0,behandling,inträffat,2092925
3303754,Beslut,BES,2018-11-21,0,"",inträffat,3303748
3310122,Granskad,Granskad,2020-09-24,0,behandling,inträffat,3310119
208406,Hänvisning,HÄN,2004-10-14,2,hanvisning,inträffat,208403
3323850,Bordläggning,B,2005-10-13,1,hanvisning,inträffat,3323848
1344204,Bordläggning 1,B1,2002-11-22,1,avgorande,inträffat,1344199
3120912,Numrering,NUM,2009-10-07,7,hantering,inträffat,3120910
1744148,Hänvisningsförslag,HFÖR,2001-10-05,6,hantering,inträffat,1744146
3257295,Inlämning,INL,2002-10-23,13,hantering,inträffat,3257294
1983150,Hänvisad,HÄN,2018-12-05,0,behandling,inträffat,1983147
1006456,Hänvisning,HÄN,2001-10-11,2,hanvisning,inträffat,1006448
1971446,Inlämning,INL,2011-10-05,13,hantering,inträffat,1971445
3335932,Motionstid slutar,MOT,2024-04-19,0,behandling,inträffat,3335928
681475,Bordläggning,B,2002-04-10,1,hanvisning,inträffat,681473
990714,Granskning,GKD,2001-10-05,3,hantering,inträffat,990713
1755754,Hänvisad,HÄN,2021-10-14,0,behandling,inträffat,1755751
2253149,Numrering,NUM,2010-10-29,7,hantering,inträffat,2253147
453583,Granskning,GKD,2000-10-11,3,hantering,inträffat,453580
903427,Inlämning,INL,2001-10-05,13,hantering,inträffat,903424
574122,Inlämning,INL,2004-10-05,13,hantering,inträffat,574121
292866,Bordläggning,B,2004-03-17,2,hanvisning,inträffat,292865
1133317,Motionstid slutar,MOT,2015-10-28,0,behandling,inträffat,1133313
725874,Numrering,NUM,2008-10-07,7,hantering,inträffat,725872
1089049,Hänvisning,HÄN,2005-10-13,2,hanvisning,inträffat,1089046
2143195,Inlämnad,INL,2020-10-05,0,behandling,inträffat,2143194
243498,Numrering,NUM,2009-10-08,7,hantering,inträffat,243496
520827,Bordläggning,B,2001-10-11,1,hanvisning,inträffat,520820
3305642,Numrering,NUM,2009-10-09,7,hantering,inträffat,3305640
3240518,Hänvisning,HÄN,2003-10-23,2,hanvisning,inträffat,3240515
1394840,Numrering,NUM,2009-10-08,7,hantering,inträffat,1394838
