hjid,activity_name,code,created_date,order_number,process,status,document_activities_document_0
1045136,Bordläggning,B,2001-10-11,1,hanvisning,inträffat,1045129
1173256,Inlämning,INL,2011-10-04,13,hantering,inträffat,1173255
358450,Hänvisning,HÄN,2000-10-11,2,hanvisning,inträffat,358446
867830,Hänvisning,HÄN,2000-04-07,2,hanvisning,inträffat,867827
1052580,Numrering,NUM,2008-10-06,7,hantering,inträffat,1052578
320753,Numrering,NUM,2007-10-04,7,hantering,inträffat,320751
1110533,Granskad,Granskad,2025-10-06,0,behandling,inträffat,1110531
2227214,Utfärdande av riksdagsskrivelse,RSKR,2012-12-19,6,avgorande,inträffat,2227204
1161523,Bordläggning 2,B2,2012-10-16,2,avgorande,inträffat,1161516
169737,Granskning,GKD,2000-10-11,3,hantering,inträffat,169734
988959,Numrering,NUM,2007-10-05,7,hantering,inträffat,988957
1364504,Granskad,Granskad,2014-11-10,0,behandling,inträffat,1364502
157674,Hänvisning,HÄN,2006-03-21,3,hanvisning,inträffat,157670
258716,Under beredning,UBE,2004-01-22,30,beredning,inträffat,258715
1556821,Inlämnad,INL,2021-10-05,0,behandling,inträffat,1556820
257426,Trycklov,TRY,2015-04-29,0,"",inträffat,257423
186116,Inlämnad,INL,2015-10-06,0,behandling,inträffat,186115
1951173,Granskad,Granskad,2016-10-05,0,behandling,inträffat,1951171
1112812,Hänvisningsförslag,HFÖR,2001-10-05,6,hantering,inträffat,1112810
254253,Bordlagd,B,2022-03-22,0,behandling,inträffat,254251
1478924,Inlämnad,INL,2022-11-23,0,behandling,inträffat,1478923
1202732,Beslut,BES,2021-12-16,0,"",inträffat,1202724
886619,Inlämning,INL,2007-02-07,13,hantering,inträffat,886618
281670,Hänvisning,HÄN,2005-10-13,2,hanvisning,inträffat,281667
2240505,Inlämning,INL,2010-10-25,13,hantering,inträffat,2240504
1858200,Granskad,Granskad,2020-10-02,0,behandling,inträffat,1858198
1859403,Granskad,Granskad,2024-10-04,0,behandling,inträffat,1859401
1823569,Bordläggning,B,2007-10-16,1,hanvisning,inträffat,1823566
965460,Inlämning,INL,2007-03-01,13,hantering,inträffat,965459
3126327,Inlämning,INL,2006-10-31,13,hantering,inträffat,3126326
242903,Hänvisad,HÄN,2025-10-15,0,behandling,inträffat,242900
340368,Hänvisning,HÄN,2005-10-13,2,hanvisning,inträffat,340365
1953878,Inlämning,INL,2000-05-30,60,hantering,inträffat,1953875
935474,Granskad,Granskad,2019-10-02,0,behandling,inträffat,935472
1984271,Granskning,GKD,2000-10-11,3,hantering,inträffat,1984268
847162,Bordläggning,B,2004-10-14,1,hanvisning,inträffat,847160
1306422,Hänvisad,HÄN,2022-12-01,0,behandling,inträffat,1306419
3328912,Under beredning,UBE,2000-02-03,30,beredning,inträffat,3328911
937162,Beslut,BES,2004-05-13,4,avgorande,inträffat,937153
1532403,Hänvisad,HÄN,2021-10-14,0,behandling,inträffat,1532400
2067295,Utskottsförslag,UFÖR,2001-10-05,4,hantering,inträffat,2067289
866295,Hänvisning,HÄN,2000-10-11,2,hanvisning,inträffat,866291
1592293,Inlämning,INL,2000-10-05,13,hantering,inträffat,1592292
1049155,Motionstid slutar,MOT,2026-03-27,0,behandling,inträffat,1049151
246897,Inlämning,INL,2009-10-22,60,hantering,inträffat,246896
1610704,Hänvisad,HÄN,2023-10-17,0,behandling,inträffat,1610701
986846,Numrering,NUM,2009-09-29,7,hantering,inträffat,986844
368694,Avgörande,AVG,2011-01-20,5,avgorande,inträffat,368686
326369,Inlämnad,INL,2025-09-29,0,behandling,inträffat,326368
1165079,Hänvisad,HÄN,2021-10-14,0,behandling,inträffat,1165076
2232903,Numrering,NUM,2001-10-05,7,hantering,inträffat,2232899
1659330,Hänvisad,HÄN,2021-10-14,0,behandling,inträffat,1659327
227770,Bordläggning,B,2000-10-11,1,hanvisning,inträffat,227768
1154736,Inlämnad,INL,2023-10-04,0,behandling,inträffat,1154735
350452,Avgörande,AVG,2011-05-11,5,avgorande,inträffat,350445
2080260,Inlämning,INL,2008-10-06,13,hantering,inträffat,2080259
358288,Hänvisning,HÄN,2000-10-11,2,hanvisning,inträffat,358284
1419851,Granskad,Granskad,2018-05-08,0,behandling,inträffat,1419849
2255548,Bordläggning 2,B2,2005-06-10,2,avgorande,inträffat,2255542
798480,Inlämnad,INL,2021-10-01,0,behandling,inträffat,798479
1477021,Bordläggning,B,2015-02-18,0,"",inträffat,1477018
1312869,Inlämning,INL,2005-10-05,13,hantering,inträffat,1312868
1754431,Utskottsförslag,UFÖR,2001-10-05,4,hantering,inträffat,1754425
572046,Inlämnad,INL,2015-10-06,0,behandling,inträffat,572045
1344733,Hänvisning,HÄN,2005-10-13,2,hanvisning,inträffat,1344730
1051538,Granskad,Granskad,2017-10-05,0,behandling,inträffat,1051536
599609,Beslut,BES,2021-03-03,0,"",inträffat,599602
1250460,Inlämnad,INL,2025-10-03,0,behandling,inträffat,1250459
3273606,Granskad,Granskad,2016-10-05,0,behandling,inträffat,3273604
1480675,Inlämning,INL,2000-10-05,13,hantering,inträffat,1480674
1501087,Numrering,NUM,2013-09-27,7,hantering,inträffat,1501085
1737224,Granskad,Granskad,2023-10-02,0,behandling,inträffat,1737222
1697229,Inlämnad,INL,2023-09-28,0,behandling,inträffat,1697228
384496,Granskad,Granskad,2025-09-26,0,behandling,inträffat,384494
1116216,Hänvisad,HÄN,2026-06-18,0,behandling,inträffat,1116212
1877432,Inlämning,INL,2013-10-04,13,hantering,inträffat,1877431
1029987,Inlämnad,INL,2019-10-01,0,behandling,inträffat,1029986
462634,Bordläggning,B,2000-10-12,1,hanvisning,inträffat,462632
1216938,Bordläggning,B,2003-10-15,1,hanvisning,inträffat,1216936
834893,Granskad,Granskad,2018-11-19,0,behandling,inträffat,834891
2037543,Hänvisad,HÄN,2020-10-14,0,behandling,inträffat,2037540
3322165,Granskning,GKD,2000-10-11,3,hantering,inträffat,3322162
2017725,Numrering,NUM,2007-10-05,7,hantering,inträffat,2017723
1183311,Hänvisning,HÄN,2003-10-15,2,hanvisning,inträffat,1183308
711292,Beslut,BES,2014-05-27,4,avgorande,inträffat,711281
1435359,Granskad,Granskad,2019-09-25,0,behandling,inträffat,1435357
1566200,Hänvisad,HÄN,2016-10-14,0,behandling,inträffat,1566197
2060138,Justering,JUS,2000-05-30,40,beredning,inträffat,2060136
371658,Under beredning,UBE,2011-03-01,30,beredning,inträffat,371656
1927003,Bordlagd,B,2019-04-11,0,behandling,inträffat,1927002
2169511,Inlämning,INL,2004-10-05,13,hantering,inträffat,2169510
1949606,Utfärdande av riksdagsskrivelse,RSKR,2014-04-02,6,avgorande,inträffat,1949596
440627,Utfärdande av riksdagsskrivelse,RSKR,2011-04-13,6,avgorande,inträffat,440618
365938,Inlämning,INL,2013-10-04,13,hantering,inträffat,365937
1066563,Hänvisad,HÄN,2026-03-26,0,behandling,inträffat,1066559
3324090,Bordläggning,B,2005-10-13,1,hanvisning,inträffat,3324088
3310524,Inlämnad,INL,2020-09-23,0,behandling,inträffat,3310523
3318252,Bordläggning,B,2003-10-15,1,hanvisning,inträffat,3318250
1046996,Bordläggning,B,2001-10-11,1,hanvisning,inträffat,1046989
1216462,Inlämning,INL,2010-10-27,13,hantering,inträffat,1216461
2051460,Hänvisning,HÄN,2004-10-14,2,hanvisning,inträffat,2051457
1554321,Hänvisning,HÄN,2007-10-16,2,hanvisning,inträffat,1554317
1646685,Bordläggning,B,2001-10-11,1,hanvisning,inträffat,1646678
1416076,Granskad,Granskad,2019-10-01,0,behandling,inträffat,1416074
1607574,Justering,JUS,2006-02-16,40,beredning,inträffat,1607571
391250,Bordläggning,B,2003-10-14,2,hanvisning,inträffat,391249
1792612,Hänvisning,HÄN,2006-03-24,2,hanvisning,inträffat,1792609
778322,Inlämning,INL,2008-10-03,13,hantering,inträffat,778321
577240,Bordläggning 1,B1,2000-06-05,1,beredning,inträffat,577237
1286788,Inlämnad,INL,2019-09-30,0,behandling,inträffat,1286787
1911630,Inlämnad,INL,2018-11-30,0,behandling,inträffat,1911629
1226704,Bordläggning,B,2001-10-11,1,hanvisning,inträffat,1226697
1894963,Numrering,NUM,2006-10-30,7,hantering,inträffat,1894962
407883,Beredning,UBE,2019-03-14,0,"",inträffat,407882
264836,Hänvisning,HÄN,2006-03-23,3,hanvisning,inträffat,264832
1232887,Hänvisning,HÄN,2005-10-13,2,hanvisning,inträffat,1232884
1233579,Bordläggning,B,2014-04-10,1,hanvisning,inträffat,1233577
698021,Inlämning,INL,2003-10-07,13,hantering,inträffat,698020
1850411,Motionstid slutar,MOT,2020-10-28,0,behandling,inträffat,1850407
258633,Under beredning,UBE,2003-10-16,30,beredning,planerat,258632
1124792,Behandling,BEH,2022-05-30,0,"",inträffat,1124786
2037852,Planerat ikraftträdande,LAG,2005-01-01,12,avgorande,planerat,2037840
865941,Hänvisning,HÄN,2001-10-11,2,hanvisning,inträffat,865933
213280,Bordläggning 2,B2,2011-06-07,2,avgorande,inträffat,213274
212522,Hänvisning,HÄN,2002-10-30,2,hanvisning,inträffat,212519
969158,Granskad,Granskad,2025-10-01,0,behandling,inträffat,969156
565717,Inlämnad,INL,2016-10-03,0,behandling,inträffat,565716
528880,Hänvisad,HÄN,2025-10-15,0,behandling,inträffat,528877
894614,Granskad,Granskad,2023-10-05,0,behandling,inträffat,894612
1965883,Planerat ikraftträdande,LAG,2003-07-01,12,avgorande,planerat,1965872
1822029,Granskad,Granskad,2019-10-03,0,behandling,inträffat,1822027
1421926,Hänvisad,HÄN,2020-04-15,0,behandling,inträffat,1421922
1026400,Granskad,Granskad,2021-10-01,0,behandling,inträffat,1026398
1666481,Granskad,Granskad,2016-10-04,0,behandling,inträffat,1666479
1600704,Hänvisning,HÄN,2003-03-21,3,hanvisning,inträffat,1600700
2188387,Bordläggning,B,2007-10-16,1,hanvisning,inträffat,2188381
2054023,Inlämnad,INL,2018-11-30,0,behandling,inträffat,2054022
1568644,Inlämnad,INL,2014-11-06,0,behandling,inträffat,1568643
2175935,Inlämning,INL,2008-10-07,13,hantering,inträffat,2175934
226146,Behandling,BEH,2005-04-20,3,avgorande,inträffat,226137
3341692,Hänvisning,HÄN,2000-05-03,2,hanvisning,inträffat,3341689
1051203,Trycklov,TRY,2013-03-21,60,beredning,inträffat,1051200
2067195,Hänvisad,HÄN,2024-10-15,0,behandling,inträffat,2067192
888718,Beredning,UBE,2017-09-14,0,"",inträffat,888717
1212995,Inlämning,INL,2003-10-07,13,hantering,inträffat,1212994
110451,Beredning,UBE,2025-01-30,0,"",inträffat,110449
1142095,Inlämning,INL,2013-09-27,13,hantering,inträffat,1142094
989335,Inlämnad,INL,2021-09-30,0,behandling,inträffat,989334
1675318,Inlämning,INL,2013-11-08,13,hantering,inträffat,1675317
2116051,Inlämnad,INL,2020-10-06,0,behandling,inträffat,2116049
806091,Granskad,Granskad,2017-10-05,0,behandling,inträffat,806089
1488117,Under beredning,UBE,2011-04-28,30,beredning,inträffat,1488113
1462752,Bordläggning,B,2000-10-11,1,hanvisning,inträffat,1462750
1739078,Avgörande,AVG,2008-12-03,5,avgorande,inträffat,1739071
2028749,Trycklov,TRY,2015-02-06,0,"",inträffat,2028746
1120453,Trycklov,TRY,2013-01-18,60,beredning,planerat,1120448
2024120,Granskad,Granskad,2024-10-02,0,behandling,inträffat,2024118
1717144,Granskad,Granskad,2024-10-04,0,behandling,inträffat,1717142
2175311,Bordläggning,B,2001-10-11,1,hanvisning,inträffat,2175304
578062,Inlämning,INL,2011-10-05,13,hantering,inträffat,578061
1588551,Hänvisningsförslag,HFÖR,2001-10-05,6,hantering,inträffat,1588549
3292245,Inlämnad,INL,2016-09-29,0,behandling,inträffat,3292244
244844,Numrering,NUM,2009-10-08,7,hantering,inträffat,244842
779066,Behandling,BEH,2014-04-02,3,avgorande,inträffat,779060
548290,Granskad,Granskad,2016-10-04,0,behandling,inträffat,548288
2091386,Bordläggning 2,B2,2002-06-03,2,avgorande,inträffat,2091381
732483,Hänvisad,HÄN,2015-11-11,0,behandling,inträffat,732480
1877310,Granskad,Granskad,2023-09-15,0,behandling,inträffat,1877308
1684426,Granskad,Granskad,2025-10-07,0,behandling,inträffat,1684424
375832,Hänvisning,HÄN,2005-10-13,2,hanvisning,inträffat,375829
1704787,Trycklov,TRY,2024-12-12,0,"",inträffat,1704783
1262902,Numrering,NUM,2010-10-28,7,hantering,inträffat,1262900
423052,Under beredning,UBE,2001-10-30,30,beredning,planerat,423049
911555,Justering,JUS,2014-05-13,40,beredning,inträffat,911551
2058786,Bordläggning,B,2010-06-18,2,hanvisning,inträffat,2058784
1473861,Bordläggning,B,2024-06-18,0,"",inträffat,1473857
1433641,Inlämnad,INL,2022-11-22,0,behandling,inträffat,1433640
1311958,Utskottsförslag,UFÖR,2001-10-05,4,hantering,inträffat,1311947
3118603,Hänvisning,HÄN,2002-10-30,2,hanvisning,inträffat,3118600
1663793,Bordläggning,B,2005-10-13,1,hanvisning,inträffat,1663791
1400940,Granskad,Granskad,2018-11-28,0,behandling,inträffat,1400938
1115673,Utfärdande av riksdagsskrivelse,RSKR,2011-10-12,6,avgorande,inträffat,1115662
1074611,Granskad,Granskad,2017-10-05,0,behandling,inträffat,1074609
2200735,Hänvisad,HÄN,2015-10-13,0,behandling,inträffat,2200732
1484675,Inlämning,INL,2003-10-07,13,hantering,inträffat,1484674
414305,Granskad,Granskad,2024-10-04,0,behandling,inträffat,414302
519634,Granskad,Granskad,2025-09-25,0,behandling,inträffat,519632
2168996,Bordläggning,B,2003-10-15,1,hanvisning,inträffat,2168991
1271080,Inlämning,INL,2012-10-05,13,hantering,inträffat,1271079
929599,Granskad,Granskad,2025-10-02,0,behandling,inträffat,929597
2009676,Numrering,NUM,2007-10-04,7,hantering,inträffat,2009674
895542,Inlämning,INL,2009-10-01,13,hantering,inträffat,895541
1389262,Granskning,GKD,2001-10-05,3,hantering,inträffat,1389261
1045299,Inlämnad,INL,2019-10-02,0,behandling,inträffat,1045298
525749,Inlämning,INL,2004-10-05,13,hantering,inträffat,525748
494927,Inlämning,INL,2013-10-04,13,hantering,inträffat,494926
118432,Registrering,REG,2004-06-28,2,hantering,inträffat,118430
133314,Bordläggning,B,2004-10-14,1,hanvisning,inträffat,133312
243986,Hänvisad,HÄN,2015-10-13,0,behandling,inträffat,243984
412844,Bordläggning,B,2004-10-14,1,hanvisning,inträffat,412842
959361,Justering,JUS,2025-04-10,0,"",inträffat,959357
316253,Bordläggning,B,2023-09-12,0,"",inträffat,316249
959728,Bordläggning,B,2025-06-16,0,"",inträffat,959722
2019258,Hänvisning,HÄN,2007-10-16,2,hanvisning,inträffat,2019254
1977712,Inlämnad,INL,2022-04-06,0,behandling,inträffat,1977711
540787,Hänvisad,HÄN,2019-10-11,0,behandling,inträffat,540784
295573,Inlämnad,INL,2025-10-01,0,behandling,inträffat,295572
1099131,Numrering,NUM,2001-10-05,7,hantering,inträffat,1099127
1065960,Hänvisning,HÄN,2001-10-11,2,hanvisning,inträffat,1065952
1550522,Trycklov,TRY,2003-11-04,60,beredning,inträffat,1550518
692416,Trycklov,TRY,2010-12-07,60,beredning,inträffat,692412
1801125,Under beredning,UBE,2004-03-30,30,beredning,inträffat,1801124
610804,Inlämnad,INL,2015-10-06,0,behandling,inträffat,610803
799551,Hänvisad,HÄN,2023-10-17,0,behandling,inträffat,799548
813852,Hänvisad,HÄN,2021-10-14,0,behandling,inträffat,813849
1064502,Granskad,Granskad,2019-10-02,0,behandling,inträffat,1064500
2173903,Bordläggning,B,2003-10-15,1,hanvisning,inträffat,2173901
1898428,Bordlagd,B,2024-10-15,0,behandling,inträffat,1898425
2085025,Hänvisningsförslag,HFÖR,2001-10-05,6,hantering,inträffat,2085023
663152,Inlämnad,INL,2024-12-10,0,behandling,inträffat,663150
2236924,Inlämning,INL,2010-10-26,13,hantering,inträffat,2236923
1794904,Bordläggning,B,2022-06-13,0,"",inträffat,1794900
952870,Bordlagd,B,2018-04-12,0,behandling,inträffat,952869
753317,Inlämnad,INL,2025-10-02,0,behandling,inträffat,753316
1211651,Hänvisning,HÄN,2005-10-13,2,hanvisning,inträffat,1211648
2176665,Hänvisning,HÄN,2004-10-14,2,hanvisning,inträffat,2176662
216838,Hänvisning,HÄN,2000-10-11,2,hanvisning,inträffat,216834
2098047,Hänvisning,HÄN,2007-10-16,2,hanvisning,inträffat,2098043
223258,Utfärdande av riksdagsskrivelse,RSKR,2011-06-01,6,avgorande,inträffat,223245
1119208,Hänvisad,HÄN,2025-10-15,0,behandling,inträffat,1119205
1610626,Inlämning,INL,2005-10-05,13,hantering,inträffat,1610625
1257302,Inlämning,INL,2013-10-03,13,hantering,inträffat,1257301
1559971,Beredning,UBE,2024-01-16,0,"",inträffat,1559969
1784337,Bordläggning,B,2024-05-22,0,"",inträffat,1784332
396467,Inlämning,INL,2004-10-05,13,hantering,inträffat,396466
1032136,Inlämnad,INL,2017-10-05,0,behandling,inträffat,1032135
1987245,Numrering,NUM,2001-10-05,7,hantering,inträffat,1987241
1984135,Inlämning,INL,2002-10-23,13,hantering,inträffat,1984133
1108578,Bordläggning,B,2005-10-13,1,hanvisning,inträffat,1108576
1805110,Bordlagd,B,2022-04-08,0,behandling,inträffat,1805107
509363,Registrering,REG,2001-10-05,2,hantering,inträffat,509358
454336,Granskning,GKD,2000-10-11,3,hantering,inträffat,454333
1911434,Inlämnad,INL,2018-11-30,0,behandling,inträffat,1911433
800410,Beredning,UBE,2016-02-11,0,"",inträffat,800409
803460,Bordläggning 1,B1,2008-03-11,1,avgorande,inträffat,803453
425905,Inlämning,INL,2000-10-05,13,hantering,inträffat,425904
796886,Bordläggning,B,2004-10-14,1,hanvisning,inträffat,796884
1969512,Inlämning,INL,2003-10-07,13,hantering,inträffat,1969511
3304197,Trycklov,TRY,2016-04-07,0,"",inträffat,3304194
572444,Hänvisad,HÄN,2016-10-14,0,behandling,inträffat,572441
915040,Numrering,NUM,2009-10-06,7,hantering,inträffat,915038
1301119,Bordläggning,B,2005-10-13,1,hanvisning,inträffat,1301117
454042,Hänvisad,HÄN,2015-10-13,0,behandling,inträffat,454040
725201,Inlämnad,INL,2018-11-23,0,behandling,inträffat,725200
3246760,Hänvisad,HÄN,2023-09-26,0,behandling,inträffat,3246756
147044,Motionstid slutar,MOT,2025-09-24,0,behandling,inträffat,147040
73044,Inlämnad,INL,2021-03-30,0,behandling,inträffat,73043
981659,Hänvisning,HÄN,2006-11-07,2,hanvisning,inträffat,981655
2250633,Granskad,Granskad,2020-10-05,0,behandling,inträffat,2250631
994989,Numrering,NUM,2009-10-06,7,hantering,inträffat,994987
3125341,Inlämning,INL,2008-04-02,13,hantering,inträffat,3125340
1731886,Granskad,Granskad,2019-10-03,0,behandling,inträffat,1731884
503597,Inlämnad,INL,2025-09-30,0,behandling,inträffat,503596
105228,Inlämning,INL,2004-10-05,13,hantering,inträffat,105227
2160897,Bordläggning,B,2000-10-11,1,hanvisning,inträffat,2160895
3322274,Inlämning,INL,2013-10-04,13,hantering,inträffat,3322273
161069,Hänvisning,HÄN,2006-03-23,3,hanvisning,inträffat,161065
527030,Utskottsförslag,UFÖR,2001-10-05,4,hantering,inträffat,527024
1467582,Behandling,BEH,2022-12-14,0,"",inträffat,1467575
972086,Registrering,REG,2001-10-05,2,hantering,inträffat,972081
113526,Inlämning,INL,2011-10-05,13,hantering,inträffat,113525
396329,Numrering,NUM,2006-11-02,7,hantering,inträffat,396327
973155,Hänvisning,HÄN,2014-04-01,2,hanvisning,inträffat,973152
2145805,Hänvisning,HÄN,2005-10-13,2,hanvisning,inträffat,2145802
696632,Inlämnad,INL,2023-10-05,0,behandling,inträffat,696631
338665,Hänvisning,HÄN,2005-10-13,2,hanvisning,inträffat,338662
419676,Trycklov,TRY,2023-01-05,0,"",inträffat,419663
344257,Numrering,NUM,2009-10-08,7,hantering,inträffat,344255
56897,Inlämnad,INL,2017-09-29,0,behandling,inträffat,56896
386690,Hänvisad,HÄN,2017-10-13,0,behandling,inträffat,386679
979461,Motionstid slutar,MOT,2014-01-17,4,hanvisning,inträffat,979456
676927,Inlämnad,INL,2019-10-03,0,behandling,inträffat,676926
1176306,Inlämnad,INL,2022-11-22,0,behandling,inträffat,1176304
2161683,Inlämnad,INL,2018-11-30,0,behandling,inträffat,2161682
3334635,Hänvisning,HÄN,2002-10-30,2,hanvisning,inträffat,3334632
1555285,Granskad,Granskad,2025-10-06,0,behandling,inträffat,1555283
1920867,Motionstid slutar,MOT,2019-02-15,0,behandling,inträffat,1920863
160599,Bordläggning,B,2005-10-13,1,hanvisning,inträffat,160597
60483,Inlämnad,INL,2017-09-29,0,behandling,inträffat,60482
652669,Inlämnad,INL,2023-10-05,0,behandling,inträffat,652668
1133433,Bordlagd,B,2015-09-29,0,behandling,inträffat,1133431
1500143,Granskad,Granskad,2018-04-03,0,behandling,inträffat,1500141
551776,Granskad,Granskad,2021-09-23,0,behandling,inträffat,551774
189318,Inlämning,INL,2011-10-05,13,hantering,inträffat,189317
471139,Justering,JUS,2003-10-14,40,beredning,inträffat,471137
707549,Utskottsförslag,UFÖR,2002-02-08,4,hantering,inträffat,707542
3110123,Inlämning,INL,2009-10-05,13,hantering,inträffat,3110122
954191,Hänvisning,HÄN,2003-10-15,2,hanvisning,inträffat,954188
338136,Beredning,UBE,2025-01-28,0,"",inträffat,338134
1045343,Utskottsförslag,UFÖR,2001-10-05,4,hantering,inträffat,1045337
1373396,Inlämning,INL,2002-10-23,13,hantering,inträffat,1373395
1243438,Hänvisning,HÄN,2005-10-13,2,hanvisning,inträffat,1243435
925758,Inlämning,INL,2006-10-31,13,hantering,inträffat,925757
315322,Hänvisad,HÄN,2025-10-15,0,behandling,inträffat,315319
1547712,Numrering,NUM,2013-10-07,7,hantering,inträffat,1547710
839776,Granskad,Granskad,2025-10-02,0,behandling,inträffat,839774
1068087,Inlämnad,INL,2026-04-10,0,behandling,inträffat,1068086
290350,Hänvisad,HÄN,2025-10-15,0,behandling,inträffat,290347
1998045,Granskad,Granskad,2020-09-18,0,behandling,inträffat,1998043
1214832,Justering,JUS,2021-01-21,0,"",inträffat,1214829
1723726,Registrering,REG,2009-03-16,70,hantering,inträffat,1723724
1688891,Granskad,Granskad,2023-10-03,0,behandling,inträffat,1688889
355359,Hänvisad,HÄN,2021-10-14,0,behandling,inträffat,355356
629075,Utskottsförslag,UFÖR,2001-10-05,4,hantering,inträffat,629069
1131868,Under beredning,UBE,2008-03-11,30,beredning,inträffat,1131867
656550,Granskning,GKD,2001-10-05,3,hantering,inträffat,656549
757557,Granskning,GKD,2001-10-05,3,hantering,inträffat,757556
1651819,Bordläggning,B,2005-10-13,1,hanvisning,inträffat,1651817
1078019,Numrering,NUM,2007-10-05,7,hantering,inträffat,1078017
1250017,Inlämnad,INL,2025-10-03,0,behandling,inträffat,1250016
2050454,Bordläggning,B,2003-10-15,1,hanvisning,inträffat,2050452
1135378,Bordläggning,B,2003-10-15,1,hanvisning,inträffat,1135376
1365090,Hänvisad,HÄN,2014-11-12,0,behandling,inträffat,1365087
1618079,Inlämnad,INL,2014-11-10,0,behandling,inträffat,1618078
400176,Granskad,Granskad,2016-10-03,0,behandling,inträffat,400174
3250008,Hänvisning,HÄN,2000-10-11,2,hanvisning,inträffat,3250004
1217230,Inlämning,INL,2003-10-07,13,hantering,inträffat,1217229
140887,Inlämning,INL,2010-10-22,13,hantering,inträffat,140886
3244161,Granskad,Granskad,2016-09-30,0,behandling,inträffat,3244159
1665217,Granskad,Granskad,2014-11-07,0,behandling,inträffat,1665215
1810091,Bordlagd,B,2016-12-06,0,behandling,inträffat,1810088
55118,Inlämning,INL,2010-10-27,13,hantering,inträffat,55117
1975272,Hänvisad,HÄN,2020-10-14,0,behandling,inträffat,1975269
1181785,Hänvisning,HÄN,2007-10-16,2,hanvisning,inträffat,1181781
777330,Hänvisad,HÄN,2017-10-13,0,behandling,inträffat,777327
104670,Under beredning,UBE,2008-11-18,30,beredning,inträffat,104669
1672196,Bordläggning,B,2005-10-13,1,hanvisning,inträffat,1672194
163681,Avgörande,AVG,2001-03-07,5,avgorande,inträffat,163675
1916209,Hänvisad,HÄN,2024-10-15,0,behandling,inträffat,1916206
1585709,Bordläggning,B,2017-12-06,0,"",inträffat,1585705
3211531,Bordläggning,B,2016-04-19,0,"",inträffat,3211527
2200099,Inlämnad,INL,2015-10-02,0,behandling,inträffat,2200098
1361083,Numrering,NUM,2013-10-01,7,hantering,inträffat,1361081
223152,Beredning,UBE,2021-02-09,0,"",inträffat,223151
1144773,Inlämning,INL,2001-10-05,13,hantering,inträffat,1144770
2126782,Utfärdande av riksdagsskrivelse,RSKR,2004-10-27,6,avgorande,inträffat,2126773
1737178,Inlämnad,INL,2023-10-02,0,behandling,inträffat,1737177
279219,Inlämning,INL,2005-10-05,13,hantering,inträffat,279218
1380357,Numrering,NUM,2012-10-01,7,hantering,inträffat,1380355
1257022,Beredning,UBE,2020-05-28,0,"",inträffat,1257020
1580610,Granskad,Granskad,2014-11-07,0,behandling,inträffat,1580608
226980,Justering,JUS,2016-06-09,0,"",inträffat,226978
2230882,Hänvisad,HÄN,2016-10-14,0,behandling,inträffat,2230879
1664689,Granskad,Granskad,2014-11-07,0,behandling,inträffat,1664687
1860839,Inlämnad,INL,2020-10-02,0,behandling,inträffat,1860838
393840,Hänvisning,HÄN,2003-11-27,3,hanvisning,inträffat,393836
1043413,Inlämnad,INL,2017-10-05,0,behandling,inträffat,1043412
438330,Hänvisad,HÄN,2017-10-13,0,behandling,inträffat,438327
1674908,Granskad,Granskad,2014-11-07,0,behandling,inträffat,1674906
2210289,Hänvisad,HÄN,2015-10-13,0,behandling,inträffat,2210286
1921625,Inlämnad,INL,2019-04-02,0,behandling,inträffat,1921623
3108531,Granskad,Granskad,2024-10-04,0,behandling,inträffat,3108529
1275023,Behandling,BEH,2019-12-13,0,"",inträffat,1275017
1399154,Numrering,NUM,2013-10-07,7,hantering,inträffat,1399152
513690,Inlämning,INL,2005-10-05,13,hantering,inträffat,513689
1306441,Inlämnad,INL,2022-11-18,0,behandling,inträffat,1306440
2206526,Granskad,Granskad,2024-09-26,0,behandling,inträffat,2206524
1709447,Granskad,Granskad,2020-09-09,0,behandling,inträffat,1709445
545137,Justering,JUS,2025-11-13,0,"",inträffat,545135
3340878,Under beredning,UBE,2003-01-30,30,beredning,planerat,3340877
2143010,Inlämning,INL,2008-10-06,13,hantering,inträffat,2143009
530551,Granskning,GKD,2001-10-05,3,hantering,inträffat,530549
336591,Under beredning,UBE,2014-03-06,30,beredning,inträffat,336589
1130439,Granskad,Granskad,2022-11-18,0,behandling,inträffat,1130437
996933,Bordläggning,B,2002-04-05,1,hanvisning,inträffat,996931
416889,Inlämning,INL,2006-10-31,13,hantering,inträffat,416888
1757668,Hänvisning,HÄN,2003-09-25,2,hanvisning,inträffat,1757665
2233439,Utskottsförslag,UFÖR,2001-10-05,4,hantering,inträffat,2233433
566364,Granskad,Granskad,2016-10-03,0,behandling,inträffat,566362
68774,Numrering,NUM,2009-10-06,7,hantering,inträffat,68772
62401,Inlämning,INL,2000-10-05,13,hantering,inträffat,62400
730278,Hänvisad,HÄN,2015-10-13,0,behandling,inträffat,730275
372970,Bordläggning,B,2000-10-11,1,hanvisning,inträffat,372968
1781496,Inlämnad,INL,2016-10-04,0,behandling,inträffat,1781495
3303680,Hänvisad,HÄN,2020-10-14,0,behandling,inträffat,3303677
2059702,Bordläggning,B,2026-01-13,0,"",inträffat,2059697
713217,Hänvisad,HÄN,2015-10-13,0,behandling,inträffat,713215
752581,Bordläggning,B,2012-04-10,2,hanvisning,inträffat,752577
1554423,Hänvisning,HÄN,2007-10-16,2,hanvisning,inträffat,1554419
