embedded_id_vote_date,embedded_id_intressent_id,first_name,last_name,gender,born_year,party,number_ballots,avg_born_year,avg_total_votes,avg_yes_votes,avg_no_votes,avg_abstain_votes,avg_absent_votes,percentage_approved,avg_percentage_yes,avg_percentage_no,avg_percentage_absent,avg_percentage_abstain,avg_percentage_male,total_votes,yes_votes,no_votes,abstain_votes,absent_votes,party_total_votes,party_yes_votes,party_no_votes,party_abstain_votes,party_absent_votes,politician_yes_votes,politician_no_votes,politician_abstain_votes,politician_absent_votes,politician_percentage_yes,politician_percentage_no,politician_percentage_absent,politician_percentage_abstain,party_avg_born_year,party_avg_percentage_male,party_percentage_yes,party_percentage_no,party_percentage_abstain,party_percentage_absent,percentage_yes,percentage_no,percentage_abstain,percentage_absent,party_won_total,party_won_percentage,approved_total,approved_percentage,won_percentage,won_total,rebel_percentage,rebel_total
2022-05-04,0130640724922,Clara,Aranda,KVINNA,1988,SD,20,1973,349,184.50,46.35,58.55,59.60,95.00,52.87,13.28,17.08,16.78,53.01,6980,3690,927,1171,1192,1220,530,106,424,160,10,2,8,0,50.00,10.00,0.00,40.00,1976,75.41,43.44,8.69,34.75,13.11,52.87,13.28,16.78,17.08,11,55.00,19,95.00,55.00,11,0.00,0
2009-05-05,0548843588006,Ingemar,Vänerlöv,MAN,1944,KD,2,1959,349,197.50,76.00,0.50,75.00,100.00,56.59,21.78,21.49,0.15,52.44,698,395,152,1,150,48,40,0,0,8,2,0,0,0,100.00,0.00,0.00,0.00,1954,50.00,83.33,0.00,0.00,16.67,56.59,21.78,0.14,21.49,2,100.00,2,100.00,100.00,2,0.00,0
2003-10-30,0773506435611,Anders,Larsson,MAN,1953,C,10,1954,349,207.10,69.10,17.90,54.90,90.00,59.34,19.80,15.73,5.13,55.01,3490,2071,691,179,549,220,64,100,0,56,4,6,0,0,40.00,60.00,0.00,0.00,1954,54.55,29.09,45.45,0.00,25.45,59.34,19.80,5.13,15.73,5,50.00,9,90.00,50.00,5,0.00,0
2007-11-20,0802826314426,Sofia,Arkelsten,KVINNA,1976,M,1,1958,349,270.00,20.00,0.00,59.00,100.00,77.36,5.73,16.91,0.00,52.72,349,270,20,0,59,97,88,0,0,9,1,0,0,0,100.00,0.00,0.00,0.00,1959,57.73,90.72,0.00,0.00,9.28,77.36,5.73,0.00,16.91,1,100.00,1,100.00,100.00,1,0.00,0
2008-04-03,0371688419616,Lars,Ohly,MAN,1957,V,2,1958,349,186.50,74.50,9.50,78.50,100.00,53.44,21.35,22.50,2.72,53.30,698,373,149,19,157,44,0,18,18,8,0,0,0,2,0.00,0.00,100.00,0.00,1958,36.36,0.00,40.91,40.91,18.18,53.44,21.35,2.72,22.49,0,0.00,2,100.00,0.00,0,0.00,0
2019-12-11,0692076685824,Camilla,Hansén,KVINNA,1976,MP,6,1973,349,224.33,54.33,44.33,26.00,100.00,64.28,15.57,7.45,12.70,52.44,2094,1346,326,266,156,96,90,0,0,6,6,0,0,0,100.00,0.00,0.00,0.00,1978,18.75,93.75,0.00,0.00,6.25,64.28,15.57,12.70,7.45,6,100.00,6,100.00,100.00,6,0.00,0
2009-12-04,0542573140300,Ulf,Nilsson,MAN,1945,L,15,1959,349,176.93,93.80,13.33,64.93,100.00,50.70,26.88,18.61,3.82,53.58,5235,2654,1407,200,974,420,333,0,0,87,15,0,0,0,100.00,0.00,0.00,0.00,1960,42.86,79.29,0.00,0.00,20.71,50.70,26.88,3.82,18.61,15,100.00,15,100.00,100.00,15,0.00,0
2016-01-20,0482927154110,Leif,Jakobsson,MAN,1955,S,1,1969,349,200.00,96.00,19.00,34.00,100.00,57.31,27.51,9.74,5.44,55.30,349,200,96,19,34,113,105,0,0,8,1,0,0,0,100.00,0.00,0.00,0.00,1968,51.33,92.92,0.00,0.00,7.08,57.31,27.51,5.44,9.74,1,100.00,1,100.00,100.00,1,0.00,0
2020-03-12,0547805254924,Jessica,Thunander,KVINNA,1973,V,6,1973,349,205.00,39.50,67.33,37.17,100.00,58.74,11.32,10.65,19.29,52.44,2094,1230,237,404,223,162,96,24,24,18,4,1,1,0,66.67,16.67,0.00,16.67,1975,33.33,59.26,14.81,14.81,11.11,58.74,11.32,19.29,10.65,4,66.00,6,100.00,66.00,4,0.00,0
2019-05-02,069436402021,Tomas,Tobé,MAN,1978,M,10,1973,349,183.10,48.90,81.80,35.20,100.00,52.46,14.01,10.09,23.44,53.01,3490,1831,489,818,352,700,189,125,316,70,3,2,5,0,30.00,20.00,0.00,50.00,1972,44.29,27.00,17.86,45.14,10.00,52.46,14.01,23.44,10.09,3,30.00,10,100.00,30.00,3,0.00,0
2009-04-16,0388920259006,Inger,René,KVINNA,1937,M,3,1958,349,232.00,32.33,0.00,84.67,100.00,66.48,9.27,24.26,0.00,52.15,1047,696,97,0,254,291,235,0,0,56,2,0,0,1,66.67,0.00,33.33,0.00,1959,57.73,80.76,0.00,0.00,19.24,66.48,9.26,0.00,24.26,3,100.00,3,100.00,66.00,2,0.00,0
2010-04-15,0899112324519,Elisabeth,Svantesson,KVINNA,1967,M,2,1959,349,152.50,145.00,0.00,51.50,100.00,43.70,41.55,14.76,0.00,53.01,698,305,290,0,103,192,177,0,0,15,2,0,0,0,100.00,0.00,0.00,0.00,1960,57.29,92.19,0.00,0.00,7.81,43.70,41.55,0.00,14.76,2,100.00,2,100.00,100.00,2,0.00,0
2013-01-31,0482927154110,Leif,Jakobsson,MAN,1955,S,6,1963,349,239.33,37.50,18.17,54.00,100.00,68.58,10.74,15.47,5.21,56.73,2094,1436,225,109,324,672,376,93,89,114,4,1,1,0,66.67,16.67,0.00,16.67,1962,50.89,55.95,13.84,13.24,16.96,68.58,10.74,5.21,15.47,5,83.00,6,100.00,66.00,4,0.00,0
2013-03-19,0542160909628,Andreas,Carlson,MAN,1987,KD,7,1963,349,225.57,55.86,33.43,34.14,100.00,64.63,16.00,9.78,9.58,56.45,2443,1579,391,234,239,133,126,0,0,7,7,0,0,0,100.00,0.00,0.00,0.00,1961,57.89,94.74,0.00,0.00,5.26,64.63,16.00,9.58,9.78,7,100.00,7,100.00,100.00,7,0.00,0
2009-11-05,0798417016112,Kristina,Zakrisson,KVINNA,1956,S,1,1958,349,148.00,138.00,0.00,63.00,100.00,42.41,39.54,18.05,0.00,54.15,349,148,138,0,63,130,0,106,0,24,0,0,0,1,0.00,0.00,100.00,0.00,1958,53.85,0.00,81.54,0.00,18.46,42.41,39.54,0.00,18.05,0,0.00,1,100.00,0.00,0,0.00,0
2022-03-30,0475778011711,Hans,Ekström,MAN,1958,S,23,1973,349,197.57,67.09,27.17,57.17,95.65,56.61,19.22,16.38,7.79,53.30,8027,4544,1543,625,1315,2300,1784,170,0,346,21,2,0,0,91.30,8.70,0.00,0.00,1973,48.00,77.57,7.39,0.00,15.04,56.61,19.22,7.79,16.38,20,86.00,22,95.00,86.00,20,0.00,0
2003-03-27,0280164118408,Tommy,Ternemar,MAN,1947,S,13,1954,349,185.31,93.46,17.69,52.54,100.00,53.10,26.78,15.05,5.07,54.40,4537,2409,1215,230,683,1872,1522,128,0,222,12,1,0,0,92.31,7.69,0.00,0.00,1954,52.78,81.30,6.84,0.00,11.86,53.10,26.78,5.07,15.05,12,92.00,13,100.00,92.00,12,0.00,0
2007-12-10,0224712677012,Johan,Pehrson,MAN,1968,L,11,1958,349,185.36,85.36,10.36,67.91,100.00,53.11,24.46,19.46,2.97,53.01,3839,2039,939,114,747,308,226,0,0,82,2,0,0,9,18.18,0.00,81.82,0.00,1960,46.43,73.38,0.00,0.00,26.62,53.11,24.46,2.97,19.46,11,100.00,11,100.00,18.00,2,0.00,0
2018-04-19,0630820052511,Per-Arne,Håkansson,MAN,1963,S,11,1970,349,206.00,53.64,24.18,65.18,100.00,59.03,15.37,18.67,6.93,54.44,3839,2266,590,266,717,1243,1045,0,0,198,11,0,0,0,100.00,0.00,0.00,0.00,1969,48.67,84.07,0.00,0.00,15.93,59.03,15.37,6.93,18.68,11,100.00,11,100.00,100.00,11,0.00,0
2019-03-28,0130789484021,Mattias,Bäckström Johansson,MAN,1985,SD,19,1973,349,231.16,45.95,26.68,45.21,100.00,66.23,13.17,12.95,7.65,53.30,6631,4392,873,507,859,1178,463,406,232,77,8,7,4,0,42.11,36.84,0.00,21.05,1976,70.97,39.30,34.47,19.69,6.54,66.23,13.17,7.65,12.95,8,42.00,19,100.00,42.00,8,0.00,0
2009-06-08,0745549193810,Stefan,Attefall,MAN,1960,KD,3,1958,349,155.00,149.00,0.00,45.00,100.00,44.41,42.69,12.89,0.00,52.72,1047,465,447,0,135,72,53,0,0,19,3,0,0,0,100.00,0.00,0.00,0.00,1952,54.17,73.61,0.00,0.00,26.39,44.41,42.69,0.00,12.89,3,100.00,3,100.00,100.00,3,0.00,0
2011-10-19,0313210809828,Emil,Källström,MAN,1987,C,3,1963,349,200.33,80.67,21.00,47.00,100.00,57.40,23.11,13.47,6.02,55.01,1047,601,242,63,141,69,60,0,0,9,3,0,0,0,100.00,0.00,0.00,0.00,1963,60.87,86.96,0.00,0.00,13.04,57.40,23.11,6.02,13.47,3,100.00,3,100.00,100.00,3,0.00,0
2007-02-08,0679667648714,Marianne,Berg,KVINNA,1954,V,1,1958,349,152.00,148.00,0.00,49.00,100.00,43.55,42.41,14.04,0.00,52.15,349,152,148,0,49,22,0,18,0,4,0,1,0,0,0.00,100.00,0.00,0.00,1958,36.36,0.00,81.82,0.00,18.18,43.55,42.41,0.00,14.04,0,0.00,1,100.00,0.00,0,0.00,0
2011-12-14,0199751900210,Annelie,Karlsson,KVINNA,1965,S,1,1963,349,203.00,121.00,0.00,25.00,100.00,58.17,34.67,7.16,0.00,55.30,349,203,121,0,25,112,0,105,0,7,0,1,0,0,0.00,100.00,0.00,0.00,1962,51.79,0.00,93.75,0.00,6.25,58.17,34.67,0.00,7.16,0,0.00,1,100.00,0.00,0,0.00,0
2009-11-19,0522460069116,Cecilia,Magnusson,KVINNA,1962,M,4,1959,349,204.75,84.00,5.50,54.75,100.00,58.67,24.07,15.69,1.58,53.87,1396,819,336,22,219,388,336,0,0,52,3,0,0,1,75.00,0.00,25.00,0.00,1959,57.73,86.60,0.00,0.00,13.40,58.67,24.07,1.58,15.69,4,100.00,4,100.00,75.00,3,0.00,0
2017-09-27,0204240926023,Markus,Wiechel,MAN,1988,SD,2,1969,349,267.50,48.50,0.00,33.00,100.00,76.65,13.90,9.46,0.00,53.58,698,535,97,0,66,92,80,0,0,12,2,0,0,0,100.00,0.00,0.00,0.00,1975,78.26,86.96,0.00,0.00,13.04,76.65,13.90,0.00,9.46,2,100.00,2,100.00,100.00,2,0.00,0
2003-05-22,0891897903314,Sven-Erik,Sjöstrand,MAN,1954,V,10,1954,349,217.20,69.00,15.90,46.90,100.00,62.24,19.77,13.44,4.56,55.01,3490,2172,690,159,469,300,195,25,24,56,8,1,1,0,80.00,10.00,0.00,10.00,1953,50.00,65.00,8.33,8.00,18.67,62.23,19.77,4.56,13.44,8,80.00,10,100.00,80.00,8,0.00,0
2009-12-09,0780836041816,Mats,Berglind,MAN,1952,S,7,1959,349,183.57,108.71,2.86,53.86,100.00,52.60,31.15,15.43,0.82,53.58,2443,1285,761,20,377,910,211,561,0,138,2,5,0,0,28.57,71.43,0.00,0.00,1958,53.08,23.19,61.65,0.00,15.16,52.60,31.15,0.82,15.43,2,28.00,7,100.00,28.00,2,0.00,0
2021-02-03,0685749336810,Dag,Larsson,MAN,1960,S,18,1973,349,33.33,13.61,8.06,294.00,100.00,9.55,3.90,84.24,2.31,51.86,6282,600,245,145,5292,1800,224,64,0,1512,0,0,0,18,0.00,0.00,100.00,0.00,1972,50.00,12.44,3.56,0.00,84.00,9.55,3.90,2.31,84.24,14,77.00,18,100.00,0.00,0,0.00,0
2007-04-25,0447198048312,Peter,Eriksson,MAN,1958,MP,3,1958,349,175.33,82.33,6.00,85.33,100.00,50.24,23.59,24.45,1.72,51.58,1047,526,247,18,256,57,23,13,0,21,0,0,0,3,0.00,0.00,100.00,0.00,1964,52.63,40.35,22.81,0.00,36.84,50.24,23.59,1.72,24.45,2,66.00,3,100.00,0.00,0,0.00,0
2007-12-04,0181478122414,Anne Marie,Brodén,KVINNA,1956,M,4,1958,349,184.50,98.00,0.00,66.50,100.00,52.87,28.08,19.06,0.00,53.01,1396,738,392,0,266,388,335,0,0,53,4,0,0,0,100.00,0.00,0.00,0.00,1959,57.73,86.34,0.00,0.00,13.66,52.87,28.08,0.00,19.05,4,100.00,4,100.00,100.00,4,0.00,0
2021-09-29,0671241874717,Elisabeth,Björnsdotter Rahm,KVINNA,1964,M,5,1973,349,242.40,60.00,4.00,42.60,100.00,69.46,17.19,12.20,1.15,52.72,1745,1212,300,20,213,350,180,120,0,50,3,2,0,0,60.00,40.00,0.00,0.00,1972,44.29,51.43,34.29,0.00,14.29,69.46,17.19,1.15,12.21,3,60.00,5,100.00,60.00,3,0.00,0
2009-03-04,0591624095901,Björn,Leivik,MAN,1948,M,2,1959,349,151.00,144.50,0.00,53.50,100.00,43.27,41.41,15.33,0.00,51.86,698,302,289,0,107,194,168,0,0,26,2,0,0,0,100.00,0.00,0.00,0.00,1959,56.70,86.60,0.00,0.00,13.40,43.27,41.40,0.00,15.33,2,100.00,2,100.00,100.00,2,0.00,0
2022-03-31,0427321850912,Lars Mejern,Larsson,MAN,1965,S,25,1973,349,180.20,67.64,37.88,63.28,96.00,51.63,19.38,18.13,10.85,53.30,8725,4505,1691,947,1582,2500,1783,336,0,381,21,4,0,0,84.00,16.00,0.00,0.00,1973,48.00,71.32,13.44,0.00,15.24,51.63,19.38,10.85,18.13,22,88.00,24,96.00,88.00,22,0.00,0
2019-03-13,0170630324419,Per,Schöldberg,MAN,1962,C,16,1973,349,236.63,44.56,29.25,38.56,100.00,67.80,12.77,11.05,8.38,53.30,5584,3786,713,468,617,496,330,0,148,18,11,0,5,0,68.75,0.00,0.00,31.25,1973,58.06,66.53,0.00,29.84,3.63,67.80,12.77,8.38,11.05,12,75.00,16,100.00,68.00,11,0.00,0
2018-01-31,0496341906327,Alexandra,Völker,KVINNA,1989,S,9,1969,349,257.22,58.11,1.67,32.00,100.00,73.70,16.65,9.17,0.48,54.15,3141,2315,523,15,288,1017,945,0,0,72,0,0,0,9,0.00,0.00,100.00,0.00,1969,47.79,92.92,0.00,0.00,7.08,73.70,16.65,0.48,9.17,9,100.00,9,100.00,0.00,0,0.00,0
2025-11-26,0653578338415,Agneta,Nilsson,KVINNA,1956,S,5,1975,349,206.40,68.80,20.80,53.00,100.00,59.14,19.71,15.19,5.96,55.59,1745,1032,344,104,265,530,186,279,0,65,2,3,0,0,40.00,60.00,0.00,0.00,1975,50.94,35.09,52.64,0.00,12.26,59.14,19.71,5.96,15.19,2,40.00,5,100.00,40.00,2,0.00,0
2007-11-15,0875425244515,Ronny,Olander,MAN,1949,S,2,1958,349,157.00,108.50,8.50,75.00,100.00,44.99,31.09,21.49,2.44,52.72,698,314,217,17,150,260,3,201,0,56,0,0,0,2,0.00,0.00,100.00,0.00,1958,49.23,1.15,77.31,0.00,21.54,44.99,31.09,2.44,21.49,0,0.00,2,100.00,0.00,0,0.00,0
2008-11-25,0973474532717,Ibrahim,Baylan,MAN,1972,S,1,1958,349,151.00,142.00,0.00,56.00,100.00,43.27,40.69,16.05,0.00,53.01,349,151,142,0,56,130,0,107,0,23,0,1,0,0,0.00,100.00,0.00,0.00,1959,52.31,0.00,82.31,0.00,17.69,43.27,40.69,0.00,16.05,0,0.00,1,100.00,0.00,0,0.00,0
2017-06-20,0198031297912,Anette,Åkesson,KVINNA,1966,M,32,1969,349,234.88,67.25,17.34,29.53,100.00,67.30,19.27,8.46,4.97,53.58,11168,7516,2152,555,945,2656,1593,685,152,226,21,9,2,0,65.63,28.13,0.00,6.25,1969,49.40,59.98,25.79,5.72,8.51,67.30,19.27,4.97,8.46,21,65.00,32,100.00,65.00,21,0.00,0
2010-05-26,0581480697617,Thomas,Bodström,MAN,1962,S,7,1959,349,193.71,89.57,0.43,65.29,100.00,55.50,25.67,18.71,0.12,53.01,2443,1356,627,3,457,910,301,444,0,165,1,3,0,3,14.29,42.86,42.86,0.00,1959,52.31,33.08,48.79,0.00,18.13,55.51,25.67,0.12,18.71,3,42.00,7,100.00,14.00,1,0.00,0
2008-06-05,0781520322912,Jörgen,Hellman,MAN,1963,S,6,1958,349,173.83,127.50,0.00,47.67,100.00,49.81,36.53,13.66,0.00,53.30,2094,1043,765,0,286,780,117,551,0,112,1,5,0,0,16.67,83.33,0.00,0.00,1958,52.31,15.00,70.64,0.00,14.36,49.81,36.53,0.00,13.66,1,16.00,6,100.00,16.00,1,0.00,0
2015-06-17,0914002106327,Sofia,Fölster,KVINNA,1991,M,4,1969,349,228.50,79.50,10.00,31.00,100.00,65.47,22.78,8.88,2.87,54.73,1396,914,318,40,124,336,225,75,0,36,3,1,0,0,75.00,25.00,0.00,0.00,1968,50.00,66.96,22.32,0.00,10.71,65.47,22.78,2.87,8.88,3,75.00,4,100.00,75.00,3,0.00,0
2007-03-07,0940980416614,Jan,Ericson,MAN,1961,M,11,1958,349,188.73,74.73,11.27,74.27,100.00,54.08,21.41,21.28,3.23,51.84,3839,2076,822,124,817,1067,888,0,0,179,11,0,0,0,100.00,0.00,0.00,0.00,1959,57.73,83.22,0.00,0.00,16.78,54.08,21.41,3.23,21.28,11,100.00,11,100.00,100.00,11,0.00,0
2014-05-27,0861447317415,Thomas,Finnborg,MAN,1954,M,18,1963,349,239.56,57.83,16.00,35.61,100.00,68.64,16.57,10.21,4.58,56.45,6282,4312,1041,288,641,1926,1759,0,0,167,18,0,0,0,100.00,0.00,0.00,0.00,1964,57.01,91.33,0.00,0.00,8.67,68.64,16.57,4.58,10.20,18,100.00,18,100.00,100.00,18,0.00,0
2006-12-11,0903751303011,Catherine,Persson,KVINNA,1965,S,8,1958,349,173.00,106.63,16.00,53.38,100.00,49.57,30.55,15.30,4.59,52.72,2792,1384,853,128,427,1040,136,679,80,145,0,5,0,3,0.00,62.50,37.50,0.00,1958,50.77,13.08,65.29,7.69,13.94,49.57,30.55,4.58,15.29,2,25.00,8,100.00,0.00,0,0.00,0
2012-02-15,0903307301618,Peter,Persson,MAN,1955,S,5,1963,349,201.20,42.20,57.00,48.60,100.00,57.65,12.09,13.92,16.33,55.30,1745,1006,211,285,243,560,185,91,176,108,2,1,2,0,40.00,20.00,0.00,40.00,1962,51.79,33.04,16.25,31.43,19.29,57.65,12.09,16.33,13.93,4,80.00,5,100.00,40.00,2,0.00,0
2015-03-25,0446541913415,Allan,Widman,MAN,1964,L,15,1969,349,190.27,66.00,30.13,62.60,93.33,54.52,18.91,17.94,8.63,55.30,5235,2854,990,452,939,285,126,42,42,75,9,3,3,0,60.00,20.00,0.00,20.00,1968,68.42,44.21,14.74,14.74,26.32,54.52,18.91,8.63,17.94,9,60.00,14,93.00,60.00,9,0.00,0
2012-02-03,0269067253614,Thomas,Strand,MAN,1954,S,6,1963,349,248.67,50.33,7.50,42.50,100.00,71.25,14.42,12.18,2.15,55.30,2094,1492,302,45,255,672,390,191,0,91,4,2,0,0,66.67,33.33,0.00,0.00,1962,51.79,58.04,28.42,0.00,13.54,71.25,14.42,2.15,12.18,4,66.00,6,100.00,66.00,4,0.00,0
2010-02-23,0996403729104,Tone,Tingsgård,KVINNA,1944,S,3,1959,349,152.67,127.33,6.00,63.00,100.00,43.74,36.49,18.05,1.72,53.01,1047,458,382,18,189,390,0,314,0,76,0,1,0,2,0.00,33.33,66.67,0.00,1959,53.08,0.00,80.51,0.00,19.49,43.74,36.49,1.72,18.05,0,0.00,3,100.00,0.00,0,0.00,0
2006-12-12,08644719105,Anna,Lilliehöök,KVINNA,1947,M,10,1958,349,194.90,98.20,6.10,49.80,100.00,55.85,28.14,14.27,1.75,52.72,3490,1949,982,61,498,970,902,0,1,67,10,0,0,0,100.00,0.00,0.00,0.00,1959,57.73,92.99,0.00,0.10,6.91,55.85,28.14,1.75,14.27,10,100.00,10,100.00,100.00,10,0.00,0
2025-05-22,0641953830512,Magnus,Persson,MAN,1970,SD,12,1975,349,201.08,54.25,35.67,58.00,100.00,57.62,15.55,16.62,10.22,55.30,4188,2413,651,428,696,864,630,0,126,108,10,0,2,0,83.33,0.00,0.00,16.67,1977,76.39,72.92,0.00,14.58,12.50,57.62,15.54,10.22,16.62,10,83.00,12,100.00,83.00,10,0.00,0
2020-12-17,0435740736429,Hampus,Hagman,MAN,1987,KD,3,1973,349,29.33,8.33,17.00,294.33,100.00,8.40,2.39,84.34,4.87,51.00,1047,88,25,51,883,66,6,0,3,57,0,0,0,3,0.00,0.00,100.00,0.00,1969,68.18,9.09,0.00,4.55,86.36,8.40,2.39,4.87,84.34,2,66.00,3,100.00,0.00,0,0.00,0
2023-04-27,0506541436524,Sanne,Lennström,KVINNA,1988,S,10,1975,349,180.60,39.60,81.80,47.00,100.00,51.75,11.35,13.47,23.44,52.15,3490,1806,396,818,470,1070,283,95,562,130,3,1,6,0,30.00,10.00,0.00,60.00,1975,47.66,26.45,8.88,52.52,12.15,51.75,11.35,23.44,13.47,4,40.00,10,100.00,30.00,3,0.00,0
2009-12-18,0210198640127,Fredrik,Schulte,MAN,1981,M,1,1959,349,144.00,142.00,1.00,62.00,100.00,41.26,40.69,17.77,0.29,53.30,349,144,142,1,62,97,84,0,1,12,1,0,0,0,100.00,0.00,0.00,0.00,1959,56.70,86.60,0.00,1.03,12.37,41.26,40.69,0.29,17.77,1,100.00,1,100.00,100.00,1,0.00,0
2013-03-15,0236051814311,Mikael,Jansson,MAN,1965,SD,2,1963,349,296.50,22.50,1.00,29.00,100.00,84.96,6.45,8.31,0.29,56.16,698,593,45,2,58,40,36,0,0,4,2,0,0,0,100.00,0.00,0.00,0.00,1966,85.00,90.00,0.00,0.00,10.00,84.96,6.45,0.29,8.31,2,100.00,2,100.00,100.00,2,0.00,0
2021-10-20,0506482805418,Isak,From,MAN,1967,S,1,1973,349,176.00,120.00,0.00,53.00,100.00,50.43,34.38,15.19,0.00,52.44,349,176,120,0,53,100,0,83,0,17,0,1,0,0,0.00,100.00,0.00,0.00,1972,49.00,0.00,83.00,0.00,17.00,50.43,34.38,0.00,15.19,0,0.00,1,100.00,0.00,0,0.00,0
2007-03-15,0962841101917,Annika,Qarlsson,KVINNA,1964,C,5,1958,349,225.00,68.00,3.00,53.00,100.00,64.47,19.48,15.19,0.86,51.52,1745,1125,340,15,265,145,123,0,0,22,4,0,0,1,80.00,0.00,20.00,0.00,1956,54.48,84.83,0.00,0.00,15.17,64.47,19.48,0.86,15.19,5,100.00,5,100.00,80.00,4,0.00,0
2012-11-13,0452755722723,Björn,Söder,MAN,1976,SD,3,1963,349,156.00,101.00,54.00,38.00,100.00,44.70,28.94,10.89,15.47,56.73,1047,468,303,162,114,60,0,0,48,12,0,0,3,0,0.00,0.00,0.00,100.00,1968,85.00,0.00,0.00,80.00,20.00,44.70,28.94,15.47,10.89,0,0.00,3,100.00,0.00,0,0.00,0
2020-01-29,0499755198526,Mattias,Jonsson,MAN,1974,S,6,1973,349,186.17,78.17,54.00,30.67,100.00,53.34,22.40,8.79,15.47,52.72,2094,1117,469,324,184,600,540,0,0,60,6,0,0,0,100.00,0.00,0.00,0.00,1972,51.00,90.00,0.00,0.00,10.00,53.34,22.40,15.47,8.79,6,100.00,6,100.00,100.00,6,0.00,0
2022-03-02,0604459858621,Emilia,Töyrä,KVINNA,1985,S,31,1973,349,218.65,61.52,12.74,56.10,96.77,62.65,17.63,16.08,3.65,53.58,10819,6778,1907,395,1739,3100,2412,254,0,434,28,3,0,0,90.32,9.68,0.00,0.00,1973,49.00,77.81,8.19,0.00,14.00,62.65,17.63,3.65,16.07,27,87.00,30,96.00,87.00,27,0.00,0
2025-12-10,0229627943828,Jytte,Guteland,KVINNA,1979,S,4,1975,349,246.25,46.00,1.50,55.25,100.00,70.56,13.18,15.83,0.43,55.30,1396,985,184,6,221,424,276,92,0,56,3,1,0,0,75.00,25.00,0.00,0.00,1975,51.89,65.09,21.70,0.00,13.21,70.56,13.18,0.43,15.83,3,75.00,4,100.00,75.00,3,0.00,0
2011-12-06,0872978640827,Helena,Leander,KVINNA,1982,MP,2,1963,349,181.50,144.00,0.00,23.50,100.00,52.01,41.26,6.74,0.00,55.59,698,363,288,0,47,50,1,49,0,0,0,2,0,0,0.00,100.00,0.00,0.00,1964,52.00,2.00,98.00,0.00,0.00,52.01,41.26,0.00,6.73,0,0.00,2,100.00,0.00,0,0.00,0
2024-04-03,0764949934324,Ulrika,Heindorff,KVINNA,1983,M,28,1975,349,207.29,53.86,39.75,48.11,100.00,59.39,15.43,13.78,11.39,52.44,9772,5804,1508,1113,1347,1904,1680,0,0,224,28,0,0,0,100.00,0.00,0.00,0.00,1976,50.00,88.24,0.00,0.00,11.76,59.39,15.43,11.39,13.78,28,100.00,28,100.00,100.00,28,0.00,0
2004-03-25,0136310791918,Marie,Granlund,KVINNA,1962,S,6,1954,349,213.17,70.17,17.83,47.83,83.33,61.08,20.11,13.71,5.11,54.87,2094,1279,421,107,287,864,763,0,0,101,6,0,0,0,100.00,0.00,0.00,0.00,1954,52.08,88.31,0.00,0.00,11.69,61.08,20.11,5.11,13.71,5,83.00,5,83.00,83.00,5,0.00,0
2010-05-01,0455256796113,Christer,Winbäck,MAN,1953,L,1,1959,349,136.00,130.00,0.00,83.00,100.00,38.97,37.25,23.78,0.00,53.01,349,136,130,0,83,28,22,0,0,6,1,0,0,0,100.00,0.00,0.00,0.00,1960,42.86,78.57,0.00,0.00,21.43,38.97,37.25,0.00,23.78,1,100.00,1,100.00,100.00,1,0.00,0
2003-10-23,0701525641715,Bo,Bernhardsson,MAN,1949,S,1,1954,349,222.00,42.00,17.00,68.00,100.00,63.61,12.03,19.48,4.87,55.30,349,222,42,17,68,144,121,0,0,23,1,0,0,0,100.00,0.00,0.00,0.00,1954,52.08,84.03,0.00,0.00,15.97,63.61,12.03,4.87,19.48,1,100.00,1,100.00,100.00,1,0.00,0
2017-04-06,0679228585116,Per,Åsling,MAN,1957,C,24,1969,349,210.67,47.25,19.58,71.50,100.00,60.36,13.54,20.49,5.61,53.58,8376,5056,1134,470,1716,528,195,104,60,169,13,7,4,0,54.17,29.17,0.00,16.67,1967,63.64,36.93,19.70,11.36,32.01,60.36,13.54,5.61,20.49,13,54.00,24,100.00,54.00,13,0.00,0
2025-03-20,0519740099915,Saila,Quicklund,KVINNA,1961,M,4,1975,349,203.50,32.25,55.00,58.25,100.00,58.31,9.24,16.69,15.76,56.16,1396,814,129,220,233,272,236,0,0,36,4,0,0,0,100.00,0.00,0.00,0.00,1975,52.94,86.76,0.00,0.00,13.24,58.31,9.24,15.76,16.69,4,100.00,4,100.00,100.00,4,0.00,0
2017-04-27,0257612529618,Kenneth G,Forslund,MAN,1967,S,7,1969,349,193.00,46.57,32.14,77.29,100.00,55.30,13.34,22.14,9.21,53.87,2443,1351,326,225,541,791,623,0,0,168,0,0,0,7,0.00,0.00,100.00,0.00,1969,47.79,78.76,0.00,0.00,21.24,55.30,13.34,9.21,22.14,7,100.00,7,100.00,0.00,0,0.00,0
2013-05-15,0210198640127,Fredrik,Schulte,MAN,1981,M,11,1963,349,231.45,76.45,1.64,39.45,100.00,66.32,21.91,11.30,0.47,56.16,3839,2546,841,18,434,1177,1077,0,0,100,11,0,0,0,100.00,0.00,0.00,0.00,1965,57.01,91.50,0.00,0.00,8.50,66.32,21.91,0.47,11.31,11,100.00,11,100.00,100.00,11,0.00,0
