person_reference_id,total_documents,party_motions,individual_motions,follow_up_motions,committee_motions,multi_party_motions,party_motions_pct,individual_motions_pct,committee_motions_pct,first_document_date,last_document_date,years_active,docs_per_year,documents_last_year,propositions,government_communications,document_types,activity_profile,activity_level,collaboration_percentage
0516879803714,67,13,46,0,8,0,19.4,68.7,11.9,2010-10-27,2013-01-09,2,33.5,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Individual-focused,Medium,0.0
0637784834317,29,0,29,0,0,0,0.0,100.0,0.0,2020-10-02,2021-10-01,0,,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0584506101017,35,0,18,0,17,0,0.0,51.4,48.6,2021-09-27,2022-06-15,0,,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Low,0.0
0560770565308,77,2,29,0,35,2,2.6,37.7,45.5,2000-01-21,2002-06-13,2,38.5,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,Medium,2.6
0587985033012,273,1,233,0,33,4,0.4,85.3,12.1,2000-10-04,2010-04-01,9,30.3,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,1.5
0859909330720,174,0,157,0,17,0,0.0,90.2,9.8,2022-11-22,2026-04-29,3,58.0,44,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,High,0.0
0181728423812,59,0,57,0,0,2,0.0,96.6,0.0,2006-10-31,2013-12-02,7,8.4,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion}",Individual-focused,Medium,3.4
0249261021627,5,0,3,0,2,0,0.0,60.0,40.0,2021-01-15,2021-02-10,0,,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Low,0.0
0622185335615,17,0,3,0,12,0,0.0,17.6,70.6,2000-10-04,2001-05-02,0,,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Kommittémotion}",Committee-focused,Low,0.0
039984931601,486,90,1,1,388,6,18.5,0.2,79.8,2006-10-31,2014-08-13,7,69.4,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Följdmotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,Very High,1.2
0373223420310,66,0,66,0,0,0,0.0,100.0,0.0,2014-11-06,2017-10-04,2,33.0,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Medium,0.0
0780069612618,254,0,242,0,8,4,0.0,95.3,3.1,2002-10-23,2010-04-07,7,36.3,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,Very High,1.6
0640669898710,464,72,123,3,240,26,15.5,26.5,51.7,2004-11-23,2014-06-16,9,51.6,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Följdmotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,5.6
041424287315,77,4,18,0,51,3,5.2,23.4,66.2,2000-10-05,2002-04-09,1,77.0,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,Medium,3.9
0347247788013,88,5,17,0,61,0,5.7,19.3,69.3,2000-03-13,2002-06-12,2,44.0,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,Medium,0.0
0222102752213,17,0,17,0,0,0,0.0,100.0,0.0,2022-11-15,2025-10-06,2,8.5,5,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0658668232410,312,23,151,0,113,14,7.4,48.4,36.2,2000-02-09,2015-04-07,15,20.8,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,4.5
0211726202212,70,0,62,0,0,8,0.0,88.6,0.0,2006-10-31,2009-10-07,2,35.0,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion}",Individual-focused,Medium,11.4
0262017901513,294,101,25,0,137,8,34.4,8.5,46.6,2000-03-08,2019-10-31,19,15.5,0,1,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion,prop:prop}",Party-focused,Very High,2.7
0989755177525,9,0,4,0,5,0,0.0,44.4,55.6,2018-10-01,2020-01-17,1,9.0,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Committee-focused,Low,0.0
0316177736318,128,10,20,0,84,14,7.8,15.6,65.6,2002-10-07,2006-05-23,3,42.7,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,High,10.9
0281670919717,161,0,76,0,85,0,0.0,47.2,52.8,2018-10-11,2025-10-02,6,26.8,7,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Committee-focused,High,0.0
0787533297400,80,4,62,0,13,1,5.0,77.5,16.3,2006-10-31,2017-10-05,10,8.0,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Medium,1.3
0157062733618,291,29,159,4,97,1,10.0,54.6,33.3,2010-10-19,2019-10-03,8,36.4,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,""mot:Fristående motion"",mot:Följdmotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,0.3
0235974887200,382,26,348,0,0,3,6.8,91.1,0.0,2000-04-28,2016-10-05,16,23.9,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Partimotion}",Individual-focused,Very High,0.8
0939158389321,254,155,0,0,99,0,61.0,0.0,39.0,2022-10-07,2026-06-12,3,84.7,86,0,0,"{mot:Kommittémotion,mot:Partimotion}",Party-focused,Very High,0.0
0235326752716,69,0,66,0,0,3,0.0,95.7,0.0,2006-10-31,2009-10-06,2,34.5,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion}",Individual-focused,Medium,4.3
0200426688007,50,0,16,0,22,4,0.0,32.0,44.0,2000-03-21,2002-06-13,2,25.0,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Committee-focused,Low,8.0
0139948283718,145,25,39,3,75,3,17.2,26.9,51.7,2010-10-19,2017-10-05,6,24.2,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Följdmotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,High,2.1
0252641216303,108,0,103,0,3,0,0.0,95.4,2.8,2000-10-05,2005-10-05,5,21.6,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,High,0.0
0238588409223,411,63,212,2,75,39,15.3,51.6,18.2,2002-10-07,2019-09-30,16,25.7,0,20,3,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Följdmotion,mot:Kommittémotion,mot:Partimotion,prop:prop,prop:skr}",Individual-focused,Very High,10.0
0480339311713,257,32,97,0,110,17,12.5,37.7,42.8,2010-10-21,2018-06-13,7,36.7,0,0,0,"{mot:,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,6.6
0567603564903,9,0,7,0,0,1,0.0,77.8,0.0,2000-10-05,2001-10-05,1,9.0,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion}",Individual-focused,Low,11.1
0985426914829,149,19,38,0,92,0,12.8,25.5,61.7,2022-11-22,2026-06-16,3,49.7,45,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,High,0.0
0709749259417,9,0,9,0,0,0,0.0,100.0,0.0,2015-10-01,2017-10-05,2,4.5,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0591055036519,109,16,27,0,63,3,14.7,24.8,57.8,2002-10-23,2025-10-07,22,5.0,9,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,High,2.8
0332753845811,218,87,63,0,47,15,39.9,28.9,21.6,2000-01-21,2006-04-05,6,36.3,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,Very High,6.9
0703330864716,6,0,6,0,0,0,0.0,100.0,0.0,2011-10-04,2011-10-05,0,,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0664794700308,1,0,0,0,0,0,0.0,0.0,0.0,2000-02-09,2000-02-09,0,,0,0,0,{mot:-},Mixed,Low,0.0
0897334717419,135,0,0,0,0,0,0.0,0.0,0.0,2022-12-06,2026-06-23,3,45.0,59,135,26,"{prop:prop,prop:skr}",Mixed,High,
0648161048508,19,0,1,0,18,0,0.0,5.3,94.7,2001-10-05,2002-06-13,0,,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Committee-focused,Low,0.0
0299937536814,122,0,79,0,42,1,0.0,64.8,34.4,2010-10-20,2017-10-04,6,20.3,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,High,0.8
0384833975200,270,120,7,0,129,2,44.4,2.6,47.8,2000-01-21,2005-11-23,5,54.0,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,Very High,0.7
0920901966627,426,202,0,0,224,0,47.4,0.0,52.6,2018-10-08,2026-06-12,7,60.9,95,0,0,"{mot:Kommittémotion,mot:Partimotion}",Party-focused,Very High,0.0
0639398547124,22,7,1,0,14,0,31.8,4.5,63.6,2022-11-16,2023-04-05,0,,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Party-focused,Low,0.0
0389795960120,6,3,0,0,3,0,50.0,0.0,50.0,2022-03-02,2022-05-18,0,,0,0,0,"{mot:Kommittémotion,mot:Partimotion}",Party-focused,Low,0.0
0138741628520,403,5,60,0,337,0,1.2,14.9,83.6,2014-11-07,2026-04-28,11,36.6,2,0,0,"{mot:,""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,0.0
0103279988010,32,0,0,0,0,0,0.0,0.0,0.0,2017-09-11,2019-01-22,1,32.0,0,32,5,"{prop:prop,prop:skr}",Mixed,Low,
0494242537816,190,13,77,0,100,0,6.8,40.5,52.6,2018-10-10,2025-10-07,6,31.7,19,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,High,0.0
0125056691517,326,2,239,0,79,4,0.6,73.3,24.2,2009-09-25,2018-10-16,9,36.2,0,0,0,"{mot:,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,1.2
0992800527915,37,0,0,0,0,0,0.0,0.0,0.0,2016-06-14,2022-10-13,6,6.2,0,37,13,"{prop:prop,prop:skr}",Mixed,Low,
089246126523,221,0,196,0,24,1,0.0,88.7,10.9,2010-10-19,2021-10-05,10,22.1,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,Very High,0.5
0871076471012,134,0,130,0,0,1,0.0,97.0,0.0,2000-04-05,2005-10-18,5,26.8,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion}",Individual-focused,High,0.7
0649200228012,16,0,15,0,1,0,0.0,93.8,6.3,2007-02-05,2009-10-01,2,8.0,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Low,0.0
0717363246311,88,0,17,0,71,0,0.0,19.3,80.7,2022-11-22,2025-10-07,2,44.0,8,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Committee-focused,Medium,0.0
0371688419616,568,345,1,0,195,24,60.7,0.2,34.3,2000-04-12,2014-08-29,14,40.6,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,Very High,4.2
0880137451720,236,27,29,0,180,0,11.4,12.3,76.3,2015-10-05,2026-05-13,10,23.6,83,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,0.0
0483837558914,194,0,181,0,13,0,0.0,93.3,6.7,2010-10-26,2017-10-04,6,32.3,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,High,0.0
0627722735100,209,54,70,0,52,25,25.8,33.5,24.9,2000-04-06,2006-05-05,6,34.8,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,12.0
0525562399327,32,0,32,0,0,0,0.0,100.0,0.0,2022-11-15,2025-10-06,2,16.0,15,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0239948123229,86,14,55,0,17,0,16.3,64.0,19.8,2010-10-27,2013-01-16,2,43.0,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Individual-focused,Medium,0.0
0679667648714,524,145,1,0,355,23,27.7,0.2,67.7,2006-10-31,2014-08-29,7,74.9,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,Very High,4.4
0356767744510,76,53,13,0,7,3,69.7,17.1,9.2,2002-10-23,2006-05-10,3,25.3,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,Medium,3.9
0565167965311,402,7,344,0,39,12,1.7,85.6,9.7,2006-10-31,2017-10-04,10,40.2,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,3.0
0277648711624,139,0,139,0,0,0,0.0,100.0,0.0,2015-10-02,2021-10-05,6,23.2,0,0,0,"{""mot:Enskild motion""}",Individual-focused,High,0.0
0105689536302,41,0,27,0,0,14,0.0,65.9,0.0,2006-10-31,2010-04-16,3,13.7,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion}",Individual-focused,Low,34.1
0468956880528,280,5,110,0,165,0,1.8,39.3,58.9,2014-11-06,2025-10-02,10,28.0,3,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,0.0
0701022001100,1,0,1,0,0,0,0.0,100.0,0.0,2009-11-05,2009-11-05,0,,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0986091320811,204,26,69,0,109,0,12.7,33.8,53.4,2021-04-07,2026-04-29,5,40.8,42,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,0.0
0523902030928,105,3,83,0,19,0,2.9,79.0,18.1,2018-11-22,2026-05-13,7,15.0,19,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Individual-focused,High,0.0
0796312429425,133,0,97,0,36,0,0.0,72.9,27.1,2018-11-28,2025-10-03,6,22.2,10,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,High,0.0
0905755961314,197,0,94,0,65,27,0.0,47.7,33.0,2000-02-09,2014-05-08,14,14.1,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,High,13.7
0296384583518,162,0,138,0,24,0,0.0,85.2,14.8,2016-10-03,2026-05-13,9,18.0,24,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,High,0.0
0247856302113,247,45,31,0,154,17,18.2,12.6,62.3,2006-10-31,2010-05-10,3,82.3,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,Very High,6.9
0677210453318,38,2,3,0,33,0,5.3,7.9,86.8,2006-10-31,2007-09-21,0,,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,Low,0.0
0921688244311,70,0,63,0,0,7,0.0,90.0,0.0,2006-10-31,2009-10-09,2,35.0,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion}",Individual-focused,Medium,10.0
033935884729,379,32,171,0,176,0,8.4,45.1,46.4,2018-10-10,2026-05-13,7,54.1,64,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,0.0
0405594274208,63,0,56,0,7,0,0.0,88.9,11.1,2022-11-22,2025-10-07,2,31.5,17,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Medium,0.0
0591624095901,110,1,43,0,57,3,0.9,39.1,51.8,2000-04-06,2009-10-05,9,12.2,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,High,2.7
0744139167426,209,21,109,0,78,0,10.0,52.2,37.3,2014-11-06,2025-02-05,10,20.9,0,0,0,"{mot:,""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,0.0
0446541913415,741,115,170,0,440,15,15.5,22.9,59.4,2002-10-22,2022-06-08,19,39.0,0,0,0,"{mot:,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,2.0
0654147472012,15,0,15,0,0,0,0.0,100.0,0.0,2007-09-28,2007-10-09,0,,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
031414803913,121,96,5,0,9,11,79.3,4.1,7.4,2001-10-31,2011-05-04,9,13.4,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,High,9.1
0285527517421,54,0,16,0,38,0,0.0,29.6,70.4,2018-10-10,2021-11-02,3,18.0,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Committee-focused,Medium,0.0
0166402877505,341,76,20,0,226,9,22.3,5.9,66.3,2000-02-09,2006-06-08,6,56.8,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,Very High,2.6
0133282248705,255,18,108,0,106,16,7.1,42.4,41.6,2000-02-09,2009-10-06,9,28.3,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,6.3
030110584526,1,0,0,0,1,0,0.0,0.0,100.0,2025-12-11,2025-12-11,0,,1,0,0,{mot:Kommittémotion},Committee-focused,Low,0.0
0951422950012,2,1,0,0,1,0,50.0,0.0,50.0,2003-11-27,2003-12-11,0,,0,0,0,"{mot:Kommittémotion,mot:Partimotion}",Party-focused,Low,0.0
0560258077929,8,0,8,0,0,0,0.0,100.0,0.0,2012-10-04,2013-12-13,1,8.0,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0521260619925,78,0,60,0,18,0,0.0,76.9,23.1,2021-09-28,2026-04-15,4,19.5,13,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Medium,0.0
0262525788220,13,0,13,0,0,0,0.0,100.0,0.0,2022-11-22,2023-10-05,0,,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0227531635413,226,0,174,0,52,0,0.0,77.0,23.0,2014-11-10,2025-10-07,10,22.6,12,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Very High,0.0
0999976269027,135,14,29,0,92,0,10.4,21.5,68.1,2018-11-28,2026-05-29,7,19.3,91,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,High,0.0
0442073683012,115,0,96,0,19,0,0.0,83.5,16.5,2022-11-22,2026-05-13,3,38.3,38,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,High,0.0
0178323535715,125,0,70,0,55,0,0.0,56.0,44.0,2022-11-22,2026-04-01,3,41.7,31,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,High,0.0
0516528386117,256,2,177,0,68,9,0.8,69.1,26.6,2006-10-31,2026-04-29,19,13.5,11,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,3.5
0602744999917,158,19,48,0,91,0,12.0,30.4,57.6,2022-11-02,2025-10-07,2,79.0,33,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,High,0.0
0214849275619,51,14,18,0,18,1,27.5,35.3,35.3,2007-09-20,2008-11-19,1,51.0,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Medium,2.0
0766496753128,292,106,88,0,88,9,36.3,30.1,30.1,2006-10-31,2025-10-07,18,16.2,7,0,0,"{mot:,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,Very High,3.1
0564126739422,315,0,236,0,79,0,0.0,74.9,25.1,2010-10-25,2022-05-09,11,28.6,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Very High,0.0
0538494048717,86,4,22,0,60,0,4.7,25.6,69.8,2018-10-10,2022-05-31,3,28.7,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,Medium,0.0
0599736947819,270,0,110,0,137,7,0.0,40.7,50.7,2000-03-24,2012-08-24,12,22.5,0,0,0,"{mot:,mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Committee-focused,Very High,2.6
0847676507229,192,19,74,0,99,0,9.9,38.5,51.6,2005-10-21,2026-05-04,20,9.6,44,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,High,0.0
0338458649710,124,23,59,0,42,0,18.5,47.6,33.9,2007-10-05,2018-04-11,10,12.4,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Individual-focused,High,0.0
0599003208801,112,9,24,0,63,16,8.0,21.4,56.3,2002-10-07,2006-05-12,3,37.3,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,High,14.3
0922497728524,144,8,42,0,20,0,5.6,29.2,13.9,2013-10-07,2026-04-28,12,12.0,11,74,21,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion,prop:prop,prop:skr}",Individual-focused,High,0.0
0229627943828,87,0,62,0,25,0,0.0,71.3,28.7,2022-11-21,2026-05-04,3,29.0,23,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Medium,0.0
078822921217,12,0,12,0,0,0,0.0,100.0,0.0,2000-10-05,2001-10-05,1,12.0,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0954072997110,69,0,69,0,0,0,0.0,100.0,0.0,2014-11-06,2018-01-19,3,23.0,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Medium,0.0
0281408160607,132,43,42,0,37,5,32.6,31.8,28.0,2000-03-08,2004-05-07,4,33.0,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,High,3.8
0495314169413,189,0,153,0,35,0,0.0,81.0,18.5,2010-10-25,2018-04-25,7,27.0,0,0,0,"{mot:,""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,High,0.0
0901257862125,693,296,3,0,357,33,42.7,0.4,51.5,2006-10-31,2017-05-08,10,69.3,0,0,0,"{mot:,""mot:Enskild motion"",mot:Flerpartimotion,""mot:Fristående motion"",mot:Kommittémotion,mot:Partimotion}",Party-focused,Very High,4.8
0961349903416,5,0,1,3,1,0,0.0,20.0,20.0,2013-04-02,2013-05-13,0,,0,0,0,"{""mot:Enskild motion"",mot:Följdmotion,mot:Kommittémotion}",Individual-focused,Low,0.0
0469084171710,386,27,37,0,322,0,7.0,9.6,83.4,2022-10-11,2026-06-10,3,128.7,126,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,0.0
0512645510895,54,0,38,0,16,0,0.0,70.4,29.6,2023-10-03,2026-04-15,2,27.0,24,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Medium,0.0
0838210948212,105,54,12,0,19,0,51.4,11.4,18.1,2000-03-08,2002-05-02,2,52.5,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Party-focused,High,0.0
0150118366721,363,87,1,0,274,0,24.0,0.3,75.5,2014-10-29,2024-06-11,9,40.3,0,0,0,"{mot:,""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Party-focused,Very High,0.0
0308306375022,265,107,59,0,94,5,40.4,22.3,35.5,2010-10-21,2022-05-04,11,24.1,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,Very High,1.9
0210198640127,212,0,165,0,43,3,0.0,77.8,20.3,2006-11-01,2022-02-16,15,14.1,0,0,0,"{mot:,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,Very High,1.4
0902086611116,571,122,8,0,395,46,21.4,1.4,69.2,2006-10-31,2014-08-29,7,81.6,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,Very High,8.1
0534173087404,109,2,102,0,1,0,1.8,93.6,0.9,2000-04-13,2005-10-18,5,21.8,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Individual-focused,High,0.0
0236004923301,185,132,21,0,22,2,71.4,11.4,11.9,2000-02-09,2007-05-21,7,26.4,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,High,1.1
0911067396229,153,0,136,0,17,0,0.0,88.9,11.1,2017-09-29,2026-04-29,8,19.1,26,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,High,0.0
0383650546828,3,0,0,0,0,0,0.0,0.0,0.0,2014-12-19,2015-04-09,0,,0,3,0,{prop:prop},Mixed,Low,
0231938174010,4,0,4,0,0,0,0.0,100.0,0.0,2013-10-02,2013-12-10,0,,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0926477102420,52,0,52,0,0,0,0.0,100.0,0.0,2022-11-21,2025-10-07,2,26.0,30,0,0,"{""mot:Enskild motion""}",Individual-focused,Medium,0.0
019623784404,327,2,142,0,135,36,0.6,43.4,41.3,2000-01-21,2006-05-17,6,54.5,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,11.0
0194498232620,413,1,393,0,17,0,0.2,95.2,4.1,2010-10-21,2021-10-04,10,41.3,0,0,0,"{mot:,""mot:Enskild motion"",""mot:Fristående motion"",mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,0.0
0292756653724,152,0,75,0,70,7,0.0,49.3,46.1,2002-10-07,2013-12-13,11,13.8,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,High,4.6
0817472556307,65,17,28,0,10,3,26.2,43.1,15.4,2000-02-09,2002-06-12,2,32.5,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Medium,4.6
0597298079716,59,0,56,0,0,3,0.0,94.9,0.0,2006-10-31,2009-10-14,2,29.5,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion}",Individual-focused,Medium,5.1
0873650166625,33,0,33,0,0,0,0.0,100.0,0.0,2019-09-27,2020-10-05,1,33.0,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
