person_reference_id,total_documents,party_motions,individual_motions,follow_up_motions,committee_motions,multi_party_motions,party_motions_pct,individual_motions_pct,committee_motions_pct,first_document_date,last_document_date,years_active,docs_per_year,documents_last_year,propositions,government_communications,document_types,activity_profile,activity_level,collaboration_percentage
0993294767708,144,1,29,0,105,6,0.7,20.1,72.9,2000-04-05,2005-11-01,5,28.8,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,High,4.2
0919433006307,151,25,64,3,57,2,16.6,42.4,37.7,2010-10-25,2014-06-16,3,50.3,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Följdmotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,High,1.3
0321691108412,6,0,0,0,0,0,0.0,0.0,0.0,2022-03-22,2022-09-06,0,,0,6,1,"{prop:prop,prop:skr}",Mixed,Low,
0576122429317,18,0,17,0,1,0,0.0,94.4,5.6,2022-11-21,2025-10-07,2,9.0,9,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Low,0.0
0752691002718,147,0,113,0,31,0,0.0,76.9,21.1,2010-10-11,2021-10-05,10,14.7,0,0,0,"{mot:,""mot:Enskild motion"",""mot:Fristående motion"",mot:Kommittémotion}",Individual-focused,High,0.0
0333193598116,214,5,96,0,113,0,2.3,44.9,52.8,2018-10-10,2025-10-06,6,35.7,19,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,0.0
0115607185214,139,12,48,0,72,7,8.6,34.5,51.8,2002-10-23,2006-05-05,3,46.3,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,High,5.0
036926802512,16,0,8,0,8,0,0.0,50.0,50.0,2025-09-30,2026-04-29,0,,16,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Low,0.0
0191486414825,9,0,0,0,0,0,0.0,0.0,0.0,2022-01-18,2022-06-21,0,,0,9,0,{prop:prop},Mixed,Low,
0895706637124,21,0,19,0,2,0,0.0,90.5,9.5,2010-10-27,2019-05-08,8,2.6,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Low,0.0
0225823431305,267,0,85,0,157,11,0.0,31.8,58.8,2000-03-24,2006-06-14,6,44.5,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Committee-focused,Very High,4.1
012576033427,300,0,269,0,26,5,0.0,89.7,8.7,2007-09-28,2019-10-03,12,25.0,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,Very High,1.7
0797642182211,41,0,39,0,0,2,0.0,95.1,0.0,2006-11-01,2010-04-07,3,13.7,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion}",Individual-focused,Low,4.9
0723133822026,51,0,51,0,0,0,0.0,100.0,0.0,2022-11-23,2025-10-06,2,25.5,15,0,0,"{""mot:Enskild motion""}",Individual-focused,Medium,0.0
0334816698724,50,1,18,0,7,0,2.0,36.0,14.0,2016-05-26,2021-12-01,5,10.0,0,24,6,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion,prop:prop,prop:skr}",Individual-focused,Low,0.0
0210444373111,279,27,25,0,227,0,9.7,9.0,81.4,2022-10-31,2026-05-29,3,93.0,90,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Party-focused,Very High,0.0
04571388712,43,0,43,0,0,0,0.0,100.0,0.0,2022-11-21,2025-10-06,2,21.5,21,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
023001325318,56,0,0,0,0,0,0.0,0.0,0.0,2022-12-28,2026-05-06,3,18.7,44,56,8,"{prop:prop,prop:skr}",Mixed,Medium,
0979278953316,270,11,17,0,229,13,4.1,6.3,84.8,2006-10-31,2010-05-03,3,90.0,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,4.8
0254695027922,286,16,13,0,257,0,5.6,4.5,89.9,2017-09-19,2026-05-13,8,35.8,36,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Party-focused,Very High,0.0
0828690288413,10,0,0,0,0,0,0.0,0.0,0.0,2020-03-19,2022-06-08,2,5.0,0,10,6,"{prop:prop,prop:skr}",Mixed,Low,
0891897903314,257,7,56,0,177,11,2.7,21.8,68.9,2000-02-09,2006-04-18,6,42.8,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,4.3
0982795248728,273,55,7,0,180,2,20.1,2.6,65.9,2003-06-10,2026-06-25,23,11.9,11,28,12,"{mot:,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion,prop:prop,prop:skr}",Party-focused,Very High,0.8
0792716417210,342,241,1,0,89,2,70.5,0.3,26.0,2000-02-09,2006-04-18,6,57.0,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,Very High,0.6
0551169456620,27,0,0,0,0,0,0.0,0.0,0.0,2014-11-06,2017-04-06,2,13.5,0,27,7,"{prop:prop,prop:skr}",Mixed,Low,
0322827326923,138,47,52,0,39,0,34.1,37.7,28.3,2018-10-01,2022-06-08,3,46.0,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Individual-focused,High,0.0
0506857137319,1,0,1,0,0,0,0.0,100.0,0.0,2006-11-17,2006-11-17,0,,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0959102638818,231,19,97,0,98,17,8.2,42.0,42.4,2002-10-23,2014-08-11,11,21.0,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,7.4
0191823608408,263,1,90,0,140,15,0.4,34.2,53.2,2000-02-09,2002-06-13,2,131.5,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,5.7
0714579775816,467,23,302,0,112,14,4.9,64.7,24.0,2000-01-21,2017-10-05,17,27.5,0,0,0,"{mot:,mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,3.0
0529963707818,65,0,64,0,0,0,0.0,98.5,0.0,2000-06-29,2005-10-05,5,13.0,0,0,0,"{mot:-,""mot:Enskild motion""}",Individual-focused,Medium,0.0
0892978334516,100,1,21,0,77,1,1.0,21.0,77.0,2009-10-02,2022-06-08,12,8.3,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,Medium,1.0
0172220256016,317,25,159,2,124,6,7.9,50.2,39.1,2010-10-20,2018-01-19,7,45.3,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,""mot:Fristående motion"",mot:Följdmotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,1.9
0201207390210,114,3,18,0,93,0,2.6,15.8,81.6,2018-10-10,2022-03-17,3,38.0,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,High,0.0
0136310791918,265,33,180,0,47,5,12.5,67.9,17.7,2000-10-05,2017-10-04,16,16.6,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,1.9
0644591005314,3,0,3,0,0,0,0.0,100.0,0.0,2017-03-30,2017-03-30,0,,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0229350341619,200,7,0,0,193,0,3.5,0.0,96.5,2018-10-08,2026-05-21,7,28.6,34,0,0,"{mot:Kommittémotion,mot:Partimotion}",Party-focused,High,0.0
0887345842319,479,1,103,0,334,30,0.2,21.5,69.7,2000-02-09,2009-10-06,9,53.2,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,6.3
0794602231002,14,0,12,0,0,1,0.0,85.7,0.0,2000-10-04,2001-10-05,1,14.0,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion}",Individual-focused,Low,7.1
0288805051019,228,29,131,0,54,14,12.7,57.5,23.7,2002-10-23,2014-08-29,11,20.7,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,6.1
0548843588006,527,0,240,0,275,11,0.0,45.5,52.2,2000-02-24,2009-10-06,9,58.6,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Committee-focused,Very High,2.1
0613297818326,221,0,205,0,16,0,0.0,92.8,7.2,2014-11-06,2026-04-29,11,20.1,37,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Very High,0.0
0911990886006,26,0,20,0,0,6,0.0,76.9,0.0,2006-10-31,2010-04-16,3,8.7,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion}",Individual-focused,Low,23.1
0463606088610,230,1,104,0,106,19,0.4,45.2,46.1,2002-10-23,2009-10-06,6,38.3,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,8.3
0409551181119,23,0,23,0,0,0,0.0,100.0,0.0,2010-10-25,2013-12-19,3,7.7,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0879014196003,44,24,9,1,10,0,54.5,20.5,22.7,2010-10-27,2016-04-27,5,8.8,0,0,0,"{""mot:Enskild motion"",mot:Följdmotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,Low,0.0
0602796111612,121,8,46,0,57,9,6.6,38.0,47.1,2002-10-23,2012-08-24,9,13.4,0,0,0,"{mot:,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,High,7.4
0797281536419,23,0,17,0,6,0,0.0,73.9,26.1,2013-10-07,2014-08-13,0,,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Low,0.0
0957513768616,28,0,28,0,0,0,0.0,100.0,0.0,2011-09-30,2014-01-16,2,14.0,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0947134226212,19,0,17,0,2,0,0.0,89.5,10.5,2025-10-02,2025-10-07,0,,19,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Low,0.0
0435740736429,159,0,37,0,122,0,0.0,23.3,76.7,2018-10-10,2022-06-08,3,53.0,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Committee-focused,High,0.0
0236597884217,160,0,112,0,44,4,0.0,70.0,27.5,2008-09-19,2026-04-01,17,9.4,41,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,High,2.5
0395762282903,3,0,3,0,0,0,0.0,100.0,0.0,2019-09-25,2019-09-27,0,,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
069534526423,75,0,75,0,0,0,0.0,100.0,0.0,2022-11-21,2025-10-07,2,37.5,27,0,0,"{""mot:Enskild motion""}",Individual-focused,Medium,0.0
0889860537413,319,0,232,0,72,15,0.0,72.7,22.6,2004-09-23,2018-04-11,13,24.5,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,Very High,4.7
0928479652300,140,1,55,0,72,0,0.7,39.3,51.4,2000-02-14,2002-04-09,2,70.0,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,High,0.0
0681085425612,251,4,22,0,219,3,1.6,8.8,87.3,2000-04-13,2006-04-05,5,50.2,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,1.2
037781229619,274,0,140,0,134,0,0.0,51.1,48.9,2018-10-11,2026-05-04,7,39.1,27,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Very High,0.0
0456066032422,173,59,52,0,59,3,34.1,30.1,34.1,2012-10-02,2018-05-30,5,34.6,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,High,1.7
0483338990013,17,0,5,0,12,0,0.0,29.4,70.6,2016-09-30,2017-02-15,0,,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Committee-focused,Low,0.0
0934639939611,382,37,199,0,137,9,9.7,52.1,35.9,2010-10-21,2022-09-21,11,34.7,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,2.4
0962410717322,99,0,99,0,0,0,0.0,100.0,0.0,2017-09-29,2021-10-05,4,24.8,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Medium,0.0
0567810897103,121,0,120,0,0,1,0.0,99.2,0.0,2000-09-22,2006-04-21,5,24.2,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion}",Individual-focused,High,0.8
0185498861416,94,0,87,0,7,0,0.0,92.6,7.4,2012-09-26,2014-06-16,1,94.0,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Medium,0.0
0834800011503,100,0,11,0,73,0,0.0,11.0,73.0,2000-02-14,2002-06-13,2,50.0,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Kommittémotion}",Committee-focused,Medium,0.0
0914133868703,207,1,200,0,3,1,0.5,96.6,1.4,2000-04-06,2005-10-18,5,41.4,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,0.5
0630824497414,149,15,96,0,30,8,10.1,64.4,20.1,2006-11-01,2018-11-30,12,12.4,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,High,5.4
075747847023,77,0,58,0,19,0,0.0,75.3,24.7,2017-09-29,2026-06-10,8,9.6,18,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Medium,0.0
0878075468027,1235,0,1176,0,35,16,0.0,95.2,2.8,2000-10-05,2021-10-05,21,58.8,0,0,0,"{mot:,mot:-,""mot:Enskild motion"",mot:Flerpartimotion,""mot:Fristående motion"",mot:Kommittémotion}",Individual-focused,Very High,1.3
0199751900210,200,1,172,0,26,0,0.5,86.0,13.0,2010-10-22,2021-10-05,10,20.0,0,0,0,"{mot:,""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Individual-focused,High,0.0
038604236714,132,11,29,0,89,3,8.3,22.0,67.4,2002-10-23,2006-04-11,3,44.0,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,High,2.3
0154189076919,440,70,143,2,211,13,15.9,32.5,48.0,2006-10-31,2014-06-09,7,62.9,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,""mot:Fristående motion"",mot:Följdmotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,3.0
0193303720505,84,0,84,0,0,0,0.0,100.0,0.0,2000-10-05,2005-10-09,5,16.8,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Medium,0.0
0772402807013,238,34,98,2,103,0,14.3,41.2,43.3,2010-10-27,2023-10-03,12,19.8,0,0,0,"{mot:,""mot:Enskild motion"",mot:Följdmotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,0.0
0855286184126,104,0,80,0,24,0,0.0,76.9,23.1,2022-11-17,2026-05-13,3,34.7,40,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,High,0.0
0218878014918,1335,0,0,0,0,0,0.0,0.0,0.0,2014-10-15,2021-11-30,7,190.7,0,1335,345,"{prop:prop,prop:skr}",Mixed,Very High,
0271338654822,108,0,84,0,24,0,0.0,77.8,22.2,2018-11-27,2026-05-13,7,15.4,24,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,High,0.0
0972914963202,8,0,7,0,0,0,0.0,87.5,0.0,2000-06-29,2000-10-05,0,,0,0,0,"{mot:-,""mot:Enskild motion""}",Individual-focused,Low,0.0
0682674527208,96,0,95,0,0,0,0.0,99.0,0.0,2000-10-05,2005-10-18,5,19.2,0,0,0,"{mot:-,""mot:Enskild motion""}",Individual-focused,Medium,0.0
0798417016112,205,28,167,0,5,3,13.7,81.5,2.4,2000-04-28,2009-10-16,9,22.8,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,1.5
0764422217512,16,0,16,0,0,0,0.0,100.0,0.0,2023-10-04,2025-10-06,2,8.0,5,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0388994689418,54,4,0,0,50,0,7.4,0.0,92.6,2024-09-20,2026-05-21,1,54.0,35,0,0,"{mot:Kommittémotion,mot:Partimotion}",Party-focused,Medium,0.0
0770363683317,128,26,22,0,80,0,20.3,17.2,62.5,2021-09-22,2026-05-15,4,32.0,24,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Party-focused,High,0.0
0640774576009,260,0,237,0,18,5,0.0,91.2,6.9,2002-10-23,2010-04-06,7,37.1,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,Very High,1.9
0678597762924,80,0,40,0,40,0,0.0,50.0,50.0,2022-11-15,2025-10-02,2,40.0,20,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Medium,0.0
0411459873625,300,89,0,0,211,0,29.7,0.0,70.3,2018-10-01,2026-05-21,7,42.9,55,0,0,"{mot:Kommittémotion,mot:Partimotion}",Party-focused,Very High,0.0
0470861746302,71,0,68,0,0,2,0.0,95.8,0.0,2000-10-05,2005-10-05,5,14.2,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion}",Individual-focused,Medium,2.8
0697255175510,98,2,20,0,75,0,2.0,20.4,76.5,2000-06-09,2002-04-03,1,98.0,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,Medium,0.0
0480384439015,389,7,122,0,229,29,1.8,31.4,58.9,2000-02-09,2006-04-11,6,64.8,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,7.5
0267085997926,3,0,3,0,0,0,0.0,100.0,0.0,2020-10-01,2020-10-01,0,,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0791588767213,3,0,1,0,2,0,0.0,33.3,66.7,2001-05-02,2001-05-21,0,,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Committee-focused,Low,0.0
0640627133410,67,8,45,0,14,0,11.9,67.2,20.9,2018-11-21,2022-05-18,3,22.3,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Individual-focused,Medium,0.0
0706528359123,184,0,152,0,32,0,0.0,82.6,17.4,2015-10-01,2026-04-01,10,18.4,30,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,High,0.0
023732429721,39,0,34,0,5,0,0.0,87.2,12.8,2022-11-22,2023-11-08,0,,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Low,0.0
0699787174310,277,76,125,0,52,23,27.4,45.1,18.8,2001-04-06,2013-04-09,12,23.1,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,""mot:Fristående motion"",mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,8.3
0270681733602,15,0,14,0,0,0,0.0,93.3,0.0,2000-04-05,2002-01-18,1,15.0,0,0,0,"{mot:-,""mot:Enskild motion""}",Individual-focused,Low,0.0
0148424181819,167,2,95,0,70,0,1.2,56.9,41.9,2018-10-01,2026-01-15,7,23.9,13,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Individual-focused,High,0.0
0299768872013,98,0,35,0,56,1,0.0,35.7,57.1,2000-02-09,2002-06-13,2,49.0,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Committee-focused,Medium,1.0
0634917636517,154,21,126,0,4,3,13.6,81.8,2.6,2000-10-05,2009-10-06,9,17.1,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,High,1.9
0112806493429,15,0,15,0,0,0,0.0,100.0,0.0,2024-10-03,2024-10-04,0,,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0792474127508,153,0,118,0,25,8,0.0,77.1,16.3,2000-04-06,2010-04-07,10,15.3,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,High,5.2
0628870165823,152,8,126,0,18,0,5.3,82.9,11.8,2014-11-07,2022-05-18,7,21.7,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Individual-focused,High,0.0
0269067253614,460,0,364,0,88,7,0.0,79.1,19.1,2002-10-23,2017-10-04,14,32.9,0,0,0,"{mot:,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,Very High,1.5
0505931201806,137,44,6,0,64,3,32.1,4.4,46.7,2000-02-09,2002-06-12,2,68.5,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,High,2.2
0136801772915,160,0,160,0,0,0,0.0,100.0,0.0,2014-11-06,2021-10-05,6,26.7,0,0,0,"{""mot:Enskild motion""}",Individual-focused,High,0.0
0245113256029,103,0,62,0,41,0,0.0,60.2,39.8,2022-11-23,2026-04-29,3,34.3,32,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,High,0.0
0859721748313,61,0,46,0,15,0,0.0,75.4,24.6,2010-10-25,2018-04-25,7,8.7,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Medium,0.0
0387358739126,82,5,48,0,29,0,6.1,58.5,35.4,2014-11-06,2018-11-30,4,20.5,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Individual-focused,Medium,0.0
0461756329828,168,6,66,0,59,37,3.6,39.3,35.1,2002-10-23,2013-12-11,11,15.3,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,High,22.0
0892012091809,64,0,42,0,15,5,0.0,65.6,23.4,2000-04-28,2001-10-18,1,64.0,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,Medium,7.8
035234573112,65,0,8,0,57,0,0.0,12.3,87.7,2022-11-22,2025-09-30,2,32.5,6,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Committee-focused,Medium,0.0
0906365922712,263,0,139,0,115,9,0.0,52.9,43.7,2002-10-23,2011-12-09,9,29.2,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,Very High,3.4
0600784831409,15,0,4,0,11,0,0.0,26.7,73.3,2015-10-05,2018-04-25,2,7.5,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Committee-focused,Low,0.0
0410640630411,23,0,23,0,0,0,0.0,100.0,0.0,2010-10-26,2025-10-03,14,1.6,6,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0911916463828,728,9,641,0,65,11,1.2,88.0,8.9,2006-10-31,2026-06-10,19,38.3,36,0,0,"{mot:,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,1.5
0973566938927,6,0,0,0,0,0,0.0,0.0,0.0,2025-09-30,2026-06-16,0,,6,6,2,"{prop:prop,prop:skr}",Mixed,Low,
0456522027421,174,0,162,0,12,0,0.0,93.1,6.9,2022-11-18,2026-06-15,3,58.0,47,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,High,0.0
0959236354417,30,0,30,0,0,0,0.0,100.0,0.0,2002-10-23,2003-10-07,0,,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0116759114313,246,106,66,0,72,2,43.1,26.8,29.3,2014-11-06,2022-05-20,7,35.1,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,Very High,0.8
0248492534018,8,0,8,0,0,0,0.0,100.0,0.0,2025-09-30,2025-10-03,0,,8,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0806338394516,36,26,2,0,0,8,72.2,5.6,0.0,2006-10-31,2010-11-01,4,9.0,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Partimotion}",Party-focused,Low,22.2
0285631067215,278,2,116,0,159,1,0.7,41.7,57.2,2010-10-26,2022-06-08,11,25.3,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,0.4
0599331666806,46,0,4,0,28,5,0.0,8.7,60.9,2000-02-14,2002-04-09,2,23.0,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Committee-focused,Low,10.9
0745615729714,171,43,61,0,56,6,25.1,35.7,32.7,2000-03-08,2002-05-02,2,85.5,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,High,3.5
0427127522211,156,0,50,0,100,6,0.0,32.1,64.1,2002-10-23,2006-11-08,4,39.0,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Committee-focused,High,3.8
0582811195313,709,125,224,0,340,18,17.6,31.6,48.0,2002-10-23,2022-05-04,19,37.3,0,0,0,"{mot:,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,2.5
0861143074410,208,9,108,0,81,10,4.3,51.9,38.9,2002-10-23,2018-09-25,15,13.9,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,4.8
0355151001911,103,0,80,0,20,3,0.0,77.7,19.4,2006-10-31,2010-05-18,3,34.3,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,High,2.9
0834510274913,16,0,14,0,0,2,0.0,87.5,0.0,2006-10-31,2025-10-07,18,0.9,7,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion}",Individual-focused,Low,12.5
0495018514310,1,1,0,0,0,0,100.0,0.0,0.0,2012-05-02,2012-05-02,0,,0,0,0,{mot:Partimotion},Party-focused,Low,0.0
0432998314415,1,0,0,0,1,0,0.0,0.0,100.0,2013-04-10,2013-04-10,0,,0,0,0,{mot:Kommittémotion},Committee-focused,Low,0.0
088849148003,147,41,35,0,30,21,27.9,23.8,20.4,2000-01-21,2002-06-13,2,73.5,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,High,14.3
0544046588414,259,0,201,0,52,5,0.0,77.6,20.1,2002-10-23,2016-10-05,13,19.9,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,""mot:Fristående motion"",mot:Kommittémotion}",Individual-focused,Very High,1.9
